iter	RMSE
577	1.164879305
578	1.164476973
579	1.163908413
580	1.163592927
581	1.163259936
582	1.163102384
583	1.158917654
584	1.154929134
585	1.154892156
586	1.152684614
587	1.152397434
588	1.152030497
589	1.151564757
590	1.149580752
591	1.149248913
592	1.148676883
593	1.148102359
594	1.147878112
595	1.147597503
596	1.14743424
597	1.147305221
598	1.147185819
599	1.147119725
600	1.146685777
601	1.146085405
602	1.145747006
603	1.145604678
604	1.145434565
605	1.144527014
606	1.143620556
607	1.143485683
608	1.143358391
609	1.142765625
610	1.141685047
611	1.141650847
612	1.141458231
613	1.141422641
614	1.141303035
615	1.140924807
616	1.14087093
617	1.140757502
618	1.139376764
619	1.139264524
620	1.138595937
621	1.138510129
622	1.13602693
623	1.135962838
624	1.132503066
625	1.132402303
626	1.132306815
627	1.132194093
628	1.1318219
629	1.129570848
630	1.129515364
631	1.128644196
632	1.128492058
633	1.128329509
634	1.127636907
635	1.127388362
636	1.126828504
637	1.1264472
638	1.126322385
639	1.126313797
640	1.125937068
641	1.125756295
642	1.125322208
643	1.124821056
644	1.124572618
645	1.124515997
646	1.124296967
647	1.12420578
648	1.124155454
649	1.123596835
650	1.123383776
651	1.1230946
652	1.122957644
653	1.122871153
654	1.122554098
655	1.121236795
656	1.120742145
657	1.120459554
658	1.120170336
659	1.119878549
660	1.1196364
661	1.119440762
662	1.119376501
663	1.119239071
664	1.118977588
665	1.118813479
666	1.118462215
667	1.118337467
668	1.118208082
669	1.118101416
670	1.117790758
671	1.116672165
672	1.116626511
673	1.116097326
674	1.115612853
675	1.115417332
676	1.11512847
677	1.115010782
678	1.114920895
679	1.11483615
680	1.11372101
681	1.113178021
682	1.113060052
683	1.111879201
684	1.111702963
685	1.111607425
686	1.111529773
687	1.110845654
688	1.110738146
689	1.109833402
690	1.10967205
691	1.109573973
692	1.108211968
693	1.107794973
694	1.106527059
695	1.104779692
696	1.104764908
697	1.104657612
698	1.104509658
699	1.104180572
700	1.10395686
701	1.103705992
702	1.103557542
703	1.10346958
704	1.103419217
705	1.103272204
706	1.102090159
707	1.101394526
708	1.101084949
709	1.100946908
710	1.100876888
711	1.100814608
712	1.100643215
713	1.100382496
714	1.100359935
715	1.099998215
716	1.099868158
717	1.099635972
718	1.098994078
719	1.098507369
720	1.098442918
721	1.098397613
722	1.098380556
723	1.097967375
724	1.097462891
725	1.097347049
726	1.097087994
727	1.096961464
728	1.096620756
729	1.096498993
730	1.095805639
731	1.092621311
732	1.092540385
733	1.092117374
734	1.092025481
735	1.091278752
736	1.091083238
737	1.090811508
738	1.090384712
739	1.090333399
740	1.09022375
741	1.090204746
742	1.090187086
743	1.087046547
744	1.086780651
745	1.086747419
746	1.086650815
747	1.086430122
748	1.086387892
749	1.086113364
750	1.086054492
751	1.085965491
752	1.081406108
753	1.081165673
754	1.081109889
755	1.081057146
756	1.079909394
757	1.079837798
758	1.079694897
759	1.079176263
760	1.079040512
761	1.078374053
762	1.077914744
763	1.077831981
764	1.077576808
765	1.077527374
766	1.077461901
767	1.077213588
768	1.077086778
769	1.0769415
770	1.076365791
771	1.075991086
772	1.075975467
773	1.075806041
774	1.075454244
775	1.075388669
776	1.075169241
777	1.074574186
778	1.074223668
779	1.07348156
780	1.073265182
781	1.073220209
782	1.07294441
783	1.07262101
784	1.072464989
785	1.072361669
786	1.071298719
787	1.07074895
788	1.070638367
789	1.070630101
790	1.070555487
791	1.069943635
792	1.069902522
793	1.069584835
794	1.065274922
795	1.064888653
796	1.064831855
797	1.064707707
798	1.064669105
799	1.064361961
800	1.063756079
801	1.063689701
802	1.063653457
803	1.063617522
804	1.063500019
805	1.063472576
806	1.063404205
807	1.063305335
808	1.063205896
809	1.062894125
810	1.062869017
811	1.06283547
812	1.062812166
813	1.062263315
814	1.06208192
815	1.061918322
816	1.061668914
817	1.061542199
818	1.061528613
819	1.061368219
820	1.061346742
821	1.061239794
822	1.06097379
823	1.060643932
824	1.060631378
825	1.060535964
826	1.060045503
827	1.060026078
828	1.059725203
829	1.059279599
830	1.059135583
831	1.059059114
832	1.058874421
833	1.058419377
834	1.058372618
835	1.05821547
836	1.0576887
837	1.057365435
838	1.057230169
839	1.057218835
840	1.057049109
841	1.056868209
842	1.055420172
843	1.055057037
844	1.05475921
845	1.054224005
846	1.054167487
847	1.05382475
848	1.052070047
849	1.052012708
850	1.051975163
851	1.05193702
852	1.0516665
853	1.051434762
854	1.051251654
855	1.05120665
856	1.051116956
857	1.051068474
858	1.050557965
859	1.050525668
860	1.048850242
861	1.04872917
862	1.048534088
863	1.048403174
864	1.048127034
865	1.047124226
866	1.047013191
867	1.046749611
868	1.04641027
869	1.04622984
870	1.046093173
871	1.045948758
872	1.045279604
873	1.045224149
874	1.045162846
875	1.044802712
876	1.044786024
877	1.044689448
878	1.044638483
879	1.044326917
880	1.042724023
881	1.042387946
882	1.042281156
883	1.040984301
884	1.040159585
885	1.040009616
886	1.039338503
887	1.039282173
888	1.03901988
889	1.03864221
890	1.038538354
891	1.038393277
892	1.038304176
893	1.037751271
894	1.037615236
895	1.037505229
896	1.037372583
897	1.03708511
898	1.036307662
899	1.035457284
900	1.034787875
901	1.034636502
902	1.034504126
903	1.034370853
904	1.034112746
905	1.034069047
906	1.034000015
907	1.032569558
908	1.032393226
909	1.032170841
910	1.032067721
911	1.031824961
912	1.030440716
913	1.030119136
914	1.030061336
915	1.029973831
916	1.028966881
917	1.02869025
918	1.028602835
919	1.028524937
920	1.028425865
921	1.028104632
922	1.027963325
923	1.027729496
924	1.027470913
925	1.026495315
926	1.026372135
927	1.025788127
928	1.025537213
929	1.025446382
930	1.025271798
931	1.025134175
932	1.025039415
933	1.024436177
934	1.023677406
935	1.023479108
936	1.023373008
937	1.022851251
938	1.022808044
939	1.022113625
940	1.022003319
941	1.021623199
942	1.021532586
943	1.020613004
944	1.020534963
945	1.020460573
946	1.020382716
947	1.020090386
948	1.016126815
949	1.016006375
950	1.015828534
951	1.01572127
952	1.015205187
953	1.014773324
954	1.014668539
955	1.014520331
956	1.010696218
957	1.010277366
958	1.009893253
959	1.009540581
960	1.00950193
961	1.009418782
962	1.009302351
963	1.009224305
964	1.009188628
965	1.009093571
966	1.008957791
967	1.008735942
968	1.008452093
969	1.008375549
970	1.008313901
971	1.008168057
972	1.004464658
973	1.004380774
974	1.004301561
975	1.003669906
976	1.003581484
977	1.003542083
978	1.003510165
979	1.003482436
980	1.003284714
981	1.003207639
982	1.003124367
983	1.002727787
984	1.002607314
985	0.9990138491
986	0.9989618591
987	0.9987791462
988	0.9986724435
989	0.998448993
990	0.9980992816
991	0.9980633357
992	0.9979152311
993	0.9978145006
994	0.9976080025
995	0.9974693292
996	0.9962689067
997	0.9959314344
998	0.9957751906
999	0.9956774073
