Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
22001,PDC World Championship Darts 2009,DS,2009,Sports,O-Games  ,Rebellion Developments  ,,,,0.0,,0.0,0.0
22002,Slingo Quest,DS,2008,Puzzle,Mumbo Jumbo  ,Mac Play  ,,,0.0,,,,0.0
22003,Myst V: End of Ages,PC,2005,Adventure,Ubisoft  ,Cyan Worlds  ,,,,0.0,,0.0,0.0
22004,Okada Toshio no Itsumademo DEBU to Omounayo: DS Recording Diet,DS,2008,Misc,Rocket Company  ,Rocket Company  ,,,,,0.0,,0.0
22005,Tetris Ultimate,PSV,2015,Puzzle,Ubisoft  ,Ubisoft Montreal  ,,,,0.0,,0.0,0.0
22006,Mystic Legacy: The Great Ring,PC,2015,Puzzle,Big Fish Games  ,Big Fish Games  ,,,,0.0,,0.0,0.0
22007,Will O' Wisp DS,DS,2009,Adventure,Idea Factory  ,Idea Factory  ,,,,,0.0,,0.0
22008,Dark Messiah Might and Magic,PC,2006,Role-Playing,Ubisoft  ,Arkane Studios / Floodgate Entertainment / Kuju Entertainment  ,7.3,,,0.0,,0.0,0.0
22009,Paint by DS,DS,2008,Puzzle,Mercury Games  ,Ertain  ,,,,0.0,,0.0,0.0
22010,Ship Simulator 2006,PC,2006,Simulation,DreamCatcher Interactive  ,VSTEP  ,,,,0.0,,0.0,0.0
22011,Ayaka Shibito Portable,PSP,2009,Adventure,Dimple Entertainment  ,HuneX  ,,,,,0.0,,0.0
22012,Pink Panther: Pinkadelic Pursuit,GBA,2002,Platform,DreamCatcher Interactive  ,Super Empire  ,,,0.0,0.0,,0.0,0.0
22013,Pure (JP sales),X360,2009,Racing,Disney Interactive Studios  ,Black Rock Studio  ,7.0,,,,0.0,,0.0
22014,Zettai Meikyuu: Himitsu no Oya Yubi Hime,PSV,2015,Action,Views  ,Unknown  ,,,,,0.0,,0.0
22015,Dark Fall: Lights Out - The Director's Cut Edition,PC,2009,Adventure,Iceberg Interactive  ,XXV Productions  ,,,,0.0,,0.0,0.0
22016,F.E.A.R.,PC,2005,Shooter,Sierra Entertainment  ,Monolith Productions  ,,,,0.0,,0.0,0.0
22017,Item Getter: Bokura no Kagaku to Mahou no Kankei,DS,2009,Role-Playing,5pb  ,Genterprise  ,,,,,0.0,,0.0
22018,Tom Clancy's Splinter Cell: Chaos Theory,PC,2005,Action,Ubisoft  ,Ubisoft Montreal  ,,,,0.0,,0.0,0.0
22019,Toy Story 3: The Video Game,PC,2010,Action,Disney Interactive Studios  ,Avalanche Software  ,,,,0.0,,0.0,0.0
22020,My Pet Hotel 2,DS,2008,Simulation,Eidos Interactive  ,DTP Entertainment  ,,,,0.0,,0.0,0.0
22021,Stronghold Crusader,PC,2002,Strategy,Gathering of Developers  ,FireFly Studios  ,,,,0.0,,0.0,0.0
22022,World Racing 2,XB,2006,Racing,Evolved Games  ,Synetic  ,,,0.0,0.0,,0.0,0.0
22023,Dogz 5,PC,2002,Simulation,Ubisoft  ,PF.Magic  ,,,,0.0,,0.0,0.0
22024,GTR 2: FIA GT Racing Game,PC,2006,Racing,10TACLE Studios  ,SimBin  ,,,,0.0,,0.0,0.0
22025,Strawberry Shortcake Sweet Dreams,GBA,2006,Action,Majesco  ,Gorilla Games  ,,,0.0,0.0,,0.0,0.0
22026,Strikers 1945 Plus Portable,PSP,2009,Shooter,Arc System Works  ,Psikyo / X-Nauts  ,,,,,0.0,,0.0
22027,Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,DS,2009,Misc,Interchannel  ,Interchannel  ,,,,,0.0,,0.0
22028,WWII: Battle Over The Pacific,PSP,2008,Simulation,Midas Interactive Entertainment  ,Midas Interactive Entertainment  ,,,,0.0,,0.0,0.0
22029,Chessmaster: Grandmaster Edition,PC,2007,Strategy,Ubisoft  ,Ubisoft  ,,,,0.0,,0.0,0.0
22030,Knockout Party,Wii,2009,Puzzle,Ubisoft  ,Ubisoft  ,,,,0.0,,0.0,0.0
22031,Naval War: Arctic Circle,PC,2012,Strategy,Paradox Interactive   ,Turbo Tape Games  ,,,,0.0,,0.0,0.0
22032,Samantha Swift and the Secret Scroll,Wii,2010,Adventure,Mumbo Jumbo  ,MumboJumbo  ,,,0.0,,,0.0,0.0
22033,The History Channel: Great Battles of Rome,PSP,2007,Strategy,Black Bean Games  ,Slitherine Software  ,,,,0.0,,0.0,0.0
22034,Combat Wings: Battle of Britain,PC,2008,Simulation,Navarre Corp  ,City Interactive  ,,,,0.0,,0.0,0.0
22035,NFL Blitz 20-03,GBA,2002,Sports,Midway Games  ,OutLook Entertainment  ,,,0.0,0.0,,0.0,0.0
22036,Tiger Woods PGA Tour 07,PC,2006,Sports,EA Sports  ,EA Redwood Shores  ,7.8,,,0.0,,0.0,0.0
22037,Immortal Cities: Children of the Nile,PC,2004,Strategy,Myelin Media  ,"Tilted Mill Entertainment, Inc.  ",,,,0.0,,0.0,0.0
22038,Real Crimes: Jack the Ripper,PC,2010,Puzzle,Virtual Playground  ,Virtual Playground  ,,,,0.0,,0.0,0.0
22039,Shonen Jump's One Piece: Pirates Carnival,PS2,2006,Misc,Namco Bandai  ,High Horse Entertainment  ,,,0.0,0.0,,0.0,0.0
22040,Buzz! Brain of the UK,PSP,2009,Misc,Sony Computer Entertainment  ,Relentless Software  ,,,,0.0,,0.0,0.0
22041,Jagged Alliance,DS,2009,Strategy,Atari  ,Strategy First / Cypron Studios  ,,,0.0,,,,0.0
22042,My Spanish Coach,Wii,2007,Misc,Ubisoft  ,Sensory Sweep Studios  ,,,,0.0,,0.0,0.0
22043,Supermarket Mania,PC,2009,Simulation,Viva Media  ,"Alawar Entertainment, Inc.  ",,,,0.0,,0.0,0.0
22044,Civilization IV: The Complete Edition,PC,2009,Strategy,Take-Two Interactive  ,Firaxis Games  ,,,,0.0,,0.0,0.0
22045,Gakken Europa 4: Kokugo Sanmai DS,DS,2010,Misc,Gakken  ,Gakken  ,,,,,0.0,,0.0
22046,Hyakko: Yorozuya Jikenbo!,PS2,2009,Adventure,5pb  ,Genterprise  ,,,,,0.0,,0.0
22047,Matchbox Missions: 2 Game Pack!,GBA,2006,Misc,DSI Games  ,Gravity-I  ,,,0.0,0.0,,0.0,0.0
22048,XIII,PC,2003,Shooter,Ubisoft  ,Ubisoft Paris  ,,,,0.0,,0.0,0.0
22049,Championship Manager 2008,PC,2007,Sports,GamersGate  ,Beautiful Game Studios  ,,,,0.0,,0.0,0.0
22050,James Pond: Codename RoboCod,DS,2008,Platform,Codemasters  ,Creature Labs  ,,,,0.0,,0.0,0.0
22051,Simple DS Series Vol. 44: The Gal Mahjong,DS,2008,Puzzle,D3 Publisher  ,"Affect Co., Ltd.  ",,,,,0.0,,0.0
22052,Pachi & Slot Hisshoubon DS,DS,2009,Misc,Dorart  ,Dorart  ,,,,,0.0,,0.0
22053,Phil Taylor's Power Play Darts,DS,2011,Sports,Unknown  ,Funbox Media  ,,,,0.0,,0.0,0.0
22054,Prison Break: The Conspiracy,PC,2010,Adventure,Deep Silver  ,ZootFly  ,2.5,,,0.0,,0.0,0.0
22055,Star Trek: Bridge Commander,PC,2002,Simulation,Activision  ,Totally Games  ,,,,0.0,,0.0,0.0
22056,Princess Maker 4 Special Edition,DS,2008,Role-Playing,CyberFront  ,Gainax  ,,,,,0.0,,0.0
22057,Super Bubble Pop,GBA,2003,Puzzle,Jaleco  ,Runecraft  ,,,0.0,0.0,,0.0,0.0
22058,Vin Diesel: Wheelman,PC,2009,Racing,Ubisoft  ,Tigon  ,6.5,,,0.0,,0.0,0.0
22059,Hasbro Family Game Night,XBL,2009,Misc,Electronic Arts  ,EA Bright Light  ,,,,0.0,,0.0,0.0
22060,Alpha Prime,PC,2007,Shooter,Meridian4  ,Black Element  ,,,,0.0,,0.0,0.0
22061,Driving Simulator,PC,2010,Racing,Excalibur Publishing  ,Excalibur Publishing Limited  ,,,,0.0,,,0.0
22062,Juujimoto Ripputai Sypher Portable,PSP,2009,Adventure,Abel  ,Abel Software  ,,,,,0.0,,0.0
22063,Origin and Fate - 5 Game Pack,PC,2014,Misc,Focus  ,Focus Home Interactive  ,,,,0.0,,0.0,0.0
22064,Youda Safari,DS,2011,Simulation,Foreign Media Games  ,Foreign Media Games  ,,,,0.0,,0.0,0.0
22065,Brain Challenge,PSN,2008,Misc,Ubisoft  ,Gameloft  ,,,,0.0,,0.0,0.0
22066,Nostradamus: The Last Prophecy,PC,2007,Adventure,MC2 Entertainment  ,Kheops Studio  ,,,,0.0,,0.0,0.0
22067,Open Season,PC,2006,Platform,Ubisoft  ,Ubisoft Montreal  ,6.4,,,0.0,,0.0,0.0
22068,LIMBO,PC,2011,Platform,Unknown  ,Playdead  ,9.0,,,0.0,,0.0,0.0
