iter	RMSE
1684	240120.799
1685	240112.9078
1686	240102.2996
1687	240092.4476
1688	240082.9191
1689	240074.2194
1690	240065.6026
1691	240054.116
1692	240045.2069
1693	240035.8547
1694	240027.5768
1695	240018.9109
1696	240009.7587
1697	239999.7663
1698	239990.7881
1699	239979.6431
1700	239969.6221
1701	239960.3446
1702	239953.0552
1703	239943.4151
1704	239935.4437
1705	239926.3462
1706	239918.1049
1707	239904.7557
1708	239894.1538
1709	239886.3159
1710	239879.1417
1711	239871.5278
1712	239862.2216
1713	239852.9336
1714	239841.8358
1715	239832.6659
1716	239821.3862
1717	239813.6468
1718	239803.8244
1719	239796.2429
1720	239789.9883
1721	239781.5834
1722	239776.3517
1723	239767.5508
1724	239755.7651
1725	239744.1952
1726	239733.5344
1727	239724.9739
1728	239717.9122
1729	239708.8409
1730	239699.0257
1731	239690.2192
1732	239679.8311
1733	239668.3876
1734	239658.6513
1735	239647.3567
1736	239636.639
1737	239627.6384
1738	239618.0761
1739	239609.5114
1740	239601.926
1741	239592.772
1742	239584.0972
1743	239573.9438
1744	239565.2373
1745	239556.9613
1746	239552.3881
1747	239543.478
1748	239534.2846
1749	239527.0937
1750	239519.461
1751	239507.8771
1752	239497.5001
1753	239491.9423
1754	239483.6136
1755	239475.4574
1756	239466.9853
1757	239457.2918
1758	239447.0762
1759	239439.8573
1760	239428.774
1761	239417.8265
1762	239406.1364
1763	239396.9365
1764	239389.6227
1765	239381.9552
1766	239371.3726
1767	239365.635
1768	239358.1675
1769	239348.7232
1770	239345.0408
1771	239335.3633
1772	239325.14
1773	239315.3797
1774	239306.1286
1775	239297.1129
1776	239291.1634
1777	239284.3021
1778	239274.8759
1779	239265.5191
1780	239257.7415
1781	239249.2637
1782	239241.5971
1783	239233.7405
1784	239223.3034
1785	239213.1788
1786	239204.2054
1787	239194.6864
1788	239188.1201
1789	239180.1649
1790	239171.008
1791	239162.8299
1792	239154.6179
1793	239146.0073
1794	239138.6119
1795	239130.1894
1796	239121.1354
1797	239112.1587
1798	239105.3079
1799	239096.8598
1800	239089.0835
1801	239079.7516
1802	239070.4611
1803	239062.0618
1804	239051.0185
1805	239043.9114
1806	239035.015
1807	239026.9054
1808	239020.1625
1809	239010.5537
1810	239003.2576
1811	238997.8367
1812	238988.4387
1813	238981.4462
1814	238972.8491
1815	238964.766
1816	238956.4687
1817	238950.1626
1818	238941.2653
1819	238930.7722
1820	238920.8091
1821	238914.962
1822	238906.2068
1823	238898.4629
1824	238890.389
1825	238883.0321
1826	238874.691
1827	238866.0228
1828	238858.151
1829	238851.5587
1830	238842.8298
1831	238835.6692
1832	238825.7907
1833	238816.9479
1834	238809.8344
1835	238802.0277
1836	238793.8463
1837	238783.0621
1838	238773.9175
1839	238765.5079
1840	238757.8574
1841	238749.1509
1842	238740.5859
1843	238732.9826
1844	238724.2006
1845	238714.8237
1846	238703.5715
1847	238694.2502
1848	238685.9376
1849	238679.0342
1850	238671.5627
1851	238662.8049
1852	238653.4825
1853	238645.1172
1854	238637.6432
1855	238628.3337
1856	238618.6511
1857	238609.2326
1858	238602.2589
1859	238593.6727
1860	238588.4714
1861	238581.11
1862	238574.2799
1863	238565.1102
1864	238555.8125
1865	238548.3586
1866	238538.1261
1867	238531.0702
1868	238525.3487
1869	238517.0867
1870	238510.3635
1871	238502.4586
1872	238495.9942
1873	238489.5345
1874	238479.8483
1875	238470.5815
1876	238464.0759
1877	238455.9286
1878	238448.1841
1879	238439.6746
1880	238428.5357
1881	238418.5148
1882	238409.5667
1883	238399.0979
1884	238390.9125
1885	238383.0203
1886	238375.0038
1887	238365.3822
1888	238356.8505
1889	238347.8712
1890	238340.3114
1891	238332.3827
1892	238324.7546
1893	238317.9726
1894	238309.9457
1895	238301.5242
1896	238294.7767
1897	238288.408
1898	238281.7491
1899	238273.8402
1900	238265.3253
1901	238258.877
1902	238255.4128
1903	238247.3517
1904	238241.8169
1905	238233.8378
1906	238227.7058
1907	238220.5927
1908	238214.2029
1909	238205.8113
1910	238199.1812
1911	238192.9978
1912	238186.2105
1913	238181.5249
1914	238174.8369
1915	238166.8197
1916	238159.2293
1917	238151.9968
1918	238141.6494
1919	238133.1179
1920	238125.3967
1921	238119.9549
1922	238110.5513
1923	238102.8101
1924	238094.2321
1925	238085.0107
1926	238078.5277
1927	238069.8427
1928	238063.2495
1929	238055.1114
1930	238048.4792
1931	238039.4176
1932	238031.4465
1933	238023.7009
1934	238015.5448
1935	238006.0265
1936	237995.157
1937	237987.1166
1938	237980.2603
1939	237972.5052
1940	237964.9665
1941	237954.748
1942	237944.9222
1943	237937.5033
1944	237928.999
1945	237920.1415
1946	237912.4069
1947	237905.1838
1948	237895.8647
1949	237888.931
1950	237879.818
1951	237872.0378
1952	237864.6669
1953	237858.0603
1954	237851.7466
1955	237843.9842
1956	237837.4655
1957	237831.7311
1958	237822.0648
1959	237812.7781
1960	237803.5478
1961	237794.082
1962	237785.5668
1963	237777.0577
1964	237769.6314
1965	237763.4752
1966	237755.679
1967	237748.5094
1968	237740.5157
1969	237733.2422
1970	237726.465
1971	237718.6385
1972	237711.809
1973	237704.6251
1974	237698.3931
1975	237689.6719
1976	237682.8884
1977	237676.7128
1978	237668.7777
1979	237659.5854
1980	237653.9104
1981	237645.2393
1982	237636.0378
1983	237628.4267
1984	237621.4075
1985	237612.5384
1986	237606.2731
1987	237597.6136
1988	237590.7942
1989	237586.4339
1990	237579.8769
1991	237570.6112
1992	237563.7526
1993	237557.4748
1994	237549.8976
1995	237543.9985
1996	237537.5174
1997	237528.2254
1998	237518.281
1999	237509.1753
2000	237502.6846
2001	237493.7281
2002	237486.6005
2003	237478.368
2004	237469.4731
2005	237461.3261
2006	237455.1628
2007	237448.7617
2008	237442.1333
2009	237434.1803
2010	237426.7264
2011	237420.2884
2012	237412.414
2013	237402.577
2014	237394.2535
2015	237387.2599
2016	237377.9726
2017	237372.3059
2018	237366.3183
2019	237361.6628
2020	237352.598
2021	237346.5014
2022	237340.272
2023	237332.4479
2024	237324.3297
2025	237316.7054
2026	237308.7251
2027	237303.8129
2028	237296.6938
2029	237288.9202
2030	237280.8997
2031	237273.5365
2032	237265.5932
2033	237257.6095
2034	237249.6695
2035	237244.9167
2036	237238.5164
2037	237231.1201
2038	237223.1425
2039	237213.5873
2040	237205.7843
2041	237197.4715
2042	237187.8575
2043	237179.7647
2044	237173.0723
2045	237166.0239
2046	237159.5528
2047	237153.3263
2048	237143.6668
2049	237134.1812
2050	237128.1386
2051	237123.027
2052	237115.8914
2053	237109.2715
2054	237105.4043
2055	237097.549
2056	237093.0366
2057	237087.0687
2058	237079.215
2059	237072.5189
2060	237065.2211
2061	237058.6047
2062	237053.0067
2063	237048.4586
2064	237040.795
2065	237031.4046
2066	237024.413
2067	237017.365
2068	237007.7526
2069	237000.986
2070	236992.9278
2071	236984.9455
2072	236979.278
2073	236972.099
2074	236963.7549
2075	236955.6572
2076	236946.2747
2077	236938.9476
2078	236933.9239
2079	236927.747
2080	236922.1279
2081	236916.7823
2082	236911.6519
2083	236902.7083
2084	236894.9952
2085	236890.0081
2086	236885.0234
2087	236877.5837
2088	236871.1015
2089	236862.5694
2090	236856.2239
2091	236848.7627
2092	236840.5176
2093	236834.6568
2094	236827.1243
2095	236820.8865
2096	236814.2181
2097	236808.6496
2098	236800.8155
2099	236792.1239
2100	236784.974
2101	236776.2502
2102	236769.1311
2103	236764.7289
2104	236756.184
2105	236751.3392
2106	236743.5631
2107	236738.7789
2108	236731.0192
2109	236724.9785
2110	236718.39
2111	236714.7695
2112	236708.5343
2113	236698.9366
2114	236689.9244
2115	236684.3855
2116	236675.9925
2117	236670.9711
2118	236664.0941
2119	236656.2981
2120	236650.2234
2121	236642.4342
2122	236635.0794
2123	236628.5931
2124	236622.0823
2125	236614.3053
2126	236606.044
2127	236598.7088
2128	236591.2584
2129	236584.2814
2130	236576.8931
2131	236571.2565
2132	236564.1029
2133	236560.4861
2134	236552.9275
2135	236546.2345
2136	236539.9177
2137	236535.5753
2138	236530.7211
2139	236522.9414
2140	236517.2267
2141	236511.6755
2142	236505.3994
2143	236498.893
2144	236491.035
2145	236484.8708
2146	236480.5393
2147	236473.0371
2148	236465.9573
2149	236459.427
2150	236455.1083
2151	236448.5029
2152	236442.3148
2153	236437.3092
2154	236430.2659
2155	236423.3315
2156	236415.8596
2157	236409.2827
2158	236401.8263
2159	236394.8319
2160	236387.7426
2161	236381.503
2162	236374.5251
2163	236366.9671
2164	236360.0923
2165	236353.5452
2166	236345.071
2167	236339.6654
2168	236334.5423
2169	236327.6536
2170	236321.0498
2171	236314.1735
2172	236305.1876
2173	236297.0411
2174	236291.1417
2175	236284.0256
2176	236275.6633
2177	236271.0296
2178	236265.1925
2179	236258.2878
2180	236250.4459
2181	236242.9549
2182	236236.8368
2183	236230.3887
2184	236222.784
2185	236217.5577
2186	236211.0119
2187	236203.2562
2188	236195.5541
2189	236190.8597
2190	236181.365
2191	236173.9913
2192	236167.8404
2193	236160.2017
2194	236154.2603
2195	236149.4532
2196	236143.6573
2197	236138.3287
2198	236128.2584
2199	236121.3001
2200	236115.1546
2201	236108.3126
2202	236101.3289
2203	236095.9194
2204	236090.2422
2205	236083.685
2206	236077.8205
2207	236076.2396
2208	236066.9775
2209	236060.3492
2210	236053.6435
2211	236047.18
2212	236041.2644
2213	236036.0751
2214	236030.3022
2215	236022.4714
2216	236015.5368
2217	236008.6646
2218	236004.8008
2219	235999.6015
2220	235992.8425
2221	235987.3315
2222	235980.3332
2223	235974.7889
2224	235968.2899
2225	235963.88
2226	235960.1934
2227	235953.3948
2228	235947.575
2229	235941.9329
2230	235934.2017
2231	235926.8162
2232	235918.7236
2233	235912.7359
2234	235904.5602
2235	235898.6975
2236	235891.3881
2237	235885.451
2238	235880.2665
2239	235870.3307
2240	235862.2853
2241	235857.2892
2242	235848.4468
2243	235842.9017
2244	235836.7408
2245	235830.1009
2246	235825.1016
2247	235820.0813
2248	235812.4025
2249	235806.5386
2250	235801.2701
2251	235795.2462
2252	235788.6309
2253	235781.4202
2254	235775.1755
2255	235771.1206
2256	235763.9909
2257	235757.9897
2258	235753.4765
2259	235748.2086
2260	235740.8162
2261	235735.9566
2262	235728.6121
2263	235722.4025
2264	235716.5772
2265	235709.0907
2266	235702.103
2267	235695.5268
2268	235688.6065
2269	235682.4995
2270	235676.6279
2271	235669.3717
2272	235662.2772
2273	235656.4707
2274	235649.8057
2275	235643.8661
2276	235637.4259
2277	235631.3866
2278	235626.924
2279	235623.8847
2280	235615.8866
2281	235608.5557
2282	235602.4542
2283	235593.6065
2284	235588.4607
2285	235581.8848
2286	235576.6269
2287	235569.7693
2288	235564.0557
2289	235557.8879
2290	235551.501
2291	235544.0314
2292	235537.4912
2293	235531.6751
2294	235525.155
2295	235517.6143
2296	235512.0901
2297	235507.4196
2298	235499.7847
2299	235493.6113
2300	235487.4667
2301	235481.5437
2302	235476.0469
2303	235468.7451
2304	235465.0847
2305	235456.4262
2306	235452.6005
2307	235447.6698
2308	235441.9244
2309	235436.2942
2310	235432.0806
2311	235426.9472
2312	235420.7753
2313	235415.4461
2314	235410.4991
2315	235403.6224
2316	235396.2559
2317	235389.1713
2318	235382.1812
2319	235375.7366
2320	235371.2601
2321	235366.2273
2322	235360.0101
2323	235354.7646
2324	235348.6969
2325	235341.6403
2326	235335.2927
2327	235328.4668
2328	235322.2316
2329	235316.1901
2330	235311.037
2331	235304.6195
2332	235298.2471
2333	235291.409
2334	235282.5693
2335	235274.9786
2336	235268.4393
2337	235261.7847
2338	235257.8912
2339	235251.442
2340	235248.3561
2341	235242.3645
2342	235237.1033
2343	235232.6073
2344	235225.3855
2345	235219.9934
2346	235215.3151
2347	235208.5504
2348	235203.3049
2349	235196.9242
2350	235190.9349
2351	235183.856
2352	235177.6421
2353	235172.375
2354	235165.3907
2355	235160.1455
2356	235152.0595
2357	235147.4235
2358	235141.4171
2359	235133.3802
2360	235126.1627
2361	235119.0424
2362	235110.4884
2363	235104.8985
2364	235098.8737
2365	235094.6145
2366	235088.0234
2367	235083.3893
2368	235078.0015
2369	235071.386
2370	235067.3697
2371	235062.6243
2372	235054.3228
2373	235048.6298
2374	235040.8559
2375	235033.1435
2376	235026.8788
2377	235020.4267
2378	235013.8736
2379	235008.6758
2380	235002.8561
2381	234997.7406
2382	234991.4739
2383	234985.932
2384	234980.5584
2385	234973.8331
2386	234968.7325
2387	234963.5243
2388	234958.1798
2389	234953.5379
2390	234945.4522
2391	234937.7997
2392	234934.0483
2393	234927.5606
2394	234920.8928
2395	234914.692
2396	234909.3258
2397	234902.9091
2398	234897.6757
2399	234892.9733
2400	234884.8619
2401	234879.1387
2402	234874.2057
2403	234868.4269
2404	234862.2842
2405	234858.0822
2406	234853.3942
2407	234847.8186
2408	234842.114
2409	234838.0607
2410	234833.2987
2411	234826.4602
2412	234822.2512
2413	234817.6814
2414	234812.8187
2415	234804.2437
2416	234800.5587
2417	234795.6298
2418	234789.8069
2419	234784.1258
2420	234773.6463
2421	234769.5828
2422	234764.2453
2423	234759.8133
2424	234753.6792
2425	234748.9779
2426	234743.048
2427	234737.2217
2428	234734.444
2429	234728.6484
2430	234723.665
2431	234719.4659
2432	234712.8117
2433	234709.1718
2434	234704.2137
2435	234699.0174
2436	234693.0195
2437	234688.1102
2438	234681.7112
2439	234675.6624
2440	234671.3303
2441	234664.9239
2442	234659.7489
2443	234652.0615
2444	234646.9656
2445	234640.4556
2446	234634.464
2447	234626.5616
2448	234619.9024
2449	234614.1322
2450	234611.308
2451	234605.4139
2452	234599.0356
2453	234591.5785
2454	234585.3045
2455	234579.8778
2456	234576.1448
2457	234572.0231
2458	234566.8525
2459	234560.4075
2460	234554.2175
2461	234548.6071
2462	234543.7961
2463	234537.6912
2464	234532.6154
2465	234526.7227
2466	234522.5661
2467	234516.6236
2468	234510.8977
2469	234504.6779
2470	234498.7171
2471	234492.067
2472	234487.4899
2473	234482.7349
2474	234475.5305
2475	234470.8079
2476	234463.3367
2477	234458.9019
2478	234452.4252
2479	234445.9839
2480	234438.8592
2481	234434.5109
2482	234428.4325
2483	234422.8315
2484	234417.8421
2485	234412.6284
2486	234405.2479
2487	234399.5787
2488	234394.7338
2489	234389.2139
2490	234384.8128
2491	234379.5647
2492	234375.7312
2493	234367.8047
2494	234363.729
2495	234359.2319
2496	234356.4586
2497	234350.5696
2498	234346.1192
2499	234341.8002
2500	234335.8867
2501	234329.8371
2502	234322.9289
2503	234317.5286
2504	234313.8109
2505	234307.9594
2506	234299.2439
2507	234293.101
2508	234288.7453
2509	234283.3621
2510	234276.8525
2511	234272.5265
2512	234267.6253
2513	234262.6186
2514	234257.794
2515	234250.3999
2516	234244.7876
2517	234240.6968
2518	234232.5855
2519	234227.305
2520	234221.7485
2521	234215.8521
2522	234211.1582
2523	234205.2358
2524	234198.5666
2525	234193.4752
2526	234184.3714
2527	234179.9042
2528	234173.5875
2529	234167.7652
2530	234161.019
2531	234153.7549
2532	234149.4301
2533	234144.1325
2534	234138.8842
2535	234133.3658
2536	234129.4047
2537	234123.791
2538	234117.0578
2539	234111.8014
2540	234106.0991
2541	234100.893
2542	234095.8101
2543	234091.1255
2544	234084.7797
2545	234080.657
2546	234073.7735
2547	234068.1463
2548	234061.536
2549	234057.0966
2550	234050.564
2551	234044.7166
2552	234040.5032
2553	234038.0821
2554	234034.4929
2555	234029.3464
2556	234022.7949
2557	234017.5822
2558	234012.1575
2559	234007.9798
2560	234002.364
2561	233997.8635
2562	233992.9988
2563	233987.8951
2564	233984.7362
2565	233978.6946
2566	233974.6235
2567	233968.4249
2568	233962.3102
2569	233958.3232
2570	233955.5552
2571	233952.1643
2572	233948.6233
2573	233944.0031
2574	233939.8706
2575	233934.3777
2576	233930.1145
2577	233925.4197
2578	233917.5112
2579	233915.1394
2580	233910.0929
2581	233906.1938
2582	233902.5809
2583	233897.2513
2584	233894.7539
2585	233888.7953
2586	233882.2295
2587	233878.4521
2588	233874.1871
2589	233867.4661
2590	233862.2463
2591	233857.4539
2592	233852.5635
2593	233845.9444
2594	233840.6275
2595	233835.8978
2596	233827.6869
2597	233822.9823
2598	233819.7352
2599	233813.6858
2600	233808.2266
2601	233803.5629
2602	233798.7481
2603	233793.7728
2604	233787.9774
2605	233782.4634
2606	233777.6794
2607	233772.4412
2608	233767.1255
2609	233762.7451
2610	233756.1997
2611	233750.1508
2612	233745.3427
2613	233739.7122
2614	233732.2391
2615	233726.4194
2616	233722.687
2617	233717.8072
2618	233712.9688
2619	233707.0504
2620	233701.836
2621	233696.5507
2622	233690.336
2623	233684.2124
2624	233680.8185
2625	233671.8574
2626	233666.8209
2627	233661.3258
2628	233655.063
2629	233651.1174
2630	233647.2845
2631	233639.7575
2632	233634.4755
2633	233628.5846
2634	233626.172
2635	233622.3538
2636	233617.3903
2637	233612.8008
2638	233609.0991
2639	233604.3342
2640	233599.3811
2641	233595.047
2642	233591.7516
2643	233587.3006
2644	233584.4822
2645	233579.4225
2646	233574.9686
2647	233571.6634
2648	233566.519
2649	233562.4668
2650	233558.4788
2651	233551.4097
2652	233547.3238
2653	233541.3799
2654	233535.4846
2655	233529.3196
2656	233523.1744
2657	233519.4521
2658	233516.0371
2659	233510.466
2660	233503.6066
2661	233498.2124
2662	233494.7817
2663	233490.5914
2664	233485.893
2665	233480.2114
2666	233478.1782
2667	233472.9035
2668	233467.571
2669	233462.8063
2670	233456.5838
2671	233452.5023
2672	233443.9985
2673	233441.7617
2674	233435.756
2675	233432.6651
2676	233428.7302
2677	233421.624
2678	233418.0644
2679	233415.1044
2680	233410.0237
2681	233405.1221
2682	233401.0842
2683	233396.6782
2684	233392.9906
2685	233387.5268
2686	233383.8168
2687	233379.6439
2688	233375.2126
2689	233371.2883
2690	233366.0666
2691	233359.7379
2692	233355.7214
2693	233350.6688
2694	233346.3866
2695	233339.2247
2696	233335.2994
2697	233328.9091
2698	233323.7962
2699	233318.7865
2700	233313.3568
2701	233308.4243
2702	233303.5372
2703	233297.8457
2704	233292.6059
2705	233286.2353
2706	233280.7942
2707	233276.6333
2708	233272.3858
2709	233266.4999
2710	233261.7914
2711	233258.456
2712	233254.6731
2713	233248.6364
2714	233244.7053
2715	233241.1735
2716	233236.1993
2717	233230.8498
2718	233224.7507
2719	233219.5059
2720	233214.8253
2721	233210.9601
2722	233207.1122
2723	233201.7849
2724	233194.5378
2725	233188.2853
2726	233184.5095
2727	233179.6781
2728	233175.5963
2729	233170.1338
2730	233163.6631
2731	233158.5825
2732	233154.1562
2733	233149.3364
2734	233141.5907
2735	233138.0385
2736	233134.9628
2737	233131.5254
2738	233126.6822
2739	233121.9344
2740	233116.8246
2741	233111.1594
2742	233105.4431
2743	233101.1512
2744	233098.2298
2745	233093.5398
2746	233088.8748
2747	233084.7408
2748	233082.1398
2749	233076.7793
2750	233071.189
2751	233067.0748
2752	233061.0034
2753	233057.0144
2754	233053.406
2755	233048.9175
2756	233041.9142
2757	233037.5242
2758	233033.3821
2759	233030.4364
2760	233025.3129
2761	233020.8976
2762	233016.1263
2763	233009.5916
2764	233004.6511
2765	232998.6325
2766	232995.6273
2767	232992.9617
2768	232989.7942
2769	232985.2495
2770	232980.7331
2771	232976.1047
2772	232971.881
2773	232967.7772
2774	232963.1991
2775	232957.8572
2776	232953.6566
2777	232948.4703
2778	232943.9129
2779	232940.1449
2780	232934.6294
2781	232928.0592
2782	232923.2867
2783	232917.1239
2784	232914.8973
2785	232909.7643
2786	232905.1875
2787	232900.6707
2788	232895.2168
2789	232890.9063
2790	232885.9368
2791	232879.8488
2792	232875.7938
2793	232873.017
2794	232867.7019
2795	232863.3037
2796	232857.7083
2797	232852.8027
2798	232848.8844
2799	232844.0909
2800	232840.7514
2801	232836.0428
2802	232830.4793
2803	232824.8871
2804	232820.5503
2805	232816.841
2806	232813.492
2807	232807.789
2808	232802.83
2809	232798.5645
2810	232794.9975
2811	232790.4484
2812	232785.4216
2813	232780.9923
2814	232777.1518
2815	232773.957
2816	232768.6635
2817	232764.3322
2818	232759.7408
2819	232755.5755
2820	232750.8446
2821	232747.3886
2822	232743.3314
2823	232738.0265
2824	232735.0864
2825	232730.2147
2826	232724.6747
2827	232720.3357
2828	232715.5911
2829	232709.8076
2830	232702.5389
2831	232697.8161
2832	232693.7284
2833	232689.0627
2834	232685.2077
2835	232680.2264
2836	232677.0038
2837	232670.2196
2838	232666.34
2839	232663.6391
2840	232657.2013
2841	232650.6362
2842	232645.4712
2843	232640.6239
2844	232636.7128
2845	232631.8495
2846	232627.3379
2847	232623.8319
2848	232619.8206
2849	232615.5246
2850	232609.9563
2851	232604.9962
2852	232601.3625
2853	232597.7739
2854	232591.7529
2855	232587.413
2856	232582.4103
2857	232576.9768
2858	232571.4609
2859	232564.3397
2860	232559.025
2861	232554.5764
2862	232549.4126
2863	232545.2902
2864	232540.1003
2865	232535.1814
2866	232528.3905
2867	232521.7678
2868	232517.0041
2869	232512.4392
2870	232508.5409
2871	232501.8169
2872	232497.6628
2873	232491.9039
2874	232486.82
2875	232483.2254
2876	232480.2682
2877	232477.4365
2878	232473.6395
2879	232468.4584
2880	232463.2416
2881	232459.3454
2882	232456.5371
2883	232451.0324
2884	232447.3809
2885	232443.8877
2886	232439.3635
2887	232434.985
2888	232429.2712
2889	232424.9554
2890	232419.6948
2891	232415.5123
2892	232411.135
2893	232407.4388
2894	232404.8466
2895	232400.7738
2896	232395.886
2897	232391.3227
2898	232387.2501
2899	232384.2804
2900	232379.8646
2901	232373.0928
2902	232369.2949
2903	232364.9744
2904	232360.2323
2905	232353.7074
2906	232350.7891
2907	232346.7
2908	232344.138
2909	232339.6988
2910	232334.9514
2911	232331.2079
2912	232327.3652
2913	232320.8579
2914	232318.2774
2915	232313.5235
2916	232309.7021
2917	232304.8146
2918	232299.4772
2919	232294.7209
2920	232291.6054
2921	232288.9546
2922	232287.848
2923	232284.4975
2924	232279.851
2925	232274.6031
2926	232268.2312
2927	232263.6414
2928	232259.9614
2929	232254.9766
2930	232251.27
2931	232247.6453
2932	232243.5384
2933	232238.3328
2934	232235.342
2935	232230.3345
2936	232223.6712
2937	232218.0849
2938	232213.1917
2939	232208.6584
2940	232203.9909
2941	232199.3411
2942	232194.2695
2943	232190.0922
2944	232185.9846
2945	232181.9903
2946	232177.9873
2947	232170.7077
2948	232165.7739
2949	232157.7943
2950	232152.3095
2951	232148.7398
2952	232144.9292
2953	232141.1306
2954	232137.5254
2955	232133.4025
2956	232129.8723
2957	232123.5825
2958	232119.5769
2959	232116.2971
2960	232112.1104
2961	232106.7118
2962	232102.269
2963	232098.5049
2964	232093.8218
2965	232087.866
2966	232083.7645
2967	232079.5472
2968	232077.3779
2969	232072.0413
2970	232068.5308
2971	232063.6464
2972	232060.6145
2973	232054.8935
2974	232050.4095
2975	232047.5949
2976	232042.3469
2977	232038.9477
2978	232032.9093
2979	232027.6558
2980	232021.6308
2981	232016.8715
2982	232013.7272
2983	232009.9116
2984	232005.7891
2985	232000.6553
2986	231996.5792
2987	231990.9694
2988	231986.2992
2989	231981.4044
2990	231977.3041
2991	231972.9145
2992	231967.4978
2993	231963.503
2994	231956.3987
2995	231952.4018
2996	231949.5897
2997	231945.0901
2998	231941.5563
2999	231937.2156
3000	231932.0749
3001	231927.6705
3002	231923.3716
3003	231918.4388
3004	231914.5283
3005	231911.1418
3006	231907.0928
3007	231903.6841
3008	231900.2387
3009	231895.7056
3010	231891.8118
3011	231887.1392
3012	231883.8609
3013	231879.1815
3014	231874.6335
3015	231871.7532
3016	231864.4326
3017	231860.818
3018	231856.8386
3019	231852.1542
3020	231847.4948
3021	231843.7861
3022	231840.6833
3023	231835.5964
3024	231830.8004
3025	231827.2144
3026	231824.3937
3027	231820.794
3028	231815.6607
3029	231809.7875
3030	231805.9951
3031	231800.8316
3032	231796.8176
3033	231793.9155
3034	231789.6721
3035	231785.477
3036	231780.6172
3037	231775.339
3038	231770.7326
3039	231765.3835
3040	231762.2544
3041	231758.0637
3042	231754.0038
3043	231750.69
3044	231746.6814
3045	231742.2582
3046	231738.3828
3047	231735.8669
3048	231729.9748
3049	231726.3277
3050	231722.6658
3051	231717.4003
3052	231713.7128
3053	231710.9583
3054	231706.3746
3055	231704.2463
3056	231700.9646
3057	231697.6496
3058	231692.7794
3059	231689.404
3060	231682.9932
3061	231677.6694
3062	231672.5968
3063	231669.2661
3064	231664.2473
3065	231660.7072
3066	231656.6894
3067	231652.8605
3068	231647.6193
3069	231643.4641
3070	231639.0039
3071	231635.0343
3072	231630.07
3073	231625.4795
3074	231621.4767
3075	231618.6997
3076	231614.6355
3077	231609.5563
3078	231606.5575
3079	231602.7284
3080	231598.4355
3081	231595.7459
3082	231593.0145
3083	231588.184
3084	231584.4603
3085	231582.4841
3086	231578.8052
3087	231575.1952
3088	231571.4882
3089	231567.6485
3090	231563.8908
3091	231558.7935
3092	231555.7914
3093	231550.8899
3094	231546.3639
3095	231543.4662
3096	231539.9464
3097	231534.9566
3098	231531.0831
3099	231526.6339
3100	231520.4898
3101	231516.1673
3102	231512.2432
3103	231508.3822
3104	231503.9487
3105	231499.7421
3106	231496.6197
3107	231493.5209
3108	231489.4149
3109	231485.8212
3110	231480.804
3111	231475.8619
3112	231472.4816
3113	231469.8575
3114	231464.912
3115	231464.5441
3116	231460.5013
3117	231457.896
3118	231454.6176
3119	231449.799
3120	231445.2747
3121	231441.2769
3122	231437.6915
3123	231434.7507
3124	231431.4116
3125	231426.7281
3126	231422.7991
3127	231418.7457
3128	231414.324
3129	231410.9444
3130	231407.2688
3131	231401.973
3132	231397.8478
3133	231394.7158
3134	231390.5259
3135	231388.2601
3136	231384.3414
3137	231379.6413
3138	231376.6413
3139	231371.834
3140	231368.0425
3141	231364.3594
3142	231361.2773
3143	231357.6208
3144	231352.9229
3145	231348.2607
3146	231345.0273
3147	231341.936
3148	231337.2316
3149	231333.3518
3150	231330.0436
3151	231326.326
3152	231322.761
3153	231317.9479
3154	231314.5589
3155	231309.3653
3156	231305.2992
3157	231303.0173
3158	231299.824
3159	231294.9094
3160	231291.7154
3161	231287.0512
3162	231280.3364
3163	231275.9689
3164	231273.3003
3165	231267.8229
3166	231263.3158
3167	231260.0781
3168	231254.5418
3169	231252.1886
3170	231248.6796
3171	231247.3783
3172	231243.8855
3173	231240.0761
3174	231234.8417
3175	231230.4506
3176	231227.7416
3177	231224.8577
3178	231219.5068
3179	231215.292
3180	231211.1807
3181	231208.3646
3182	231205.2973
3183	231202.1047
3184	231198.1295
3185	231196.7114
3186	231192.584
3187	231189.2085
3188	231185.1212
3189	231181.8543
3190	231177.2081
3191	231173.3986
3192	231168.3275
3193	231164.2957
3194	231160.5778
3195	231157.825
3196	231153.5971
3197	231149.6958
3198	231145.8242
3199	231141.4812
3200	231137.2556
3201	231131.8811
3202	231128.7477
3203	231125.3362
3204	231121.8256
3205	231117.218
3206	231112.7601
3207	231109.8522
3208	231107.2383
3209	231103.5722
3210	231099.8668
3211	231095.4837
3212	231089.5188
3213	231086.551
3214	231081.9115
3215	231078.7472
3216	231075.972
3217	231073.1565
3218	231068.9404
3219	231064.4383
3220	231061.3859
3221	231057.1479
3222	231051.9867
3223	231048.6251
3224	231043.0108
3225	231039.9822
3226	231035.905
3227	231034.9147
3228	231031.331
3229	231028.9726
3230	231024.8048
3231	231021.7496
3232	231018.3253
3233	231013.7626
3234	231008.4232
3235	231003.3824
3236	230998.6083
3237	230994.0533
3238	230988.9475
3239	230984.1674
3240	230980.6236
3241	230976.5675
3242	230973.2085
3243	230968.4811
3244	230965.1449
3245	230964.1883
3246	230961.5129
3247	230958.5077
3248	230954.0243
3249	230950.9224
3250	230946.6319
3251	230944.1065
3252	230942.2885
3253	230938.8747
3254	230935.504
3255	230931.0036
