iter	RMSE
1070	247587.5583
1071	247572.8414
1072	247556.9451
1073	247539.9808
1074	247523.6135
1075	247507.3409
1076	247491.5001
1077	247475.7654
1078	247458.6275
1079	247447.4195
1080	247432.4619
1081	247415.8969
1082	247401.4294
1083	247381.39
1084	247365.2195
1085	247347.5272
1086	247330.5864
1087	247314.5972
1088	247303.6018
1089	247287.367
1090	247270.9333
1091	247254.5079
1092	247239.0622
1093	247223.2631
1094	247208.7854
1095	247191.3415
1096	247173.3969
1097	247159.2305
1098	247144.2485
1099	247128.4676
1100	247111.7409
1101	247100.441
1102	247083.8628
1103	247067.2599
1104	247051.8228
1105	247035.0054
1106	247019.9319
1107	247004.8412
1108	246990.1934
1109	246975.1245
1110	246960.7266
1111	246944.6467
1112	246927.7224
1113	246915.8287
1114	246898.7262
1115	246882.6167
1116	246866.2834
1117	246849.4697
1118	246834.4802
1119	246820.9011
1120	246806.3508
1121	246792.9522
1122	246776.983
1123	246761.9857
1124	246749.2978
1125	246733.7134
1126	246719.8706
1127	246705.5873
1128	246692.9159
1129	246678.9925
1130	246662.9986
1131	246647.3449
1132	246629.8096
1133	246614.2735
1134	246602.5124
1135	246584.2074
1136	246570.3185
1137	246554.4328
1138	246535.7877
1139	246518.5809
1140	246505.7093
1141	246491.1563
1142	246477.6721
1143	246463.64
1144	246449.8708
1145	246433.932
1146	246419.8846
1147	246404.7645
1148	246392.179
1149	246378.9564
1150	246365.937
1151	246353.7043
1152	246338.9154
1153	246323.7363
1154	246306.1871
1155	246291.6809
1156	246276.1689
1157	246263.9918
1158	246247.8861
1159	246233.2682
1160	246215.4977
1161	246203.2796
1162	246193.1216
1163	246179.2967
1164	246164.1136
1165	246149.6505
1166	246132.8828
1167	246127.5721
1168	246111.0542
1169	246095.2403
1170	246083.5663
1171	246067.8385
1172	246051.0002
1173	246037.3613
1174	246022.9849
1175	246012.5272
1176	245997.8125
1177	245981.7341
1178	245967.95
1179	245953.7839
1180	245938.4491
1181	245924.3428
1182	245907.8619
1183	245891.3216
1184	245877.148
1185	245864.6163
1186	245850.667
1187	245836.7967
1188	245819.8501
1189	245805.4603
1190	245789.324
1191	245774.7923
1192	245759.2673
1193	245743.881
1194	245730.9823
1195	245714.4516
1196	245700.526
1197	245686.6528
1198	245673.6604
1199	245660.7752
1200	245648.9741
1201	245634.6479
1202	245622.6685
1203	245610.6272
1204	245599.9718
1205	245590.8985
1206	245575.1078
1207	245560.5171
1208	245545.1654
1209	245532.3827
1210	245513.7414
1211	245498.303
1212	245486.1757
1213	245469.337
1214	245453.8959
1215	245439.0181
1216	245426.3353
1217	245411.5296
1218	245395.6692
1219	245382.9104
1220	245369.9963
1221	245358.2281
1222	245345.5256
1223	245331.6059
1224	245318.0168
1225	245303.4742
1226	245290.9613
1227	245279.9005
1228	245267.8687
1229	245252.3903
1230	245242.5169
1231	245226.0028
1232	245211.5655
1233	245199.4186
1234	245186.6433
1235	245173.636
1236	245159.7379
1237	245143.7493
1238	245129.9152
1239	245116.9766
1240	245106.0657
1241	245091.4856
1242	245077.1764
1243	245063.3676
1244	245048.2879
1245	245033.4659
1246	245019.5755
1247	245005.138
1248	244990.0536
1249	244976.617
1250	244961.9322
1251	244948.3432
1252	244932.7671
1253	244922.5065
1254	244909.1623
1255	244895.4932
1256	244880.2432
1257	244866.5053
1258	244856.1297
1259	244842.6374
1260	244831.2877
1261	244818.615
1262	244807.3379
1263	244795.9022
1264	244782.8576
1265	244768.4545
1266	244753.9059
1267	244740.147
1268	244727.5205
1269	244709.9516
1270	244694.879
1271	244679.6459
1272	244666.5998
1273	244653.8339
1274	244639.4814
1275	244625.4386
1276	244612.7438
1277	244599.2898
1278	244584.392
1279	244571.9467
1280	244560.7412
1281	244548.8326
1282	244534.2642
1283	244522.0198
1284	244512.6784
1285	244499.5832
1286	244485.7073
1287	244472.0775
1288	244458.8067
1289	244446.2489
1290	244433.9737
1291	244418.131
1292	244405.2593
1293	244390.1694
1294	244377.6406
1295	244363.3519
1296	244349.9954
1297	244341.9602
1298	244333.4196
1299	244320.5794
1300	244307.3227
1301	244294.1135
1302	244282.9827
1303	244270.5291
1304	244253.933
1305	244241.2386
1306	244232.6421
1307	244221.2512
1308	244209.4775
1309	244193.2321
1310	244181.1033
1311	244167.3363
1312	244153.6079
1313	244140.8465
1314	244126.1386
1315	244115.339
1316	244102.9808
1317	244090.3549
1318	244079.8145
1319	244068.7665
1320	244056.8471
1321	244043.972
1322	244032.8261
1323	244022.5112
1324	244010.8596
1325	243996.4956
1326	243983.6485
1327	243971.3849
1328	243958.7725
1329	243945.9821
1330	243931.0863
1331	243918.0641
1332	243905.4537
1333	243894.711
1334	243883.2374
1335	243872.8748
1336	243859.1005
1337	243848.0216
1338	243834.7988
1339	243823.5654
1340	243812.0981
1341	243799.7828
1342	243787.8369
1343	243776.8295
1344	243763.8104
1345	243752.9488
1346	243742.0127
1347	243729.9673
1348	243716.4691
1349	243701.1789
1350	243688.5732
1351	243676.8353
1352	243664.5366
1353	243651.8182
1354	243638.4167
1355	243627.4848
1356	243614.0347
1357	243600.1398
1358	243587.5041
1359	243574.6512
1360	243563.328
1361	243549.7309
1362	243536.1611
1363	243522.625
1364	243507.3974
1365	243494.3011
1366	243482.2579
1367	243472.4389
1368	243458.2141
1369	243444.5986
1370	243432.9102
1371	243420.5858
1372	243408.1817
1373	243396.45
1374	243383.4527
1375	243371.3389
1376	243359.903
1377	243351.2243
1378	243339.9575
1379	243324.5229
1380	243312.038
1381	243299.7661
1382	243289.5819
1383	243278.3965
1384	243267.7489
1385	243253.5286
1386	243241.417
1387	243229.1823
1388	243216.5365
1389	243205.4639
1390	243193.2412
1391	243181.752
1392	243171.8178
1393	243160.3525
1394	243148.5049
1395	243136.9092
1396	243123.3816
1397	243114.5135
1398	243101.6415
1399	243088.9403
1400	243077.7104
1401	243066.3293
1402	243056.2142
1403	243045.4775
1404	243032.7581
1405	243019.834
1406	243007.0929
1407	242996.5974
1408	242986.2845
1409	242976.1976
1410	242966.4308
1411	242957.4046
1412	242947.3553
1413	242933.673
1414	242922.5667
1415	242911.6129
1416	242901.9887
1417	242890.342
1418	242876.1521
1419	242863.0694
1420	242848.471
1421	242836.3849
1422	242826.0905
1423	242813.8278
1424	242802.844
1425	242792.8041
1426	242780.8279
1427	242770.527
1428	242758.488
1429	242745.6622
1430	242735.1647
1431	242724.7394
1432	242715.3575
1433	242704.2442
1434	242694.575
1435	242683.8559
1436	242672.2314
1437	242659.6164
1438	242648.7986
1439	242635.2727
1440	242622.9138
1441	242610.9299
1442	242598.1871
1443	242587.6135
1444	242577.0709
1445	242565.0685
1446	242553.1376
1447	242538.8262
1448	242526.5516
1449	242515.7668
1450	242504.0075
1451	242492.7319
1452	242480.5549
1453	242470.294
1454	242459.0212
1455	242446.8901
1456	242436.7552
1457	242424.7808
1458	242414.2855
1459	242404.9045
1460	242393.4615
1461	242385.3951
1462	242375.0456
1463	242365.2232
1464	242353.1163
1465	242345.0162
1466	242336.7599
1467	242325.2145
1468	242313.4881
1469	242301.0003
1470	242289.7639
1471	242277.3594
1472	242265.3901
1473	242253.7785
1474	242243.634
1475	242236.0049
1476	242223.5387
1477	242211.4002
1478	242197.4688
1479	242185.1578
1480	242174.2594
1481	242163.2479
1482	242152.0997
1483	242141.5275
1484	242129.6388
1485	242118.8716
1486	242109.2405
1487	242098.757
1488	242089.2662
1489	242081.446
1490	242073.6217
1491	242063.443
1492	242052.3432
1493	242041.4506
1494	242032.9752
1495	242021.3352
1496	242011.3962
1497	242001.2004
1498	241989.7473
1499	241980.3902
1500	241971.611
1501	241959.3807
1502	241947.4855
1503	241935.7061
1504	241927.6514
1505	241913.8609
1506	241901.2083
1507	241889.0735
1508	241879.3752
1509	241864.3084
1510	241856.393
1511	241847.5422
1512	241837.0231
1513	241824.7069
1514	241818.4187
1515	241805.932
1516	241795.5766
1517	241785.202
1518	241775.736
1519	241767.1261
1520	241756.3932
1521	241743.4584
1522	241734.0187
1523	241722.7657
1524	241712.0026
1525	241701.796
1526	241692.2571
1527	241681.2965
1528	241670.561
1529	241659.7109
1530	241645.7924
1531	241634.4154
1532	241624.6725
1533	241614.2788
1534	241602.362
1535	241594.7968
1536	241584.1631
1537	241572.917
1538	241563.0066
1539	241551.1961
1540	241541.3095
1541	241529.4258
1542	241521.5214
1543	241510.557
1544	241497.7572
1545	241487.814
1546	241476.9053
1547	241464.1317
1548	241455.2112
1549	241442.4474
1550	241433.1316
1551	241423.418
1552	241410.6808
1553	241400.4699
1554	241394.5466
1555	241383.4937
1556	241368.5678
1557	241357.7269
1558	241347.7423
1559	241339.0422
1560	241325.647
1561	241311.9416
1562	241299.7165
1563	241287.346
1564	241276.5406
1565	241265.2543
1566	241253.9106
1567	241242.4714
1568	241230.5025
1569	241221.3076
1570	241212.0142
1571	241202.0995
1572	241195.1664
1573	241183.7778
1574	241172.3998
1575	241165.0301
1576	241154.6145
1577	241143.6697
1578	241133.5384
1579	241121.0421
1580	241111.8202
1581	241102.3728
1582	241092.3183
1583	241083.6247
1584	241068.9986
1585	241057.0008
1586	241048.3168
1587	241041.5028
1588	241033.3993
1589	241027.441
1590	241014.228
1591	241003.3026
1592	240993.9142
1593	240984.7243
1594	240975.1042
1595	240964.9583
1596	240952.3705
1597	240940.5603
1598	240931.7643
1599	240921.6748
1600	240911.7744
1601	240901.7902
1602	240894.1997
1603	240880.8986
1604	240871.3977
1605	240859.0027
1606	240849.1207
1607	240838.4141
1608	240828.9531
1609	240821.4795
1610	240815.5416
1611	240803.7901
1612	240793.769
1613	240783.8746
1614	240771.9088
1615	240761.1251
1616	240752.6997
1617	240741.8856
1618	240732.4578
1619	240721.3818
1620	240712.0684
1621	240702.4728
1622	240692.2776
1623	240681.6592
1624	240673.2719
1625	240662.4113
1626	240652.921
1627	240644.9633
1628	240634.1099
1629	240621.7766
1630	240611.2842
1631	240604.3084
1632	240597.0563
1633	240586.5284
1634	240579.4744
1635	240568.7969
1636	240559.3219
1637	240549.2559
1638	240538.2421
1639	240527.7292
1640	240518.6261
1641	240509.2059
1642	240502.1894
1643	240495.1784
1644	240485.4808
1645	240477.1045
1646	240467.7283
1647	240457.2617
1648	240446.3076
1649	240439.9599
1650	240429.5985
1651	240416.6327
1652	240406.8277
1653	240396.9337
1654	240386.6472
1655	240377.4853
1656	240367.9004
1657	240358.5877
1658	240350.7098
1659	240344.7187
1660	240333.3059
1661	240323.6279
1662	240315.3298
1663	240307.8118
1664	240298.3109
1665	240290.3797
1666	240280.3875
1667	240271.9729
1668	240261.8475
1669	240253.2097
1670	240244.1355
1671	240234.6489
1672	240226.0636
1673	240218.0921
1674	240208.4704
1675	240198.024
1676	240189.901
1677	240180.2763
1678	240170.6106
1679	240159.9939
1680	240151.6719
1681	240144.3689
1682	240136.4295
1683	240128.6299
