iter	Passed	Remaining
363	18718	495529
364	18761	495263
365	18808	495096
366	18876	495469
367	18936	495646
368	18973	495213
369	18999	494513
370	19035	494054
371	19096	494258
372	19158	494472
373	19184	493773
374	19303	495456
375	19343	495104
376	19390	494950
377	19479	495846
378	19534	495884
379	19605	496316
380	19669	496578
381	19708	496232
382	19785	496812
383	19831	496606
384	19907	497179
385	19954	496998
386	20001	496842
387	20036	496374
388	20103	496691
389	20131	496050
390	20173	495763
391	20206	495272
392	20242	494837
393	20285	494579
394	20330	494356
395	20357	493713
396	20390	493234
397	20417	492592
398	20443	491936
399	20505	492139
400	20534	491539
401	20576	491268
402	20631	491317
403	20660	490729
404	20688	490133
405	20750	490342
406	20810	490514
407	20908	491560
408	20962	491571
409	21027	491839
410	21082	491863
411	21128	491696
412	21155	491092
413	21210	491129
414	21264	491138
415	21302	490774
416	21342	490478
417	21381	490143
418	21437	490186
419	21483	490028
420	21557	490501
421	21604	490355
422	21672	490674
423	21710	490327
424	21740	489808
425	21819	490381
426	21945	491999
427	21992	491842
428	22037	491657
429	22098	491826
430	22151	491814
431	22190	491475
432	22221	490980
433	22276	491009
434	22324	490888
435	22371	490745
436	22416	490536
437	22472	490590
438	22516	490398
439	22566	490302
440	22644	490840
441	22691	490691
442	22737	490520
443	22852	491832
444	22950	492781
445	22988	492448
446	23036	492329
447	23100	492539
448	23195	493398
449	23225	492905
450	23263	492564
451	23304	492278
452	23367	492475
453	23463	493352
454	23544	493925
455	23589	493734
456	23666	494194
457	23702	493813
458	23793	494575
459	23902	495715
460	23971	496014
461	24004	495569
462	24067	495755
463	24126	495847
464	24187	495969
465	24217	495480
466	24259	495220
467	24353	496011
468	24447	496823
469	24505	496892
470	24550	496691
471	24580	496187
472	24611	495713
473	24658	495566
474	24728	495881
475	24769	495590
476	24817	495471
477	24852	495065
478	24887	494691
479	24926	494370
480	24989	494542
481	25051	494687
482	25080	494182
483	25125	493989
484	25170	493813
485	25204	493405
486	25232	492886
487	25279	492751
488	25420	494422
489	25522	495351
490	25610	495982
491	25650	495697
492	25698	495562
493	25736	495252
494	25783	495088
495	25827	494886
496	25874	494735
497	25922	494600
498	25985	494765
499	26020	494398
500	26046	493847
501	26123	494258
502	26153	493796
503	26260	494784
504	26311	494700
505	26378	494931
506	26422	494731
507	26477	494727
508	26569	495417
509	26628	495494
510	26673	495309
511	26718	495134
512	26749	494691
513	26780	494232
514	26870	494893
515	26919	494781
516	26956	494437
517	26999	494223
518	27037	493919
519	27107	494196
520	27152	494017
521	27198	493842
522	27228	493387
523	27274	493224
524	27349	493593
525	27378	493133
526	27439	493233
527	27487	493109
528	27525	492806
529	27564	492513
530	27629	492705
531	27732	493549
532	27767	493192
533	27846	493625
534	27884	493317
535	27911	492828
536	27956	492639
537	27998	492425
538	28028	491982
539	28066	491691
540	28122	491707
541	28182	491792
542	28268	492331
543	28308	492076
544	28379	492341
545	28433	492327
546	28468	491981
547	28528	492066
548	28573	491894
549	28650	492261
550	28704	492254
551	28743	491974
552	28788	491797
553	28849	491893
554	28927	492296
555	28976	492175
556	29047	492457
557	29140	493086
558	29227	493626
559	29284	493649
560	29352	493871
561	29396	493668
562	29424	493209
563	29471	493078
564	29510	492797
565	29549	492529
566	29605	492538
567	29645	492274
568	29690	492107
569	29777	492632
570	29834	492669
571	29865	492251
572	29897	491875
573	29963	492050
574	30007	491868
575	30070	491991
576	30118	491864
577	30184	492030
578	30223	491764
579	30271	491648
580	30351	492052
581	30457	492865
582	30536	493251
583	30601	493397
584	30644	493190
585	30673	492771
586	30703	492350
587	30749	492203
588	30791	491976
589	30889	492661
590	30963	492954
591	31008	492776
592	31128	493804
593	31179	493727
594	31207	493289
595	31233	492818
596	31268	492495
597	31298	492087
598	31322	491594
599	31361	491328
600	31417	491333
601	31485	491533
602	31540	491515
603	31571	491132
604	31598	490686
605	31660	490797
606	31692	490427
607	31720	489992
608	31753	489652
609	31816	489767
610	31875	489821
611	31929	489798
612	31973	489619
613	32006	489267
614	32054	489164
615	32095	488929
616	32128	488600
617	32173	488431
618	32237	488557
619	32320	488978
620	32364	488800
621	32404	488568
622	32435	488203
623	32472	487920
624	32534	488010
625	32567	487683
626	32618	487619
627	32646	487206
628	32705	487259
629	32736	486886
630	32816	487250
631	32864	487139
632	32919	487136
633	32959	486905
634	32991	486560
635	33023	486215
636	33062	485966
637	33116	485948
638	33163	485827
639	33214	485759
640	33256	485558
641	33317	485652
642	33366	485558
643	33401	485251
644	33444	485076
645	33489	484925
646	33553	485052
647	33582	484665
648	33614	484329
649	33667	484299
650	33696	483910
651	33739	483741
652	33803	483854
653	33865	483962
654	33933	484129
655	33978	483986
656	34016	483734
657	34061	483593
658	34105	483434
659	34136	483085
660	34185	482988
661	34232	482877
662	34287	482873
663	34363	483160
664	34411	483056
665	34449	482812
666	34506	482831
667	34545	482605
668	34578	482283
669	34604	481874
670	34681	482180
671	34752	482400
672	34799	482281
673	34837	482039
674	34877	481833
675	34931	481803
676	34969	481564
677	35014	481425
678	35083	481613
679	35123	481401
680	35194	481605
681	35256	481704
682	35296	481493
683	35345	481395
684	35391	481277
685	35423	480951
686	35468	480809
687	35504	480549
688	35545	480348
689	35576	480020
690	35625	479934
691	35655	479597
692	35705	479519
693	35764	479571
694	35819	479566
695	35867	479468
696	35943	479742
697	35981	479511
698	36034	479481
699	36094	479541
700	36135	479343
701	36165	479016
702	36217	478962
703	36292	479219
704	36371	479537
705	36409	479312
706	36458	479215
707	36506	479115
708	36560	479106
709	36599	478888
710	36653	478864
711	36693	478664
712	36747	478651
713	36795	478541
714	36833	478318
715	36893	478374
716	36939	478259
717	36985	478133
718	37030	478001
719	37089	478036
720	37128	477823
721	37166	477605
722	37227	477671
723	37275	477574
724	37317	477408
725	37362	477277
726	37411	477195
727	37445	476920
728	37480	476655
729	37508	476303
730	37534	475935
731	37572	475717
732	37615	475562
733	37667	475512
734	37726	475564
735	37754	475214
736	37794	475014
737	37856	475108
738	37899	474952
739	37944	474816
740	38009	474936
741	38036	474588
742	38089	474559
743	38158	474722
744	38235	474994
745	38281	474872
746	38313	474587
747	38356	474433
748	38437	474746
749	38500	474844
750	38596	475342
751	38655	475378
752	38741	475755
753	38827	476130
754	38893	476247
755	38949	476254
756	39039	476671
757	39098	476706
758	39138	476526
759	39225	476897
760	39310	477255
761	39364	477232
762	39418	477203
763	39456	476989
764	39497	476808
765	39584	477181
766	39632	477089
767	39691	477122
768	39745	477098
769	39804	477135
770	39914	477787
771	39992	478045
772	40100	478662
773	40155	478650
774	40217	478717
775	40272	478701
776	40335	478782
777	40375	478584
778	40403	478258
779	40484	478552
780	40512	478216
781	40594	478520
782	40659	478619
783	40696	478392
784	40741	478256
785	40818	478501
786	40877	478534
787	40953	478761
788	41013	478807
789	41124	479433
790	41163	479234
791	41242	479494
792	41291	479406
793	41318	479064
794	41388	479218
795	41460	479397
796	41520	479440
797	41580	479481
798	41643	479554
799	41690	479444
800	41716	479086
801	41759	478937
802	41805	478815
803	41845	478618
804	41872	478287
805	41927	478262
806	41985	478275
807	42039	478251
808	42065	477907
809	42110	477777
810	42145	477524
811	42191	477411
812	42230	477214
813	42254	476847
814	42308	476810
815	42361	476778
816	42402	476598
817	42466	476678
818	42512	476564
819	42592	476829
820	42622	476532
821	42676	476505
822	42716	476316
823	42752	476088
824	42815	476157
825	42899	476462
826	42955	476459
827	43062	477016
828	43108	476901
829	43138	476597
830	43186	476501
831	43246	476546
832	43304	476560
833	43344	476370
834	43389	476240
835	43459	476390
836	43499	476203
837	43562	476279
838	43648	476592
839	43708	476626
840	43747	476439
841	43776	476129
842	43856	476384
843	43934	476620
844	43974	476433
845	44022	476339
846	44061	476150
847	44098	475926
848	44169	476087
849	44235	476177
850	44284	476093
851	44344	476135
852	44427	476408
853	44488	476448
854	44532	476319
855	44579	476210
856	44649	476352
857	44681	476077
858	44744	476146
859	44786	475988
860	44830	475851
861	44911	476107
862	44943	475842
863	45023	476080
864	45072	476001
865	45121	475908
866	45170	475829
867	45271	476284
868	45321	476216
869	45383	476268
870	45427	476124
871	45477	476052
872	45509	475789
873	45606	476203
874	45645	476013
875	45682	475807
876	45731	475724
877	45761	475437
878	45800	475249
879	45864	475327
880	45914	475244
881	46008	475625
882	46125	476251
883	46192	476342
884	46315	477019
885	46370	476999
886	46410	476824
887	46437	476507
888	46467	476231
889	46508	476059
890	46561	476015
891	46651	476349
892	46699	476249
893	46738	476062
894	46785	475956
895	46849	476026
896	46960	476565
897	47028	476677
898	47123	477052
899	47170	476945
900	47225	476916
901	47271	476800
902	47333	476846
903	47451	477451
904	47523	477595
905	47569	477479
906	47649	477700
907	47713	477760
908	47791	477966
909	47885	478331
910	47924	478144
911	48011	478429
912	48075	478492
913	48142	478581
914	48205	478628
915	48277	478765
916	48415	479558
917	48495	479777
918	48555	479795
919	48652	480179
920	48696	480036
921	48765	480146
922	48843	480335
923	48946	480778
924	48996	480700
925	49027	480431
926	49068	480258
927	49120	480197
928	49159	480009
929	49197	479810
930	49254	479798
931	49301	479684
932	49371	479795
933	49411	479623
934	49442	479356
935	49497	479317
936	49537	479148
937	49569	478890
938	49617	478785
939	49665	478691
940	49750	478948
941	49778	478657
942	49837	478665
943	49917	478865
944	50058	479661
945	50111	479613
946	50207	479962
947	50350	480769
948	50391	480603
949	50453	480632
950	50515	480668
951	50544	480387
952	50578	480149
953	50618	479975
954	50676	479970
955	50728	479899
956	50863	480629
957	50910	480513
958	50974	480561
959	51005	480303
960	51060	480269
961	51121	480289
962	51209	480564
963	51333	481176
964	51412	481360
965	51495	481583
966	51558	481621
967	51650	481928
968	51686	481715
969	51716	481438
970	51785	481532
971	51825	481357
972	51852	481062
973	51921	481155
974	51973	481086
975	52061	481359
976	52136	481500
977	52192	481469
978	52271	481655
979	52325	481605
980	52403	481780
981	52466	481817
982	52492	481509
983	52554	481539
984	52626	481654
985	52682	481622
986	52729	481508
987	52798	481597
988	52837	481415
989	52870	481176
990	52925	481132
991	52970	481001
992	53012	480850
993	53064	480783
994	53128	480824
995	53175	480712
996	53207	480464
997	53254	480357
998	53311	480340
999	53340	480060
1000	53364	479751
1001	53420	479720
1002	53463	479569
1003	53527	479617
1004	53591	479659
1005	53647	479626
1006	53688	479462
1007	53756	479540
1008	53797	479375
1009	53878	479576
1010	53930	479509
1011	53977	479399
1012	54046	479486
1013	54071	479180
1014	54139	479253
1015	54213	479385
1016	54260	479275
1017	54312	479207
1018	54384	479319
1019	54435	479244
1020	54473	479057
1021	54535	479078
1022	54584	478984
1023	54661	479145
1024	54699	478957
1025	54738	478774
1026	54784	478656
1027	54840	478625
1028	54880	478453
1029	54929	478369
1030	54957	478091
1031	55019	478116
1032	55066	478008
1033	55112	477890
1034	55176	477930
1035	55237	477943
1036	55283	477826
1037	55331	477728
1038	55369	477542
1039	55399	477288
1040	55431	477054
1041	55460	476791
1042	55517	476772
1043	55627	477201
1044	55691	477245
1045	55759	477314
1046	55853	477611
1047	55943	477864
1048	56001	477853
1049	56090	478106
1050	56149	478099
1051	56204	478062
1052	56300	478363
1053	56401	478716
1054	56440	478543
1055	56499	478536
1056	56600	478883
1057	56662	478896
1058	56739	479042
1059	56798	479037
1060	56823	478743
1061	56910	478969
1062	56966	478933
1063	57036	479020
1064	57063	478740
1065	57173	479162
1066	57299	479715
1067	57337	479529
1068	57399	479542
1069	57424	479253
1070	57494	479339
1071	57566	479436
1072	57629	479456
1073	57676	479348
1074	57810	479959
1075	57880	480043
1076	58010	480620
1077	58116	481001
1078	58188	481091
1079	58263	481213
1080	58345	481388
1081	58415	481470
1082	58501	481676
1083	58557	481640
1084	58674	482105
1085	58753	482257
1086	58817	482278
1087	58886	482347
1088	58968	482520
1089	59048	482678
1090	59105	482646
1091	59195	482884
1092	59248	482821
1093	59335	483039
1094	59386	482955
1095	59430	482816
1096	59493	482838
1097	59538	482709
1098	59608	482778
1099	59685	482911
1100	59748	482925
1101	59807	482910
1102	59867	482903
1103	59954	483113
1104	60001	483000
1105	60090	483221
1106	60181	483461
1107	60333	484194
1108	60370	483994
1109	60431	483998
1110	60521	484227
1111	60549	483959
1112	60597	483856
1113	60645	483751
1114	60752	484112
1115	60807	484063
1116	60855	483953
1117	60934	484100
1118	61036	484415
1119	61161	484925
1120	61310	485617
1121	61383	485707
1122	61449	485742
1123	61554	486083
1124	61639	486270
1125	61702	486276
1126	61763	486273
1127	61839	486380
1128	61967	486907
1129	62041	486994
1130	62085	486857
1131	62170	487041
1132	62314	487682
1133	62384	487744
1134	62446	487742
1135	62562	488161
1136	62601	487980
1137	62711	488359
1138	62758	488239
1139	62813	488183
1140	62860	488067
1141	62908	487952
1142	62962	487888
1143	63124	488659
1144	63197	488747
1145	63251	488679
1146	63314	488684
1147	63342	488422
1148	63423	488566
1149	63502	488691
1150	63550	488581
1151	63620	488642
1152	63715	488893
1153	63783	488932
1154	63846	488938
1155	63954	489281
1156	64015	489272
1157	64093	489388
1158	64136	489243
1159	64219	489398
1160	64266	489276
1161	64361	489521
1162	64417	489472
1163	64491	489561
1164	64563	489627
1165	64650	489810
1166	64712	489811
1167	64761	489702
1168	64822	489692
1169	64897	489782
1170	64954	489740
1171	64997	489588
1172	65063	489612
1173	65126	489611
1174	65156	489368
1175	65199	489216
1176	65229	488974
1177	65325	489218
1178	65359	489005
1179	65437	489119
1180	65534	489370
1181	65636	489662
1182	65714	489775
1183	65767	489698
1184	65810	489555
1185	65878	489590
1186	65939	489571
1187	65977	489387
1188	66038	489375
1189	66136	489630
1190	66183	489512
1191	66229	489389
1192	66268	489212
1193	66346	489320
1194	66424	489428
1195	66476	489345
1196	66568	489560
1197	66637	489602
1198	66739	489889
1199	66794	489825
1200	66825	489590
1201	66914	489778
1202	66963	489671
1203	67030	489703
1204	67064	489486
1205	67150	489649
1206	67253	489945
1207	67280	489679
1208	67330	489577
1209	67371	489415
1210	67432	489399
1211	67482	489305
1212	67545	489301
1213	67589	489157
1214	67683	489379
1215	67714	489145
1216	67814	489414
1217	67924	489749
1218	68016	489955
1219	68087	490005
1220	68205	490401
1221	68300	490624
1222	68343	490478
1223	68427	490619
1224	68512	490775
1225	68628	491147
1226	68683	491085
1227	68730	490964
1228	68814	491110
1229	68921	491417
1230	68974	491340
1231	69077	491615
1232	69164	491777
1233	69190	491507
1234	69243	491430
1235	69289	491302
1236	69359	491347
1237	69413	491275
1238	69474	491258
1239	69554	491366
1240	69669	491728
1241	69748	491836
1242	69854	492127
1243	69947	492334
1244	70050	492602
1245	70181	493071
1246	70244	493060
1247	70299	492999
1248	70335	492799
1249	70384	492688
1250	70471	492849
1251	70526	492782
1252	70572	492659
1253	70626	492586
1254	70687	492559
1255	70750	492548
1256	70814	492547
1257	70883	492580
1258	71020	493085
1259	71057	492888
1260	71136	492993
1261	71163	492733
1262	71246	492861
1263	71288	492700
1264	71355	492718
1265	71440	492863
1266	71527	493015
1267	71590	493003
1268	71661	493049
1269	71699	492863
1270	71758	492825
1271	71786	492576
1272	71818	492350
1273	71935	492709
1274	71998	492698
1275	72059	492670
1276	72132	492726
1277	72187	492659
1278	72294	492945
1279	72361	492964
1280	72424	492952
1281	72514	493119
1282	72548	492914
1283	72605	492856
1284	72706	493103
1285	72753	492979
1286	72825	493027
1287	72870	492892
1288	72971	493134
1289	73064	493325
1290	73102	493147
1291	73167	493146
1292	73230	493133
1293	73256	492865
1294	73341	493000
1295	73404	492988
1296	73453	492878
1297	73544	493051
1298	73634	493220
1299	73719	493356
1300	73778	493311
1301	73809	493083
1302	73873	493077
1303	73970	493291
1304	74018	493170
1305	74081	493158
1306	74136	493091
1307	74231	493284
1308	74324	493469
1309	74408	493592
1310	74444	493400
1311	74521	493480
1312	74553	493259
1313	74608	493185
1314	74688	493286
1315	74718	493053
1316	74821	493300
1317	74848	493046
1318	74952	493302
1319	75023	493333
1320	75079	493273
1321	75176	493483
1322	75268	493654
1323	75334	493660
1324	75373	493485
1325	75436	493464
1326	75466	493235
1327	75545	493323
1328	75622	493395
1329	75674	493306
1330	75720	493178
1331	75761	493015
1332	75799	492838
1333	75870	492872
1334	75915	492742
1335	75968	492659
1336	76014	492528
1337	76087	492575
1338	76154	492589
1339	76243	492738
1340	76349	492995
1341	76436	493133
1342	76532	493330
1343	76602	493356
1344	76650	493243
1345	76717	493250
1346	76788	493279
1347	76887	493494
1348	76963	493562
1349	77019	493496
1350	77044	493230
1351	77092	493115
1352	77155	493099
1353	77193	492923
1354	77311	493252
1355	77359	493137
1356	77438	493223
1357	77501	493202
1358	77626	493579
1359	77730	493820
1360	77814	493929
1361	77898	494041
1362	77948	493941
1363	78002	493865
1364	78066	493849
1365	78192	494225
1366	78286	494403
1367	78404	494724
1368	78465	494694
1369	78565	494902
1370	78655	495054
1371	78731	495115
1372	78803	495149
1373	78872	495162
1374	78902	494933
1375	78964	494905
1376	79043	494980
1377	79099	494920
1378	79261	495516
1379	79343	495608
1380	79403	495565
1381	79471	495577
1382	79513	495420
1383	79584	495451
1384	79651	495449
1385	79713	495421
1386	79798	495531
1387	79899	495744
1388	79938	495574
1389	80063	495935
1390	80130	495932
1391	80200	495952
1392	80308	496205
1393	80338	495980
1394	80449	496248
1395	80568	496570
1396	80616	496450
1397	80685	496461
1398	80730	496327
1399	80840	496589
1400	80911	496613
1401	80940	496380
1402	80976	496189
1403	81023	496067
1404	81076	495981
1405	81121	495847
1406	81156	495649
1407	81238	495737
1408	81295	495678
1409	81428	496075
1410	81516	496203
1411	81578	496171
1412	81680	496384
1413	81821	496832
1414	81912	496974
1415	82019	497217
1416	82098	497283
1417	82176	497349
1418	82254	497409
1419	82348	497567
1420	82404	497499
1421	82473	497506
1422	82518	497374
1423	82677	497921
1424	82785	498165
1425	82888	498379
1426	82949	498335
1427	83018	498345
1428	83051	498132
1429	83125	498172
1430	83171	498038
1431	83247	498090
1432	83301	498007
1433	83334	497798
1434	83428	497955
1435	83583	498473
1436	83659	498521
1437	83706	498394
1438	83758	498302
1439	83821	498273
1440	83858	498086
1441	83894	497897
1442	83945	497795
1443	84008	497768
1444	84099	497905
1445	84170	497921
1446	84240	497935
1447	84333	498083
1448	84439	498305
1449	84562	498627
1450	84653	498764
1451	84769	499044
1452	84869	499227
1453	84962	499371
1454	85034	499395
1455	85112	499452
1456	85193	499523
1457	85240	499398
1458	85310	499411
1459	85429	499702
1460	85515	499805
1461	85556	499642
1462	85605	499532
1463	85728	499849
1464	85836	500079
1465	85931	500231
1466	85998	500222
1467	86054	500145
1468	86115	500102
1469	86154	499930
1470	86218	499902
1471	86297	499963
1472	86422	500289
1473	86540	500574
1474	86666	500901
1475	86769	501099
1476	86819	500989
1477	86879	500939
1478	86917	500760
1479	86964	500634
1480	87044	500699
1481	87103	500636
1482	87178	500671
1483	87232	500585
1484	87283	500483
1485	87368	500577
1486	87428	500520
1487	87489	500477
1488	87547	500417
1489	87622	500448
1490	87679	500380
1491	87734	500297
1492	87776	500144
1493	87819	499996
1494	87931	500240
1495	87991	500189
1496	88066	500222
1497	88130	500188
1498	88201	500199
1499	88258	500132
1500	88336	500179
1501	88421	500268
1502	88515	500411
1503	88636	500702
1504	88707	500709
1505	88769	500667
1506	88864	500810
1507	88991	501139
1508	89060	501133
1509	89105	500997
1510	89191	501091
1511	89268	501131
1512	89297	500903
1513	89357	500851
1514	89465	501065
1515	89529	501036
1516	89623	501168
1517	89669	501040
1518	89699	500820
1519	89750	500711
1520	89782	500503
1521	89818	500317
1522	89903	500402
1523	89963	500349
1524	90061	500505
1525	90129	500493
1526	90168	500328
1527	90253	500412
1528	90354	500581
1529	90413	500523
1530	90503	500637
1531	90588	500717
1532	90676	500822
1533	90754	500864
1534	90809	500781
1535	90841	500572
1536	90946	500768
1537	90975	500540
1538	91028	500451
1539	91118	500561
1540	91181	500519
1541	91268	500613
1542	91351	500687
1543	91409	500618
1544	91502	500747
1545	91555	500652
1546	91632	500690
1547	91670	500517
1548	91771	500685
1549	91873	500860
1550	91908	500665
1551	91984	500701
1552	92104	500969
1553	92167	500932
1554	92253	501016
1555	92291	500840
1556	92384	500967
1557	92424	500799
1558	92499	500825
1559	92633	501169
1560	92672	501002
1561	92724	500901
1562	92834	501117
1563	92928	501242
1564	92988	501187
1565	93053	501159
1566	93190	501513
1567	93289	501671
1568	93379	501775
1569	93414	501583
1570	93489	501605
1571	93572	501674
1572	93604	501463
1573	93723	501726
1574	93794	501728
1575	93850	501645
1576	93976	501942
1577	94021	501806
1578	94104	501869
1579	94151	501744
1580	94235	501816
1581	94305	501810
1582	94426	502077
1583	94536	502282
1584	94615	502325
1585	94712	502467
1586	94771	502400
1587	94821	502289
1588	94853	502084
1589	94926	502098
1590	95012	502173
1591	95091	502218
1592	95205	502444
1593	95235	502228
1594	95271	502042
1595	95346	502061
1596	95406	502004
1597	95536	502313
1598	95585	502196
1599	95630	502060
1600	95708	502094
1601	95777	502085
1602	95856	502127
1603	95901	501989
1604	95941	501824
1605	96007	501798
1606	96077	501791
1607	96113	501605
1608	96169	501527
1609	96213	501385
1610	96319	501566
1611	96384	501534
1612	96475	501635
1613	96544	501626
1614	96640	501751
1615	96748	501940
1616	96840	502049
1617	96895	501966
1618	97043	502358
1619	97105	502309
1620	97198	502422
1621	97276	502455
1622	97305	502235
1623	97353	502115
1624	97425	502114
1625	97533	502304
1626	97569	502119
1627	97601	501917
1628	97753	502329
1629	97794	502170
1630	97870	502191
1631	97931	502138
1632	98071	502486
1633	98193	502747
1634	98271	502775
1635	98336	502741
1636	98414	502772
1637	98525	502974
1638	98603	503005
1639	98635	502801
1640	98763	503088
1641	98853	503175
1642	98930	503204
1643	99031	503350
1644	99133	503501
1645	99199	503472
1646	99256	503394
1647	99306	503279
1648	99404	503411
1649	99461	503334
1650	99559	503466
1651	99622	503418
1652	99682	503354
1653	99805	503611
1654	99850	503473
1655	99903	503380
1656	100008	503541
1657	100059	503437
1658	100133	503445
1659	100248	503658
1660	100352	503817
1661	100493	504161
1662	100564	504152
1663	100672	504332
1664	100728	504246
1665	100802	504256
