,Platform,meta_score,meta_UserReview,Year,Publisher,Developer,vg_critic_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Action,Action-Adventure,Adventure,Board Game,Education,Fighting,MMO,Misc,Music,Party,Platform,Puzzle,Racing,Role-Playing,Sandbox,Shooter,Simulation,Sports,Strategy,Visual Novel
128,PS2,93.0,9.1,2006,Capcom  ,Clover Studio  ,9.4,0.11,0.03,0.15,0.34,0.63,1.2600000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,PS3,93.0,8.2,2007,Bethesda Softworks  ,4J Studios  ,9.3,1.69,0.86,0.14,0.44,3.12,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,X360,93.0,8.5,2008,Bethesda Softworks  ,Bethesda Game Studios  ,9.0,3.41,0.99,0.09,0.46,4.96,9.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,X360,93.0,7.9,2008,Microsoft Game Studios  ,Epic Games  ,9.4,4.15,1.91,0.06,0.64,6.75,13.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,PS2,93.0,8.4,2003,Konami  ,Konami Computer Entertainment Tokyo  ,,0.12,1.26,1.16,0.45,2.99,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,PS2,93.0,7.3,2002,Sega  ,Visual Concepts  ,,1.06,0.08,0.0,0.18,1.32,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,X360,93.0,6.0,2012,Electronic Arts  ,BioWare  ,,1.94,0.84,0.03,0.24,3.04,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,PS4,93.0,8.2,2015,Konami Digital Entertainment  ,Kojima Productions  ,,0.97,1.15,0.5,0.42,3.04,6.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,DC,93.0,8.9,2000,Sega  ,Overworks  ,9.2,0.0,0.0,0.09,0.0,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,Wii,93.0,8.1,2011,Nintendo  ,Nintendo EAD  ,9.4,2.03,1.18,0.37,0.39,3.96,7.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,X360,93.0,8.0,2010,MTV Games  ,Harmonix Music Systems  ,9.4,0.73,0.09,0.0,0.06,0.88,1.7599999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,DC,93.0,8.3,2000,Infogrames  ,Melbourne House Pty Ltd.  ,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,DC,93.0,7.2,2000,Sega  ,Visual Concepts  ,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,PS,93.0,9.2,1997,Konami  ,Konami Computer Entertainment Tokyo  ,9.3,0.58,0.4,0.21,0.08,1.27,2.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,PC,93.0,8.9,2020,Supergiant Games  ,Supergiant Games  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,PC,93.0,9.0,2003,LucasArts  ,BioWare Corp.  ,,0.01,0.11,0.0,0.02,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,PS2,93.0,8.7,2003,Sega  ,Sega-AM2  ,8.9,0.35,0.27,0.0,0.09,0.71,1.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,PS4,93.0,8.8,2016,Sony Interactive Entertainment  ,Naughty Dog  ,9.2,4.49,3.93,0.21,1.7,10.33,20.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,NS,93.0,8.6,2018,Nintendo  ,Bandai Namco Games  ,9.4,4.22,1.72,2.41,0.61,8.95,17.909999999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,PS3,93.0,5.8,2012,Electronic Arts  ,BioWare  ,,0.65,0.58,0.03,0.2,1.46,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,N64,93.0,9.0,2001,Nintendo  ,Intelligent Systems  ,9.1,0.58,0.18,0.59,0.02,1.38,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,XB,93.0,8.8,2005,Rockstar Games  ,Rockstar North  ,9.2,1.26,0.61,0.0,0.09,1.95,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,XOne,93.0,8.7,2019,Capcom  ,Capcom  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,PC,93.0,7.4,2004,Blizzard Entertainment  ,Blizzard Entertainment  ,9.2,0.12,6.24,0.0,0.0,6.35,12.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,PC,93.0,8.9,2005,Rockstar Games  ,Rockstar North  ,9.4,0.0,0.93,0.0,0.04,0.97,1.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,PS2,93.0,8.4,2004,Konami  ,Konami Computer Entertainment Tokyo  ,9.2,0.08,1.24,1.13,0.45,2.9,5.800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,DC,93.0,7.4,2001,Sega  ,Visual Concepts  ,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,PS2,92.0,8.7,2003,Namco  ,Namco  ,9.1,1.06,0.62,0.13,0.25,2.06,4.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,PS3,92.0,6.6,2011,Bethesda Softworks  ,Bethesda Game Studios  ,9.0,2.57,2.68,0.25,0.99,6.49,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157,XB,92.0,8.0,2003,Ubisoft  ,Ubisoft Montreal  ,9.0,0.57,0.33,0.0,0.04,0.94,1.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,PC,92.0,8.5,2007,Activision  ,Infinity Ward  ,9.3,0.0,1.12,0.0,0.03,1.15,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,XOne,92.0,8.2,2018,Microsoft Studios  ,Playground Games  ,9.2,0.74,0.95,0.01,0.15,1.84,3.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,PS3,92.0,8.8,2010,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,9.2,2.74,1.36,0.12,0.6,4.81,9.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,PS2,92.0,8.8,2001,EA Sports BIG   ,EA Canada  ,9.2,0.85,0.66,0.0,0.22,1.73,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,PS2,92.0,8.3,2001,EA Sports  ,EA Canada  ,,0.59,0.46,0.0,0.15,1.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,X360,92.0,8.1,2007,RedOctane  ,Harmonix Music Systems  ,9.2,2.01,0.02,0.0,0.17,2.21,4.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,PS2,92.0,8.8,2003,Ubisoft  ,Ubisoft Montreal  ,9.0,0.88,1.03,0.0,0.31,2.22,4.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,PS3,92.0,8.4,2011,Sony Computer Entertainment  ,Naughty Dog  ,9.3,2.77,2.81,0.19,1.06,6.84,13.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,X360,92.0,8.0,2007,MTV Games  ,Harmonix Music Systems  ,9.1,1.93,0.33,0.0,0.21,2.47,4.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,PS4,92.0,8.3,2015,Sony Computer Entertainment  ,thatgamecompany  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,PS4,92.0,8.8,2015,Sony Computer Entertainment  ,From Software  ,8.2,1.3,1.05,0.28,0.48,3.11,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,PC,92.0,9.2,2002,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,0.03,0.1,0.0,0.01,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,PC,92.0,7.9,2000,Maxis  ,Maxis  ,8.9,0.01,0.03,0.0,0.0,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,N64,92.0,9.1,1998,Nintendo  ,Rare Ltd.  ,9.3,1.87,1.13,0.55,0.1,3.65,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,PC,92.0,7.4,1997,Electronic Arts  ,Firaxis Games  ,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
173,NS,92.0,8.6,2018,Matt Makes Games Inc.  ,Matt Makes Games Inc.  ,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,Wii,92.0,7.2,2008,MTV Games  ,Harmonix Music Systems  ,9.0,0.93,0.01,0.0,0.08,1.02,2.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,XB,92.0,7.6,2005,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,0.52,0.51,0.0,0.02,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,XB,92.0,7.6,2003,EA Sports  ,EA Tiburon  ,,1.02,0.02,0.0,0.05,1.09,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,PS3,92.0,7.8,2010,Capcom  ,Capcom / Dimps Corporation  ,9.3,0.68,0.33,0.18,0.15,1.34,2.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,PC,92.0,6.9,2004,Konami  ,Konami Computer Entertainment Tokyo  ,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,GBA,92.0,8.9,2001,Nintendo  ,Intelligent Systems  ,9.4,0.5,0.19,0.0,0.01,0.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,PS,92.0,9.0,2000,Square EA  ,SquareSoft  ,9.3,0.3,0.2,0.3,0.06,0.87,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,PC,92.0,9.0,2008,Valve  ,Valve Corporation  ,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,PC,92.0,9.1,1999,Electronic Arts  ,Irrational Games / Looking Glass Studios  ,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,PC,92.0,8.7,2005,Ubisoft  ,Ubisoft Montreal  ,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,PS2,92.0,7.6,2006,Square Enix  ,Square Enix  ,9.4,1.88,0.0,2.33,1.74,5.95,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,PS4,92.0,7.1,2017,Toby Fox  ,Toby Fox  ,,0.0,0.0,0.01,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,PS4,92.0,9.2,2015,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,1.48,2.82,0.28,0.81,5.39,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,GBA,92.0,9.0,2002,Nintendo  ,Nintendo EAD  ,9.4,3.21,1.11,0.95,0.2,5.46,10.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,XB,92.0,8.1,2004,Sega  ,Visual Concepts  ,,1.54,0.02,0.0,0.07,1.63,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,XB,92.0,7.3,2002,EA Sports  ,EA Tiburon  ,,0.67,0.02,0.0,0.03,0.71,1.4300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,DC,92.0,8.4,2000,Sega  ,Hitmaker  ,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,PC,92.0,9.0,2004,Activision  ,The Creative Assembly  ,9.0,0.0,0.09,0.0,0.01,0.11,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,X360,92.0,8.1,2009,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,2.99,1.9,0.1,0.51,5.5,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,PC,92.0,7.9,2017,Capcom  ,Capcom  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,PC,92.0,8.4,2015,Toby Fox  ,Toby Fox  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195,X360,92.0,8.7,2009,Eidos Interactive  ,Rocksteady Studios  ,9.1,2.24,0.95,0.02,0.33,3.54,7.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,XB,92.0,8.3,2003,EA Sports BIG   ,EA Canada  ,,0.29,0.08,0.0,0.01,0.39,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,XB,92.0,8.8,2003,Namco  ,Namco  ,,0.78,0.18,0.03,0.0,1.0,1.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,PS,92.0,8.8,1999,Activision  ,Neversoft Entertainment  ,9.6,3.42,1.38,0.02,0.2,5.02,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,PC,92.0,9.0,1998,Eidos Interactive  ,Looking Glass Studios  ,9.3,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,3DS,92.0,9.0,2013,Nintendo  ,Intelligent Systems  ,9.0,0.9,0.5,0.56,0.14,2.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,PC,92.0,9.1,1999,Microsoft  ,Ensemble Studios  ,9.3,0.01,0.08,0.0,0.01,0.09,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,PS2,92.0,8.9,2001,Square  ,SquareSoft  ,9.0,2.91,2.07,2.73,0.33,8.05,16.090000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,X360,92.0,8.6,2012,Telltale Games  ,Telltale Games  ,,0.55,0.13,0.0,0.07,0.76,1.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,PC,92.0,8.8,1999,Electronic Arts  ,Firaxis Games  ,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,N64,92.0,8.3,1996,Nintendo  ,Nintendo EAD  ,9.2,1.98,0.58,0.34,0.04,2.94,5.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
206,PC,92.0,8.2,2008,Stardock  ,Stardock  ,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,WiiU,92.0,8.9,2014,Nintendo  ,Bandai Namco Games  ,9.2,2.68,1.15,0.85,0.39,5.07,10.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,PS2,92.0,8.5,2006,RedOctane  ,Harmonix Music Systems  ,9.2,3.81,0.63,0.0,0.68,5.12,10.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,PS,92.0,9.1,1997,Sony Computer Entertainment  ,SquareSoft  ,9.6,3.01,2.47,3.28,0.96,9.72,19.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,PS3,92.0,8.1,2007,MTV Games  ,Harmonix Music Systems  ,9.1,0.99,0.41,0.0,0.22,1.62,3.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,DS,92.0,9.1,2008,Square Enix  ,Square Enix  ,9.2,0.61,0.17,0.49,0.08,1.34,2.6900000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
212,NS,92.0,8.5,2018,Nintendo  ,PlatinumGames  ,9.5,0.26,0.2,0.07,0.04,0.57,1.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Wii,92.0,9.1,2012,Nintendo  ,Monolith Soft  ,9.3,0.43,0.25,0.16,0.07,0.92,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,N64,92.0,8.9,2001,Rare  ,Rare Ltd.  ,9.2,0.53,0.22,0.0,0.02,0.77,1.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
215,PS,92.0,8.7,1999,Electronic Arts  ,DreamWorks Interactive  ,9.3,1.44,1.09,0.0,0.14,2.67,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,X360,92.0,8.2,2008,MTV Games  ,Harmonix Music Systems  ,9.2,1.78,0.24,0.0,0.18,2.2,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,NS,92.0,8.6,2017,Nintendo  ,Nintendo EPD  ,9.3,5.05,4.98,2.11,0.91,13.05,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,PS3,92.0,8.7,2011,Sony Computer Entertainment  ,Bluepoint Games  ,9.0,0.67,0.36,0.13,0.18,1.34,2.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Wii,92.0,8.6,2011,Ubisoft  ,Ubisoft  ,9.5,0.21,0.28,0.0,0.06,0.55,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220,GBA,92.0,9.1,2002,Nintendo  ,Nintendo R&D1  ,9.0,1.18,0.27,0.17,0.06,1.68,3.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,GBA,92.0,8.7,2007,Nintendo  ,Square Enix  ,9.1,0.0,0.0,0.28,0.01,0.28,0.5700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,WiiU,92.0,8.8,2013,Ubisoft  ,Ubisoft Montpellier  ,9.5,0.25,0.35,0.03,0.05,0.68,1.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,PC,92.0,5.0,2002,EA Sports  ,Headgate Studios  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,XB,91.0,7.2,2004,EA Sports  ,EA Tiburon  ,,1.61,0.03,0.0,0.08,1.72,3.4400000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,X360,91.0,7.7,2010,Capcom  ,Capcom / Dimps Corporation  ,9.2,0.53,0.21,0.07,0.07,0.88,1.7600000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,PS3,91.0,8.0,2008,MTV Games  ,Harmonix Music Systems  ,8.9,1.13,0.2,0.0,0.16,1.5,2.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,X360,91.0,7.9,2015,Namco Bandai Games  ,From Software  ,,0.49,0.19,0.01,0.07,0.75,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
228,PC,91.0,8.5,2013,Bethesda Softworks  ,Arkane Studios  ,,0.27,0.19,0.0,0.05,0.51,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,PS2,91.0,8.5,2003,Sega  ,Visual Concepts  ,,0.27,0.21,0.0,0.07,0.56,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,PC,91.0,8.5,2002,Electronic Arts  ,"2015, Inc.  ",9.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
231,PC,91.0,8.5,1997,Bungie Software  ,Bungie Software  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,PS3,91.0,8.6,2011,Sony Computer Entertainment  ,Media Molecule  ,9.1,1.83,1.07,0.06,0.47,3.43,6.860000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,NS,91.0,8.6,2018,Playdead  ,Playdead  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,PC,91.0,7.2,1996,Microsoft  ,Microsoft  ,7.0,3.22,1.69,0.0,0.2,5.12,10.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,XOne,91.0,5.5,2020,Starbreeze Studios  ,Double Fine Productions  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
236,PS2,91.0,8.6,2005,RedOctane  ,Harmonix Music Systems  ,8.0,1.67,0.61,0.03,0.07,2.38,4.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,PC,91.0,7.9,2008,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,0.01,0.13,0.0,1.18,1.32,2.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Wii,91.0,6.9,2010,MTV Games  ,Harmonix Music Systems  ,9.2,0.53,0.06,0.0,0.05,0.64,1.2800000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,PC,91.0,6.5,2016,Blizzard Entertainment  ,Blizzard Entertainment  ,9.5,0.37,0.48,0.0,0.07,0.92,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,PC,91.0,7.6,2003,EA Sports  ,Image Space Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,PS2,91.0,7.5,2000,EA Sports  ,EA Sports  ,,1.19,0.07,0.05,0.2,1.5,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
242,PC,91.0,8.9,1998,Interplay  ,BioWare  ,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,WiiU,91.0,8.9,2014,Nintendo  ,PlatinumGames  ,9.3,0.37,0.32,0.1,0.06,0.86,1.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,XOne,91.0,9.2,2015,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,0.97,0.61,0.01,0.15,1.74,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,PS3,91.0,8.1,2010,MTV Games  ,Harmonix Music Systems  ,9.2,0.43,0.09,0.0,0.06,0.57,1.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,PS2,91.0,8.6,2001,Namco  ,Namco  ,9.4,0.12,0.1,0.08,0.03,0.33,0.6599999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
247,PC,91.0,8.7,2001,Ubisoft  ,1C Maddox Games  ,,0.0,0.01,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,N64,91.0,8.8,2000,Nintendo  ,Camelot Software Planning  ,8.8,0.78,0.4,1.06,0.07,2.32,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,PC,91.0,8.7,1999,Interplay  ,Volition Inc.  ,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,PS,91.0,8.3,1997,Psygnosis  ,Psygnosis  ,8.8,0.24,0.16,0.0,0.03,0.42,0.8500000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,PC,91.0,7.8,2015,Konami Digital Entertainment  ,Kojima Productions  ,,0.0,0.08,0.0,0.0,0.09,0.1699999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,PS2,91.0,9.1,2004,Sony Computer Entertainment  ,Insomniac Games  ,9.1,1.31,0.74,0.31,0.22,2.57,5.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
253,PS3,91.0,7.6,2009,EA Sports  ,EA Canada  ,9.0,0.6,2.46,0.05,0.52,3.63,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,PS3,91.0,8.7,2009,Ubisoft  ,Ubisoft Montreal  ,9.0,2.54,1.95,0.21,0.86,5.57,11.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,PS2,91.0,9.2,2004,Konami  ,KCEJ / Kojima Productions  ,9.0,1.46,0.0,0.83,1.93,4.23,8.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,PS2,91.0,8.4,2001,Sony Computer Entertainment  ,Incognito Inc.  ,8.9,1.19,0.17,0.0,0.05,1.41,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,PS,91.0,8.9,2000,Sony Computer Entertainment  ,Insomniac Games  ,9.1,1.93,1.58,0.0,0.19,3.71,7.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
258,PS,91.0,8.4,1996,Eidos Interactive  ,Core Design Ltd.  ,8.9,2.29,1.97,0.13,0.24,4.63,9.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,XOne,91.0,5.9,2016,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,1.63,0.84,0.0,0.25,2.72,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
