Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales
PC,67.0,4.8,2018,Action-Adventure,Microsoft Studios  ,Rare Ltd.  ,6.7,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,7.2,2012,Action,Warner Bros. Interactive Entertainment  ,Grasshopper Manufacture  ,,,0.27,0.21,0.11,0.08,0.67,1.3399999999999999
Wii,67.0,7.7,2007,Sports,Sega  ,Sega  ,7.2,,2.57,3.87,0.66,0.9,8.0,16.0
PS4,67.0,9.6,2019,Role-Playing,Spike Chunsoft  ,FuRyu  ,,,0.0,0.0,0.02,0.0,0.02,0.04
PS4,67.0,4.2,2018,Adventure,Aspyr  ,PolyKnight Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,67.0,7.1,2017,Action,10tons  ,10tons Ltd  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,67.0,6.8,2014,Fighting,5pb  ,5pb. Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.0,2003,Strategy,Sierra Entertainment  ,Liquid Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,3.5,2003,Platform,BAM! Entertainment  ,Frontier Developments  ,,,0.11,0.09,0.0,0.03,0.23,0.46
PS2,67.0,8.3,2003,Simulation,KOEI  ,Micro Cabin  ,,,0.05,0.04,0.0,0.01,0.11,0.21
DS,67.0,8.2,2008,Adventure,Ignition Entertainment  ,InLight Entertainment  ,,,0.03,0.0,0.0,0.0,0.04,0.07
PS2,67.0,7.6,2006,Action,Eidos Interactive  ,Avalanche Studios  ,6.9,,0.01,0.01,0.0,0.0,0.02,0.04
PS4,67.0,3.7,2019,Role-Playing,Koei Tecmo  ,Gust  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,67.0,6.6,2012,Shooter,505 Games  ,Rebellion Developments  ,7.0,,0.46,0.28,0.02,0.08,0.84,1.68
PS4,67.0,5.3,2018,Action-Adventure,Gearbox Software  ,Compulsion Games  ,,,0.08,0.04,0.0,0.02,0.14,0.28
PS2,67.0,6.3,2005,Misc,Crave Entertainment  ,Point of View  ,,,0.16,0.13,0.0,0.04,0.34,0.67
PS4,67.0,6.9,2016,Shooter,Rising Star Games  ,"extreme Co.,Ltd.  ",,,0.04,0.0,0.0,0.01,0.05,0.1
PC,67.0,6.9,2014,Simulation,Good Shepherd Entertainment  ,Urban Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.9,2007,Shooter,CDV Software Entertainment  ,Sigma Team  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.9,2008,Adventure,Paradox Interactive   ,Frictional Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,6.5,2011,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.0,,0.66,0.12,0.04,0.09,0.9,1.81
PSP,67.0,7.8,2006,Racing,Namco Bandai  ,Traveller's Tales  ,,,0.02,0.01,0.0,0.0,0.04,0.07
PSV,67.0,7.5,2014,Action,Tecmo Koei  ,Tecmo Koei Games  ,,,0.02,0.03,0.07,0.02,0.14,0.28
PSV,67.0,7.5,2014,Action,Tecmo Koei  ,Tecmo Koei Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.2,2015,Action-Adventure,Ubisoft  ,Climax Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.8,2010,Puzzle,Atari  ,Vitamin G Studios  ,6.4,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,67.0,5.7,2019,Action,Cococucumber  ,Cococucumber  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,6.1,2018,Adventure,IMGN PRO  ,Juggler Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.9,2007,Strategy,Atari  ,Ino-Co  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,67.0,8.1,2016,Role-Playing,NIS America  ,Nippon Ichi Software  ,,,0.03,0.01,0.03,0.01,0.09,0.16999999999999998
PC,67.0,6.1,2005,Shooter,Midway Games  ,Midway Studios Austin  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,8.4,2005,Shooter,THQ  ,Volition Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,7.8,2008,Action,Activision  ,Shaba Games / Treyarch  ,6.9,,0.2,0.04,0.0,0.02,0.26,0.52
PC,67.0,7.9,2021,Platform,Merge Games  ,Merge Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,67.0,8.2,2007,Strategy,Conspiracy Entertainment  ,Sproing  ,,,0.06,0.0,0.0,0.0,0.06,0.12
XB,67.0,5.4,2004,Sports,Ubisoft  ,Venom Games  ,,,0.07,0.02,0.0,0.0,0.1,0.19
XB,67.0,7.1,2002,Strategy,Eidos Interactive  ,Pyro Studios  ,,,0.05,0.02,0.0,0.0,0.07,0.14
PS2,67.0,8.3,2002,Shooter,Sierra Entertainment  ,Monolith Productions  ,6.8,,0.07,0.05,0.0,0.02,0.14,0.28
PS2,67.0,6.9,2001,Racing,Conspiracy Entertainment  ,Barnhouse Effect  ,,,0.04,0.03,0.0,0.01,0.08,0.16
XOne,67.0,4.5,2017,Sports,2K Sports  ,Yuke's  ,,,0.35,0.25,0.0,0.06,0.66,1.3199999999999998
DS,67.0,7.9,2008,Role-Playing,NIS America  ,Nippon Ichi Software  ,6.7,,0.05,0.0,0.0,0.0,0.05,0.1
PS4,67.0,6.7,2020,Fighting,GameMill Entertainment  ,GameMill Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,7.2,2016,Action,Tecmo Koei  ,Gust  ,,,0.04,0.04,0.0,0.02,0.09,0.19
PS4,67.0,7.2,2016,Role-Playing,Tecmo Koei  ,Gust  ,,,0.0,0.0,0.09,0.0,0.09,0.18
Wii,67.0,7.5,2009,Adventure,Deep Silver  ,Sproing Interactive Media / Deep Silver Vienna  ,6.3,,0.09,0.1,0.0,0.02,0.21,0.42
PC,67.0,4.5,2005,Shooter,2K Games  ,Destineer  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,67.0,7.3,2014,Misc,Zen Studios  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,67.0,5.8,2015,Action-Adventure,Ubisoft  ,Climax Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.3,2018,Action-Adventure,Capybara Games  ,Capybara Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.7,2018,Adventure,Focus Home Interactive  ,Big Bad Wolf  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.8,2006,Adventure,Got Game Entertainment  ,Nucleosys  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PS3,67.0,7.1,2013,Action,Tecmo Koei  ,Team Ninja  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.6,2009,Adventure,Encore  ,GameCo Studios  ,7.3,,0.0,0.02,0.0,0.0,0.02,0.04
PS4,67.0,7.0,2014,Shooter,505 Games  ,Rebellion Developments  ,,,0.25,0.37,0.0,0.12,0.74,1.48
PC,67.0,7.1,2019,Role-Playing,Deep Silver  ,Nine Dots Studio  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,6.6,2017,Adventure,Wired Productions  ,LKA  ,,,0.02,0.0,0.0,0.01,0.03,0.06
PS4,67.0,6.4,2018,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,0.06,0.0,0.0,0.01,0.08,0.15
GBA,67.0,8.0,2003,Misc,Konami  ,Konami  ,,,0.42,0.16,0.15,0.01,0.74,1.48
GBA,67.0,8.0,2003,Strategy,Konami  ,Konami  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,7.8,2002,Fighting,Atari  ,Dimps Corporation  ,,,2.17,0.28,0.55,0.08,3.09,6.17
XB,67.0,8.1,2002,Sports,Midway Games  ,Point of View  ,,,0.03,0.01,0.0,0.0,0.03,0.07
GBA,67.0,8.0,2001,Action,Majesco  ,Virtucraft  ,6.9,,0.5,0.19,0.0,0.01,0.7,1.4
PC,67.0,8.1,2000,Strategy,3DO  ,New World Computing  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.5,2000,Simulation,THQ  ,Egosoft  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.7,2005,Strategy,Unknown  ,Altar Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,4.9,2014,Racing,Deep Silver  ,Eutechnyx  ,,,0.09,0.0,0.0,0.02,0.11,0.22
Wii,67.0,8.3,2009,Action,Conspiracy Entertainment  ,Epicenter Studios  ,7.4,,0.56,0.04,0.0,0.05,0.64,1.29
PS4,67.0,4.9,2020,Action,Square Enix  ,Crystal Dynamics  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,8.0,2007,Action,Rockstar Games  ,Rockstar London  ,,,0.27,0.21,0.0,0.07,0.56,1.11
PC,67.0,5.0,2016,Strategy,Versus Evil  ,Skyshine Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
3DS,67.0,4.2,2011,Sports,EA Sports  ,EA Canada  ,7.0,,0.08,0.27,0.0,0.04,0.39,0.78
PSP,67.0,6.5,2005,Action,Activision  ,Vicarious Visions  ,6.4,,0.35,0.21,0.0,0.14,0.7,1.4
PS3,67.0,6.6,2007,Racing,THQ  ,Rainbow Studios  ,,,0.35,0.06,0.0,0.05,0.46,0.9199999999999999
X360,67.0,7.1,2007,Sports,EA Sports  ,EA Canada  ,,,0.19,0.0,0.0,0.02,0.21,0.42
NS,67.0,7.5,2018,Shooter,Infinite Dreams Inc.  ,Infinite Dreams Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,7.0,2018,Role-Playing,Sega  ,Media.Vision  ,,,0.03,0.01,0.04,0.01,0.08,0.16999999999999998
NS,67.0,6.4,2018,Racing,Tate Multimedia  ,Teyon  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,67.0,5.9,2018,Platform,THQ Nordic  ,3D Realms  ,,,0.02,0.0,0.0,0.0,0.02,0.04
PS4,67.0,6.8,2017,Role-Playing,Focus Home Interactive  ,Enigami SAS  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,7.3,2016,Role-Playing,Dreadlocks Ltd  ,Dreadlocks Ltd  ,,,0.0,0.0,0.0,0.0,0.0,0.0
WiiU,67.0,6.9,2015,Action,Nordic Games  ,Neon Studios  ,,,0.05,0.02,0.0,0.01,0.07,0.15000000000000002
WiiU,67.0,6.9,2015,Action,Nordic Games  ,Nordic Games  ,,,0.0,0.01,0.0,0.0,0.01,0.02
PSV,67.0,6.3,2014,Puzzle,Arc System Works  ,Arc System Works  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.0,2013,Misc,Paradox Interactive   ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,67.0,8.7,2012,Role-Playing,Atlus  ,Career Soft  ,,,0.0,0.0,0.06,0.0,0.06,0.12
PS3,67.0,6.6,2011,Shooter,Codemasters  ,Codemasters  ,6.8,,0.06,0.14,0.07,0.05,0.32,0.64
PS2,67.0,7.9,2008,Fighting,SNK Playmore  ,SNK Playmore Corporation  ,,,0.1,0.08,0.0,0.03,0.2,0.41000000000000003
PS2,67.0,8.5,2008,Sports,2K Sports  ,PawaPuro Production  ,,,0.05,0.04,0.05,0.01,0.15,0.30000000000000004
DS,67.0,7.0,2007,Simulation,Electronic Arts  ,EA Redwood Shores  ,6.7,,1.58,1.6,0.08,0.4,3.66,7.32
PS2,67.0,8.3,2003,Racing,Midway Games  ,Deibus Studios  ,,,0.04,0.03,0.0,0.01,0.09,0.16999999999999998
PS2,67.0,8.7,2002,Action,KOEI  ,Koei  ,,,0.03,0.02,0.0,0.01,0.06,0.12
PS,67.0,7.3,2001,Sports,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",,,0.15,0.1,0.0,0.02,0.27,0.54
PC,67.0,6.7,2000,Adventure,DreamCatcher Interactive  ,Canal+ Multimedia  ,,,0.0,0.0,0.0,0.0,0.0,0.0
N64,67.0,8.4,1998,Action,Konami  ,Konami Computer Entertainment Osaka  ,,,0.07,0.02,0.23,0.04,0.36,0.72
PC,67.0,7.0,2017,Role-Playing,THQ Nordic  ,Piranha Bytes  ,,,0.0,0.04,0.0,0.0,0.04,0.08
PS4,67.0,7.0,2017,Action,Xseed Games  ,Marvelous Entertainment  ,,,0.12,0.0,0.12,0.03,0.27,0.54
DS,67.0,5.5,2009,Role-Playing,Atlus  ,Interchannel-Holon  ,,,0.02,0.0,0.0,0.0,0.02,0.04
DS,67.0,5.5,2009,Role-Playing,Atlus  ,Interchannel Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,8.0,2014,Role-Playing,Tecmo Koei  ,Gust  ,,,0.05,0.04,0.06,0.02,0.17,0.33999999999999997
PS4,67.0,7.1,2016,Action,Tecmo Koei  ,Koei Tecmo Games  ,,,0.03,0.0,0.06,0.01,0.1,0.2
PS4,67.0,7.1,2016,Strategy,Tecmo Koei  ,Koei Tecmo Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,67.0,7.2,2008,Sports,Sega  ,Sumo Digital  ,6.9,,1.75,0.86,0.0,0.28,2.89,5.779999999999999
PS3,67.0,7.0,2006,Simulation,Ubisoft  ,Ubisoft Romania  ,6.8,,0.35,0.22,0.0,0.1,0.67,1.3399999999999999
PS4,67.0,8.1,2016,Role-Playing,Taleworlds  ,Taleworlds  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.6,2018,Action,NeocoreGames  ,NeoCoreGames  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,67.0,6.7,2004,Action,Atlus  ,Confounding Factor  ,,,0.02,0.01,0.0,0.0,0.03,0.06
PC,67.0,5.9,2008,Shooter,Sega  ,Bizarre Creations  ,,,0.0,0.0,0.0,0.0,0.0,0.0
Wii,67.0,5.3,2010,Action,Electronic Arts  ,The Sims Studio  ,6.4,,0.16,0.1,0.0,0.03,0.3,0.5900000000000001
PC,67.0,6.8,2009,Racing,Codemasters  ,Asobo Studio  ,6.4,,0.0,0.02,0.0,0.0,0.02,0.04
Wii,67.0,6.6,2008,Simulation,Electronic Arts  ,The Sims Studio  ,,,0.36,0.03,0.04,0.04,0.46,0.9299999999999999
PC,67.0,6.3,2020,Shooter,Electronic Arts  ,Respawn Entertainment  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.6,2020,Action-Adventure,Devolver Digital  ,Dodge Roll  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,67.0,6.0,2006,Sports,Activision  ,Shaba Games  ,6.6,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,4.8,2019,Action,Team17 Digital Ltd  ,Radiation Blue  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,67.0,5.6,2017,Action-Adventure,Microsoft Studios  ,Asobo Studio  ,,,0.05,0.01,0.0,0.01,0.07,0.14
PS2,67.0,7.5,2003,Racing,Metro 3D  ,Creat Studio  ,,,0.06,0.04,0.0,0.01,0.11,0.22
PC,67.0,7.5,2002,Strategy,Microsoft  ,Microsoft  ,6.7,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,67.0,7.9,2007,Simulation,Natsume  ,ArtePiazza  ,6.5,,0.08,0.03,0.03,0.02,0.16,0.32
XB,67.0,6.5,2003,Action,Rockstar Games  ,VIS Entertainment  ,,,0.13,0.04,0.0,0.01,0.17,0.35000000000000003
PS4,67.0,7.7,2019,Action-Adventure,Deep Silver  ,Ys Net  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XB,67.0,7.8,2005,Strategy,Sega  ,Team17 Software  ,,,0.05,0.01,0.0,0.0,0.07,0.13
XOne,67.0,7.4,2017,Role-Playing,Focus Home Interactive  ,Enigami SAS  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.4,2016,Racing,Milestone S.r.l  ,Milestone S.r.l.  ,,,0.0,0.02,0.0,0.0,0.02,0.04
PS3,67.0,6.1,2009,Fighting,505 Games  ,Arc System Works  ,7.0,,0.0,0.0,0.01,0.0,0.01,0.02
XOne,67.0,5.0,2016,Action-Adventure,2K Games  ,Hangar 13  ,6.8,,0.54,0.48,0.0,0.09,1.11,2.22
Wii,67.0,7.5,2006,Racing,Electronic Arts  ,EA Black Box  ,6.4,,0.45,0.66,0.02,0.15,1.28,2.56
PS4,67.0,6.2,2014,Action,Square Enix  ,Eidos Montreal  ,,,0.28,0.41,0.03,0.13,0.85,1.7
PC,67.0,6.9,2020,Adventure,Playism  ,atelier mimina  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,8.8,2005,Action,Capcom  ,Capcom Production Studio 1  ,6.6,,0.03,0.03,0.0,0.01,0.07,0.14
PC,67.0,6.9,2006,Strategy,2K Games  ,FireFly Studios / Firaxis Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.0,2007,Shooter,Eidos Interactive  ,IO Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,67.0,7.8,2019,Action,Grasshopper Manufacture Inc.  ,Grasshopper Manufacture  ,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
PSV,67.0,6.9,2015,Role-Playing,Idea Factory International  ,Felistella  ,,,0.03,0.01,0.0,0.01,0.05,0.1
PSV,67.0,6.9,2014,Role-Playing,Compile Heart  ,Felistella  ,,,0.0,0.0,0.05,0.0,0.05,0.1
XB,67.0,8.0,2004,Adventure,Electronic Arts  ,Electronic Arts  ,,,0.14,0.04,0.0,0.01,0.19,0.38
PSV,67.0,7.5,2012,Action,Tecmo Koei  ,Omega Force  ,,,0.05,0.07,0.11,0.03,0.26,0.52
PS3,67.0,7.3,2009,Platform,Activision  ,Eurocom Entertainment Software  ,6.6,,0.13,0.04,0.0,0.02,0.19,0.38
XOne,67.0,1.7,2020,Sports,2K Sports  ,Visual Concepts  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,4.6,2011,Misc,Doublesix  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,67.0,6.5,2019,Action-Adventure,Graffiti  ,13AM Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.9,2018,Shooter,THQ Nordic  ,Volition  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PSP,67.0,8.3,2011,Adventure,5pb  ,Team GrisGris  ,,,0.0,0.0,0.04,0.0,0.04,0.08
3DS,67.0,7.4,2012,Action-Adventure,Atlus  ,Studio Saizensen  ,7.2,,0.16,0.0,0.03,0.02,0.2,0.41000000000000003
PC,67.0,7.4,2005,Shooter,Majesco  ,Terminal Reality  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.6,2004,Adventure,Electronic Arts  ,KnowWonder  ,,,0.0,0.03,0.0,0.0,0.04,0.07
PC,67.0,5.9,2003,Shooter,Hip Interactive  ,Namco  ,,,0.0,0.0,0.0,0.0,0.0,0.0
GBA,67.0,8.3,2003,Action,Blizzard Entertainment  ,Mass Media  ,7.1,,0.01,0.0,0.0,0.0,0.01,0.02
PS2,67.0,8.2,2002,Role-Playing,Eidos Interactive  ,Contrail  ,,,0.13,0.1,0.0,0.03,0.26,0.52
PS2,67.0,6.8,2002,Strategy,Eidos Interactive  ,Pyro Studios  ,,,0.09,0.07,0.0,0.02,0.18,0.36
PS2,67.0,8.6,2001,Role-Playing,Atlus  ,Cattle Call  ,,,0.02,0.01,0.02,0.0,0.06,0.11
PS2,67.0,7.8,2001,Sports,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.11,0.08,0.0,0.03,0.22,0.44
DC,67.0,7.8,2000,Racing,LucasArts  ,"Luxoflux, Inc.  ",6.4,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,7.3,2011,MMO,Sony Online Entertainment  ,WBIE  ,6.5,,0.35,0.11,0.0,0.06,0.51,1.03
PS2,67.0,7.8,2005,Sports,2K Sports  ,Pam Development  ,,,0.05,0.04,0.0,0.01,0.1,0.2
Wii,67.0,8.5,2008,Adventure,Namco Bandai  ,Ganbarion  ,,,0.07,0.0,0.11,0.01,0.19,0.38
PC,67.0,7.9,2006,Strategy,Atari  ,Deep Red  ,6.2,,0.0,0.02,0.0,0.0,0.02,0.04
PS4,67.0,6.7,2014,Action,Sony Computer Entertainment  ,Dynamighty  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,67.0,5.2,2012,Action,Capcom  ,Capcom  ,,,1.12,0.61,0.07,0.16,1.97,3.9299999999999997
3DS,67.0,6.5,2011,Action,LucasArts  ,Traveller's Tales  ,6.7,,0.61,0.44,0.0,0.09,1.14,2.2800000000000002
3DS,67.0,7.9,2017,Role-Playing,Nintendo  ,Nintendo EPD  ,6.6,,0.3,0.54,0.26,0.07,1.17,2.34
Wii,67.0,7.0,2008,Action,Warner Bros. Interactive  ,Traveller's Tales  ,,,0.46,0.47,0.0,0.11,1.03,2.0700000000000003
DS,67.0,7.5,2009,Racing,Electronic Arts  ,Artificial Mind and Movement  ,,,0.25,0.29,0.0,0.07,0.61,1.2200000000000002
PSV,67.0,5.1,2013,Misc,Triniti Interactive  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.8,2009,Strategy,Paradox Interactive   ,Nitro Games  ,7.4,,0.03,0.0,0.0,0.0,0.04,0.07
XB,67.0,7.7,2003,Action,Ubisoft  ,Ubisoft Montreal  ,,,0.08,0.02,0.0,0.0,0.11,0.21000000000000002
PS3,67.0,7.2,2009,Adventure,Electronic Arts  ,EA Redwood Shores  ,6.4,,0.41,0.21,0.01,0.1,0.74,1.47
PC,67.0,6.8,2010,Action,Electronic Arts  ,Klei Entertainment  ,6.7,,0.0,0.0,0.0,0.0,0.0,0.0
X360,67.0,8.1,2008,Sports,EA Sports  ,EA Tiburon  ,,,0.11,0.0,0.0,0.01,0.11,0.22999999999999998
XOne,67.0,6.0,2017,Adventure,Bigben Interactive  ,Bigben Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
NS,67.0,7.4,2017,Puzzle,Jupiter Corporation  ,Jupiter Corporation  ,,8.5,0.0,0.0,0.0,0.0,0.0,0.0
GBA,67.0,6.3,2004,Platform,Vivendi Games  ,Vicarious Visions  ,6.7,,0.46,0.17,0.0,0.01,0.64,1.28
PS2,67.0,7.2,2004,Adventure,Bandai  ,Banpresto  ,,,0.02,0.02,0.25,0.01,0.29,0.59
PC,67.0,6.6,2002,Strategy,Strategy First  ,Zuxxez  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,7.9,2001,Action,Sony Computer Entertainment  ,Deep Space  ,,,0.21,0.16,0.12,0.05,0.55,1.09
PS4,67.0,6.2,2019,Shooter,Focus Home Interactive  ,Saber Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,5.3,2012,Simulation,Electronic Arts  ,Maxis  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.5,2013,Misc,Paradox Interactive   ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,4.5,2018,Racing,Milestone S.r.l.  ,Milestone S.r.l.  ,,,0.08,0.01,0.0,0.02,0.11,0.22
Wii,67.0,5.8,2009,Misc,Electronic Arts  ,Adrenalin Interactive  ,7.3,,0.2,0.3,0.0,0.06,0.57,1.13
X360,67.0,6.5,2011,Role-Playing,SouthPeak Interactive  ,Reality Pump  ,6.5,,0.4,0.07,0.03,0.04,0.54,1.08
PS3,67.0,7.7,2006,Racing,Sega  ,Pseudo Interactive  ,6.7,,0.14,0.02,0.0,0.02,0.18,0.36
PS2,67.0,8.2,2007,Misc,Destineer  ,Empire Oxford  ,,,0.01,0.01,0.0,0.0,0.02,0.04
PC,67.0,7.2,2016,Adventure,PlayWay  ,Puzzling Dream  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,7.5,2009,Racing,Codemasters  ,Asobo Studio  ,6.6,,0.08,0.11,0.0,0.04,0.24,0.47
DS,67.0,6.2,2007,Misc,Namco Bandai  ,M2  ,,,1.14,0.01,0.06,0.1,1.31,2.62
PSP,67.0,7.8,2007,Strategy,THQ  ,RedLynx  ,6.6,,0.11,0.14,0.0,0.08,0.33,0.66
PC,67.0,6.4,2020,Role-Playing,THQ Nordic  ,Gunfire Games  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS2,67.0,5.0,2007,Action,Disney Interactive Studios  ,Avalanche Software  ,,,0.0,0.0,0.0,0.0,0.0,0.0
XOne,67.0,6.6,2019,Adventure,Microsoft Game Studios  ,Bloober Team  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,4.8,2015,Adventure,Unknown  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
X360,67.0,7.5,2007,Misc,Ubisoft  ,Ubisoft Montpellier  ,6.4,,0.18,0.01,0.0,0.02,0.21,0.42
PS3,67.0,7.6,2008,Sports,Sega  ,Sumo Digital  ,6.8,,0.13,0.2,0.0,0.07,0.4,0.8
PS3,67.0,4.7,2007,Adventure,Electronic Arts  ,EA Games  ,,,0.18,0.04,0.0,0.02,0.24,0.48
Wii,67.0,8.3,2010,Role-Playing,Xseed Games  ,Tri-Crescendo  ,6.7,,0.16,0.12,0.06,0.03,0.37,0.74
Wii,67.0,6.3,2007,Platform,Konami  ,Konami  ,,,0.14,0.0,0.01,0.01,0.16,0.32000000000000006
DS,67.0,7.3,2006,Simulation,Majesco  ,Office Create  ,6.6,,3.09,1.92,0.07,0.58,5.66,11.32
PS4,67.0,7.5,2020,Action-Adventure,Adult Swim  ,Soleil Software Studio Inc.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,4.9,2011,Shooter,Codemasters  ,Codemasters  ,7.0,,0.01,0.04,0.0,0.01,0.07,0.13
XB,67.0,6.3,2002,Racing,Encore  ,Kodiak Interactive  ,,,0.05,0.02,0.0,0.0,0.07,0.14
DC,67.0,6.9,2001,Racing,Sega  ,Sega-AM2  ,7.4,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,7.2,2001,Adventure,DreamCatcher Interactive  ,Revolution Software Ltd.  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.4,2019,Action-Adventure,Capcom  ,Capcom  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PC,67.0,6.3,2019,Role-Playing,THQ Nordic  ,Experiment 101  ,,,0.0,0.0,0.0,0.0,0.0,0.0
DS,67.0,6.8,2008,Puzzle,Nintendo  ,Nuevo Retro Games / NST  ,,,0.5,0.0,0.0,0.04,0.55,1.09
PSP,67.0,7.7,2005,Sports,Electronic Arts  ,EA Canada  ,6.6,,0.2,0.0,0.0,0.02,0.21,0.43
XOne,67.0,6.0,2020,Shooter,Private Division  ,V1 Interactive  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,6.1,2020,Misc,Unknown  ,Unknown  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS4,67.0,6.1,2016,Adventure,Microids  ,Artefacts Studios  ,,,0.0,0.0,0.0,0.0,0.0,0.0
PS3,67.0,5.6,2008,Sports,2K Sports  ,Kush Games  ,,,0.28,0.0,0.0,0.03,0.31,0.6200000000000001
PS3,67.0,6.0,2008,Shooter,Touchstone  ,Propaganda Games  ,,,0.35,0.21,0.01,0.1,0.67,1.3399999999999999
