Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
9001,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft  ,Secret Level  ,,,0.19,0.05,,0.01,0.25
9002,U-Sing: Girls Night,Wii,2010,Misc,Mindscape  ,Mindscape Inc.  ,,,,0.21,,0.04,0.25
9003,Grandia,PS,1999,Role-Playing,Sony Computer Entertainment  ,Game Arts  ,8.4,9.0,0.14,0.09,,0.02,0.25
9004,Indiana Jones and the Staff of Kings,DS,2009,Action,LucasArts  ,Artificial Mind and Movement  ,,,0.16,0.07,,0.02,0.25
9005,Bridge Constructor,PC,2013,Simulation,Headup Games  ,Headup Games  ,,,,0.0,,0.0,0.0
9006,Dreamworks Madagascar Kartz,X360,2009,Racing,Activision  ,Sidhe Interactive  ,,,0.14,0.09,,0.02,0.25
9007,F1 2000,PS,2000,Racing,EA Sports  ,Visual Sciences  ,,,0.14,0.09,,0.02,0.25
9008,Ys: Memories of Celceta,PSV,2013,Role-Playing,Xseed Games  ,Nihon Falcom Corporation  ,,,0.1,0.01,0.1,0.04,0.25
9009,Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts  ,EA Salt Lake  ,,,0.23,0.0,,0.02,0.25
9010,We Sing Pop!,Wii,2012,Music,Nordic Games  ,Le Cortex  ,,,0.05,0.18,,0.02,0.25
9011,Armored Core 4,X360,2007,Simulation,Sega  ,From Software  ,6.5,,0.19,0.01,0.03,0.02,0.25
9012,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Bethesda Softworks  ,California Seven Studios  ,,,0.12,0.09,,0.03,0.25
9013,X-Men Origins: Wolverine,Wii,2009,Action,Activision  ,Raven Software  ,,,0.19,0.04,,0.02,0.25
9014,Dood's Big Adventure,Wii,2010,Platform,THQ  ,THQ Digital Phoenix  ,,,0.22,0.01,,0.02,0.25
9015,WRC: World Rally Championship,PS2,2002,Racing,BAM! Entertainment  ,Evolution Studios  ,,,0.12,0.09,,0.03,0.25
9016,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games  ,A2M  ,4.6,,0.19,0.05,,0.01,0.25
9017,Cars: Mater-National Championship,PS2,2007,Racing,THQ  ,Rainbow Studios  ,,,0.12,0.09,,0.03,0.25
9018,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Atari  ,Starbreeze Studios AB  ,8.0,,0.12,0.09,,0.04,0.25
