fill,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,Global_Sales
4928,Harvey Birdman: Attorney at Law,Wii,60,6.5,2008,Adventure,Capcom  ,High Voltage Software  ,,80000.0
4929,Speed Kings,XB,60,7.5,2003,Racing,Acclaim Entertainment  ,Climax Entertainment  ,,50000.0
4930,NFL GameDay 2003,PS2,60,0.0,2002,Sports,Sony Computer Entertainment  ,989 Sports  ,,400000.0
4931,IL-2 Sturmovik: Cliffs of Dover,PC,60,7.0,2011,Simulation,Ubisoft  ,1C: Maddox Games  ,5.0,50000.0
4932,Pac-Man & Galaga Dimensions,3DS,60,7.1,2011,Action,Namco Bandai  ,Namco Bandai Games  ,5.7,190000.0
4933,Mega Man X Legacy Collection 2,NS,60,8.2,2018,Platform,Capcom  ,Capcom  ,,10000.0
4934,TMNT,Wii,60,5.9,2007,Action,Ubisoft  ,Ubisoft Montreal  ,,360000.0
4935,Warriors Orochi 4,NS,60,6.9,2018,Action,Koei Tecmo  ,Omega Force  ,8.5,70000.0
4936,Metal Gear Survive,PS4,60,1.4,2018,Action,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,230000.0
4937,Super Neptunia RPG,PS4,60,4.0,2019,Role-Playing,Idea Factory International  ,Idea Factory  ,,10000.0
4938,The Technomancer,PS4,60,6.7,2016,Role-Playing,Focus Home Interactive  ,Spiders  ,,90000.0
4939,Asphalt: Urban GT,DS,60,7.7,2004,Racing,Ubisoft  ,Gameloft  ,5.0,590000.0
4940,Growlanser: Heritage of War,PS2,60,8.0,2007,Role-Playing,Atlus  ,Career Soft  ,,220000.0
4941,All-Star Fruit Racing,PS4,60,4.4,2018,Racing,PQube  ,3DClouds.it  ,,30000.0
4942,Deadpool,PS4,60,6.3,2015,Action,Activision  ,High Moon Studios  ,,470000.0
4943,Generation of Chaos,PSP,60,7.1,2006,Role-Playing,NIS America  ,Neverland  ,5.9,60000.0
4944,Resistance: Burning Skies,PSV,60,6.8,2012,Shooter,Sony Computer Entertainment  ,Nihilistic Software  ,,440000.0
4945,Cold War,XB,60,6.4,2005,Shooter,DreamCatcher Interactive  ,Mindware Studios  ,,20000.0
4946,One Piece: Burning Blood,XOne,60,6.5,2016,Fighting,Namco Bandai Games  ,Spike Chunsoft  ,,190000.0
4947,Dungeon Explorer: Warriors of Ancient Arts,DS,60,0.0,2008,Role-Playing,Hudson Entertainment  ,Hudson Soft  ,,60000.0
4948,Spyro: A Hero's Tail,PS2,60,7.9,2004,Platform,VU Games  ,Eurocom Entertainment Software  ,,640000.0
4949,Naruto Shippuden: Legends: Akatsuki Rising,PSP,60,6.3,2009,Fighting,Namco Bandai  ,CyberConnect2  ,5.8,150000.0
4950,Time Crisis 4,PS3,60,7.3,2007,Shooter,Namco Bandai  ,Bandai Namco Games  ,6.1,830000.0
4951,Blade Dancer: Lineage of Light,PSP,60,6.5,2006,Role-Playing,Nippon Ichi Software  ,Hit Maker  ,,60000.0
4952,Echo Night Beyond,PS2,60,8.1,2004,Adventure,Agetec  ,From Software  ,,40000.0
4953,Clive Barker's Jericho,PS3,60,7.3,2007,Shooter,Codemasters  ,Mercury Steam / Alchemic Productions  ,5.8,200000.0
4954,Dragon Ball: Raging Blast 2,PS3,60,7.7,2010,Fighting,Namco Bandai  ,Spike  ,6.0,830000.0
4955,Spider-Man 3,PS3,60,6.7,2007,Platform,Activision  ,Treyarch  ,6.6,670000.0
4956,How to Train Your Dragon,DS,60,8.5,2010,Action,Activision  ,Griptonite Games  ,,530000.0
4957,Naruto: Ninja Council,GBA,60,7.0,2006,Platform,D3 Publisher  ,Aspect  ,,220000.0
4958,FIFA Street,XB,60,8.0,2005,Sports,EA Sports BIG   ,EA Canada  ,,100000.0
4959,Mister Slime,DS,59,0.0,2008,Action,SouthPeak Interactive  ,Lexis Numerique  ,,50000.0
4960,Pac-Man and the Ghostly Adventures 2,PS3,59,6.3,2014,Platform,Namco Bandai Games  ,Monkey Bar Games  ,,110000.0
4961,Inazuma Eleven Strikers,Wii,59,7.9,2011,Sports,Level 5  ,Level 5  ,,260000.0
4962,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,59,7.7,2005,Misc,THQ  ,THQ Australia Studios Pty Ltd.  ,,440000.0
4963,Finny the Fish & the Seven Waters,PS2,59,0.0,2005,Sports,Natsume  ,SCEI  ,,50000.0
4964,Curse: The Eye of Isis,XB,59,6.8,2003,Adventure,DreamCatcher Interactive  ,Asylum Entertainment  ,,10000.0
4965,Disney's Stitch: Experiment 626,PS2,59,7.7,2002,Action,Disney Interactive Studios  ,High Voltage Software  ,,310000.0
4966,Disney's Tarzan Untamed,PS2,59,6.9,2001,Platform,Ubisoft  ,Ubisoft Montreal  ,,410000.0
4967,The Adventures of Tintin: The Game,PS3,59,6.7,2011,Adventure,Ubisoft  ,Ubisoft  ,,260000.0
4968,Chibi-Robo! Zip Lash,3DS,59,5.4,2015,Platform,Nintendo  ,Nintendo  ,5.5,320000.0
4969,Star Wars: The Force Unleashed II,PC,59,5.9,2010,Action,LucasArts  ,LucasArts  ,6.2,30000.0
4970,Dark Void,X360,59,5.6,2010,Action,Capcom  ,Airtight Games  ,6.1,310000.0
4971,Disney Epic Mickey 2: The Power of Two,PS3,59,4.2,2012,Platform,Disney Interactive Studios  ,Junction Point Studios  ,,480000.0
4972,Sniper: Ghost Warrior 3,PC,59,6.3,2017,Shooter,City Interactive  ,City Interactive  ,,30000.0
4973,Arc the Lad: End of Darkness,PS2,59,4.4,2005,Role-Playing,Namco  ,Cattle Call  ,,60000.0
4974,Spectral Force 3,X360,59,7.4,2008,Role-Playing,Atlus  ,XPEC Entertainment  ,5.9,90000.0
4975,SBK Superbike World Championship,PS3,59,6.1,2009,Racing,Conspiracy Entertainment  ,Milestone  ,,250000.0
4976,Kong: The 8th Wonder of the World,GBA,59,8.8,2005,Action,Ubisoft  ,Ubisoft Casablanca  ,,470000.0
4977,Mario Party: The Top 100,3DS,59,6.4,2017,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",5.0,690000.0
4978,Mobile Light Force 2,PS2,59,7.2,2003,Shooter,XS Games  ,Alfa System  ,,110000.0
4979,Saint Seiya: Soldiers' Soul,PS4,59,7.5,2015,Fighting,Namco Bandai Games  ,Namco Bandai Games  ,,300000.0
4980,Samurai Jack: The Shadow of Aku,PS2,59,8.4,2004,Action,Sega  ,Adrenium  ,,60000.0
4981,Namco Museum,XB,59,7.2,2002,Misc,Namco  ,Mass Media  ,,910000.0
4982,Stuart Little 2,GBA,59,0.0,2002,Platform,Activision  ,Creations  ,,460000.0
4983,Lethal Skies Elite Pilot: Team SW,PS2,59,0.0,2002,Simulation,Sammy Corporation  ,"Asmik Ace Entertainment, Inc.  ",,220000.0
4984,ESPN NBA 2Night 2002,PS2,59,0.0,2002,Sports,Konami  ,Konami Computer Entertainment Osaka  ,,30000.0
4985,Soldier of Fortune: Gold Edition,PS2,59,6.4,2001,Shooter,Majesco  ,Pipe Dream Interactive  ,,560000.0
4986,The Godfather: Mob Wars,PSP,59,8.1,2006,Action,Electronic Arts  ,Page 44  ,6.2,100000.0
4987,Platypus,PSP,59,6.3,2006,Shooter,Mumbo Jumbo  ,Squashy Software  ,,20000.0
4988,FIFA Street 2,PS2,59,7.9,2006,Sports,EA Sports BIG   ,EA Canada  ,,370000.0
4989,FIFA Street,PS2,59,7.9,2005,Sports,EA Sports BIG   ,EA Canada  ,,310000.0
4990,James Cameron's Avatar: The Game,PC,59,7.1,2009,Action,Ubisoft  ,Ubisoft Montreal  ,6.4,40000.0
4991,Sega Bass Fishing,Wii,59,6.0,2008,Sports,Sega  ,Cavia Inc.  ,,500000.0
4992,Gauntlet: Seven Sorrows,PS2,59,5.4,2005,Role-Playing,Midway Games  ,Midway Studios San Diego  ,,400000.0
4993,Rule of Rose,PS2,59,8.7,2006,Action,Atlus  ,Punchline / Shirogumi  ,5.9,20000.0
4994,Cars 3: Driven to Win,XOne,59,6.3,2017,Racing,Warner Bros. Interactive Entertainment  ,Avalanche Software  ,,50000.0
4995,Splatterhouse,PS3,59,7.9,2010,Action,Namco Bandai  ,BottleRocket  ,,160000.0
4996,Pac-Man Party,Wii,59,6.6,2010,Misc,Namco Bandai  ,Namco Bandai Games  ,,620000.0
4997,Lunar: Dragon Song,DS,59,5.6,2005,Role-Playing,Ubisoft  ,Game Arts / Japan Art Media (JAM)  ,5.9,120000.0
4998,Frogger's Adventures: The Rescue,PS2,59,8.5,2003,Platform,Konami  ,Konami  ,,320000.0
4999,Futurama,PS2,59,6.2,2003,Platform,VU Games  ,Unique Development Studios Sweden  ,,70000.0
5000,Legends of Wrestling II,PS2,59,6.1,2002,Fighting,Acclaim Entertainment  ,Acclaim Studios Salt Lake City  ,,330000.0
5001,Total Immersion Racing,PS2,59,7.8,2002,Racing,Empire Interactive  ,Razorworks Studios  ,,110000.0
5002,Davis Cup Tennis,GBA,59,0.0,2002,Sports,Ubisoft  ,Hokus Pokus  ,6.4,20000.0
5003,Rogue Trooper Redux,PS4,59,7.1,2017,Shooter,Rebellion  ,TickTock Games  ,,20000.0
5004,F1 2011,3DS,59,6.8,2011,Racing,Codemasters  ,Codemasters  ,5.5,170000.0
5005,Dynasty Warriors 6 Empires,X360,59,7.2,2009,Action,KOEI  ,Omega Force  ,6.3,240000.0
5006,The Spiderwick Chronicles,X360,59,0.0,2008,Adventure,Sierra Entertainment  ,Stormfront Studios  ,,110000.0
5007,Override: Mech City Brawl,PS4,59,7.0,2018,Action-Adventure,Modus Games  ,The Balance Inc  ,,30000.0
5008,NBA Live 15,PS4,59,5.9,2014,Sports,Electronic Arts  ,EA Tiburon  ,,250000.0
5009,Naruto Shippuden: Ultimate Ninja Impact,PSP,59,7.3,2011,Fighting,Namco Bandai  ,CyberConnect2  ,,350000.0
5010,Disney's Aladdin,GBA,59,8.1,2004,Platform,Capcom  ,Disney Interactive  ,5.9,30000.0
5011,NBA Live 16,PS4,59,6.0,2015,Sports,EA Sports  ,EA Tiburon  ,,210000.0
5012,Harvest Moon: Skytree Village,3DS,59,5.9,2016,Simulation,Natsume  ,Natsume  ,5.0,90000.0
5013,Eragon,PSP,59,0.0,2006,Action,Sierra Entertainment  ,Amaze Entertainment  ,6.2,110000.0
5014,Dynasty Warriors: Strikeforce,X360,59,6.2,2010,Action,Tecmo Koei  ,Omega Force  ,7.3,230000.0
5015,Big Mutha Truckers,XB,59,4.3,2003,Racing,THQ  ,Eutechnyx  ,,190000.0
5016,Sega Rally Championship,GBA,59,0.0,2003,Racing,Sega  ,Sega  ,,10000.0
5017,Maximum Capacity: Hotel Giant,PC,59,7.7,2002,Strategy,JoWood Productions  ,Enlight Software Ltd.  ,,20000.0
5018,LEGO Worlds,NS,59,7.0,2017,Misc,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,5.0,580000.0
5019,Squeeballs Party,Wii,59,7.8,2009,Puzzle,Aksys Games  ,Eiconic Games  ,,190000.0
5020,Open Season,X360,59,7.3,2006,Platform,Ubisoft  ,Ubisoft Montreal  ,5.7,110000.0
5021,GRIP: Combat Racing,NS,59,6.1,2018,Racing,U&I Entertainment  ,Caged Element  ,,20000.0
5022,How to Train Your Dragon,Wii,59,7.0,2010,Action,Activision  ,Etranges Libellules  ,6.6,420000.0
5023,Green Lantern: Rise of the Manhunters,X360,59,7.3,2011,Action,Warner Bros. Interactive  ,Griptonite Games  ,6.0,130000.0
5024,Bionicle Heroes,X360,59,6.2,2006,Shooter,Eidos Interactive  ,Traveller's Tales  ,6.1,70000.0
5025,Coded Arms,PSP,59,6.5,2005,Shooter,Konami  ,Konami  ,6.1,750000.0
5026,Super Monkey Ball: Step & Roll,Wii,59,6.7,2010,Action,Sega  ,Sega  ,6.0,390000.0
5027,The Hobbit,PS2,59,8.1,2003,Adventure,Sierra Entertainment  ,Midway Studios - Austin  ,,540000.0
5028,NHL 15,XOne,59,3.2,2014,Sports,EA Sports  ,EA Canada  ,,420000.0
5029,Defiance,PS3,59,6.8,2013,Action,Trion Worlds  ,Trion Worlds  ,,370000.0
5030,Dark Void,PS3,59,5.9,2010,Action,Capcom  ,Airtight Games  ,6.1,350000.0
5031,Bolt,PS3,59,5.9,2008,Adventure,Disney Interactive Studios  ,Avalanche Software  ,,190000.0
5032,NASCAR 08,X360,59,5.2,2007,Racing,EA Sports  ,EA Tiburon  ,,290000.0
5033,Armored Core: Last Raven,PS2,59,8.2,2006,Simulation,Agetec  ,From Software  ,,180000.0
5034,Harry Potter and the Sorcerer's Stone,XB,59,6.9,2003,Action,Electronic Arts  ,Warthog  ,,70000.0
5035,Bloody Roar 4,PS2,59,8.5,2003,Fighting,Hudson Soft  ,Eighting/Raizing  ,,90000.0
5036,Teenage Mutant Ninja Turtles,PS2,59,7.5,2003,Action,Konami  ,Konami  ,,920000.0
5037,Robin Hood: Defender of the Crown,PS2,59,5.6,2003,Strategy,Capcom  ,Cinemaware  ,,190000.0
5038,Monster House,PS2,59,5.4,2006,Adventure,THQ  ,Artificial Mind and Movement  ,,140000.0
5039,L.A. Rush,XB,59,4.3,2005,Racing,Midway Games  ,The Pitbull Syndicate Limited  ,,140000.0
5040,Ultimate Band,Wii,59,5.4,2008,Misc,Disney Interactive Studios  ,Fall Line Studio  ,,240000.0
5041,Lost in Blue 3,DS,59,6.3,2008,Adventure,Konami  ,Konami  ,,170000.0
5042,Utawarerumono Zan,PS4,59,3.8,2018,Action,Aquaplus  ,Tamsoft  ,,30000.0
5043,The Simpsons Game,PSP,59,7.0,2007,Platform,Electronic Arts  ,EA Redwood Shores  ,6.0,1080000.0
5044,Rapala Pro Fishing,XB,59,0.0,2004,Sports,Activision  ,FUN Labs  ,,160000.0
5045,Asterix & Obelix: Kick Buttix,PS2,59,8.0,2004,Action,Atari  ,Etranges Libellules  ,,30000.0
5046,The Lord of the Rings: The Fellowship of the Ring,XB,59,6.1,2002,Action,Black Label Games  ,WXP  ,,530000.0
5047,Pryzm Chapter One: The Dark Unicorn,PS2,59,3.6,2002,Adventure,TDK Mediactive  ,Digital Illusions  ,6.3,120000.0
5048,NBA 08,PS2,59,0.0,2007,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,,130000.0
5049,Way of the Samurai 2,PS2,59,8.8,2004,Action,Capcom  ,Acquire  ,,330000.0
5050,Fist of the North Star: Ken's Rage,X360,59,7.1,2010,Action,Tecmo Koei  ,Tecmo Koei Games  ,5.4,160000.0
5051,TRON: Evolution - Battle Grids,Wii,59,8.4,2010,Racing,Disney Interactive Studios  ,n-Space  ,,210000.0
5052,The Chase: Felix Meets Felicity,DS,59,0.0,2009,Action,Atari  ,Razorback Developments  ,,40000.0
5053,Disney Epic Mickey 2: The Power of Two,X360,59,6.1,2012,Platform,Disney Interactive Studios  ,Junction Point Studios  ,,520000.0
5054,The Inpatient,PS4,59,5.8,2018,Action,Sony Interactive Entertainment  ,Supermassive Games Ltd.  ,,130000.0
5055,WarJetz,PS2,59,0.0,2001,Shooter,3DO  ,3DO  ,,40000.0
5056,Playboy: The Mansion,PS2,59,7.7,2005,Simulation,ARUSH Entertainment  ,Cyberlore Studios  ,,200000.0
5057,Murdered: Soul Suspect,PC,59,7.2,2014,Action-Adventure,Square Enix  ,Airtight Games  ,,50000.0
5058,Victorious Boxers: Revolution,Wii,59,5.5,2007,Fighting,Xseed Games  ,Cavia Inc.  ,5.8,140000.0
5059,MX vs. ATV Untamed,PSP,59,7.5,2007,Racing,THQ  ,Rainbow Studios  ,5.6,650000.0
5060,Guitar Hero: Van Halen,PS3,59,5.4,2009,Misc,Activision  ,Neversoft Entertainment  ,6.2,280000.0
5061,Dynasty Warriors 6,PS3,59,7.2,2008,Action,KOEI  ,Omega Force  ,,710000.0
5062,Surf's Up,PS3,59,5.1,2007,Sports,Ubisoft  ,Ubisoft Montreal  ,,40000.0
5063,Line Rider 2: Unbound,DS,59,5.6,2008,Puzzle,"Genius Products, Inc.  ",InXile Entertainment  ,5.0,80000.0
5064,Skylanders Giants,3DS,59,4.6,2012,Misc,Activision  ,n-Space  ,,160000.0
5065,Rise of the Argonauts,PC,59,7.4,2008,Role-Playing,Codemasters  ,Liquid Entertainment  ,5.0,10000.0
5066,Murdered: Soul Suspect,PS4,59,6.8,2014,Action-Adventure,Square Enix  ,Airtight Games  ,,330000.0
5067,Bleach: The 3rd Phantom,DS,59,7.5,2009,Role-Playing,Sega  ,Sega  ,,200000.0
5068,NBA Live 07,X360,59,5.0,2006,Sports,EA Sports  ,EA Canada  ,6.0,470000.0
5069,Spider-Man: Friend or Foe,Wii,59,8.3,2007,Action,Activision  ,Next Level Games  ,5.6,140000.0
5070,The Fast and the Furious,PS2,59,6.6,2006,Racing,Namco Bandai  ,Eutechnyx  ,,60000.0
5071,Lucius,PC,59,6.0,2012,Action,Lace Mamba Global  ,Shiver Games  ,,10000.0
5072,Headhunter: Redemption,XB,59,6.3,2004,Action,Sega  ,Amuze  ,,20000.0
5073,Mage Knight: Destiny's Soldier,DS,59,7.1,2006,Strategy,Namco Bandai  ,Big Blue Bubble Inc.  ,,20000.0
5074,The Legend of Spyro: Dawn of the Dragon,PS3,59,7.2,2008,Platform,Vivendi Games  ,Etranges Libellules  ,,440000.0
5075,Gladiator Begins,PSP,59,8.6,2010,Action,Aksys Games  ,Acquire  ,,130000.0
5076,Riding Spirits,PS2,59,8.5,2002,Racing,BAM! Entertainment  ,Spike  ,,260000.0
5077,Robotech: Invasion,XB,59,0.0,2004,Shooter,Global Star Software  ,Vicious Cycle  ,,50000.0
5078,Cars 3: Driven to Win,NS,59,5.3,2017,Racing,Warner Bros. Interactive Entertainment  ,Avalanche Software  ,,320000.0
5079,Tokyo Xtreme Racer DRIFT,PS2,59,8.6,2006,Racing,Crave Entertainment  ,Genki  ,,180000.0
5080,MLB SlugFest 2006,XB,59,0.0,2006,Sports,Midway Games  ,Blue Shift  ,,50000.0
5081,Driver: Parallel Lines,Wii,59,5.7,2007,Racing,Ubisoft  ,Reflections Interactive  ,5.9,30000.0
5082,Transformers: Dark of the Moon,X360,59,6.4,2011,Action,Activision  ,High Moon Studios  ,6.5,280000.0
5083,Dance Paradise,X360,59,0.0,2011,Misc,THQ  ,Smackdown Productions  ,7.0,120000.0
5084,King Arthur,PS2,59,8.3,2004,Adventure,Konami  ,Krome Studios  ,6.7,130000.0
5085,Whacked!,XB,59,7.1,2002,Party,Microsoft Game Studios  ,Presto Studios  ,,90000.0
5086,Hugo: The Evil Mirror,GBA,58,0.0,2005,Action,Namco  ,ITE Media  ,5.9,10000.0
5087,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,58,0.0,2005,Action,Capcom  ,Capcom Entertainment  ,6.5,20000.0
5088,Little Witch Academia: Chamber of Time,PS4,58,6.9,2017,Role-Playing,Bandai Namco Entertainment  ,A+ Games  ,,10000.0
5089,How to Train Your Dragon,X360,58,7.8,2010,Action,Activision  ,Etranges Libellules  ,4.6,140000.0
5090,Time Crisis: Razing Storm,PS3,58,6.4,2010,Shooter,Namco Bandai  ,Nex Entertainment  ,5.8,540000.0
5091,Steel Diver,3DS,58,6.3,2011,Action,Nintendo  ,Nintendo EAD  ,5.6,500000.0
5092,Pirates of the Caribbean: At World's End,X360,58,5.6,2007,Action,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,340000.0
5093,Pirates of the Caribbean: At World's End,X360,55,7.0,2007,Action,Disney Interactive Studios  ,Eurocom Entertainment Software  ,,340000.0
5094,Black Sigil: Blade of the Exiled,DS,58,7.5,2009,Role-Playing,Graffiti  ,Studio Archcraft  ,6.0,50000.0
5095,Shining Soul,GBA,58,8.2,2003,Role-Playing,Atlus  ,Next Entertainment  ,,140000.0
5096,NBA ShootOut 2004,PS2,58,7.8,2003,Sports,Sony Computer Entertainment  ,989 Sports  ,,260000.0
5097,Casper: Spirit Dimensions,PS2,58,3.9,2001,Platform,TDK Mediactive  ,Lucky Chicken Games  ,,140000.0
5098,Backbreaker,PS3,58,7.0,2010,Sports,505 Games  ,NaturalMotion Games  ,,180000.0
5099,DualPenSports,3DS,58,3.5,2011,Sports,Namco Bandai  ,Indies Zero  ,,110000.0
5100,Dynasty Warriors: Gundam 3,PS3,58,7.6,2011,Action,Tecmo Koei  ,Omega Force  ,6.5,540000.0
5101,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,58,8.0,2010,Shooter,Sega  ,Sega  ,,70000.0
5102,WWE SmackDown vs. Raw 2009,DS,58,8.1,2008,Fighting,THQ  ,TOSE  ,,180000.0
5103,Rayman DS,DS,58,7.5,2005,Platform,Ubisoft  ,Ubisoft Montreal  ,5.4,260000.0
5104,Punch King,GBA,58,0.0,2002,Fighting,Acclaim Entertainment  ,Full Fat  ,,50000.0
5105,Way of the Samurai 4,PS3,58,7.1,2011,Action,Acquire  ,Acquire  ,,200000.0
5106,Drawn to Life: The Next Chapter,Wii,58,6.0,2009,Puzzle,THQ  ,Planet Moon Studios  ,5.8,750000.0
5107,Dungeons & Dragons Tactics,PSP,58,7.5,2007,Strategy,Atari  ,Kuju Entertainment  ,5.2,100000.0
5108,Silent Hill: Book of Memories,PSV,58,5.0,2012,Action,Konami Digital Entertainment  ,Way Forward Technologies  ,,230000.0
5109,Silent Hill: Book of Memories,PSV,58,5.0,2012,Action,Konami Digital Entertainment  ,WayForward  ,,20000.0
5110,Worms: Battle Islands,Wii,58,6.8,2010,Strategy,THQ  ,Team17 Software  ,,220000.0
5111,TRON: Evolution,PS3,58,6.3,2010,Action,Disney Interactive Studios  ,Propaganda Games  ,,420000.0
5112,Front Mission Evolved,X360,58,6.3,2010,Shooter,Square Enix  ,Double Helix Games  ,,200000.0
5113,Ford Racing 3,XB,58,0.0,2005,Racing,2K Games  ,Razorworks Studios  ,,90000.0
5114,Spider-Man: Edge of Time,PS3,58,7.1,2011,Action,Activision  ,Beenox  ,,230000.0
5115,Jackass the Game,PS2,58,6.7,2007,Action,Red Mile Entertainment  ,Sidhe Interactive  ,,280000.0
5116,Front Mission Evolved,PS3,58,6.1,2010,Shooter,Square Enix  ,Double Helix Games  ,,290000.0
5117,Tomb Raider: Legend,DS,58,8.1,2006,Adventure,Eidos Interactive  ,Crystal Dynamics  ,6.5,70000.0
5118,L.A. Rush,PS2,58,7.5,2005,Racing,Midway Games  ,The Pitbull Syndicate Limited  ,,470000.0
5119,TRON: Evolution,X360,58,6.0,2010,Action,Disney Interactive Studios  ,Propaganda Games  ,,310000.0
5120,Over the Hedge,PS2,58,8.5,2006,Platform,Activision  ,Edge of Reality  ,6.5,540000.0
5121,Samurai Western,PS2,58,7.7,2005,Action,Atlus  ,Acquire  ,,80000.0
5122,Defenders of Ardania,PC,58,4.6,1970,Strategy,Paradox Interactive   ,Most Wanted Entertainment  ,,10000.0
5123,Aliens in the Attic,DS,58,6.7,2009,Action,Playlogic Game Factory  ,Playlogic Game Factory  ,,50000.0
5124,Resident Evil Outbreak File #2,PS2,58,8.0,2005,Action,Capcom  ,Capcom Production Studio 1  ,5.8,570000.0
5125,Super Army War,GBA,58,0.0,2005,Action,Atlus  ,Atlus Co.  ,,40000.0
5126,Spider-Man: Friend or Foe,PSP,58,4.4,2007,Action,Activision  ,Artificial Mind and Movement  ,5.0,180000.0
5127,Bleach: Shattered Blade,Wii,58,7.3,2007,Fighting,Sega  ,Polygon Magic  ,5.3,320000.0
5128,John Daly's ProStroke Golf,PS3,58,4.0,2010,Sports,O-Games  ,Gusto Games  ,,110000.0
5129,Untold Legends: Dark Kingdom,PS3,58,7.0,2006,Role-Playing,Sony Online Entertainment  ,Sony Online Entertainment  ,,200000.0
5130,Conflict: Vietnam,PS2,58,8.1,2004,Shooter,Global Star Software  ,Pivotal Games  ,,530000.0
5131,Bleach: Soul Resurreccion,PS3,58,7.0,2011,Fighting,NIS America  ,Eighting  ,6.7,510000.0
5132,Boogie,DS,58,0.0,2007,Misc,Electronic Arts  ,EA Montreal  ,,270000.0
5133,Yanya Caballista: City Skater,PS2,58,5.7,2001,Sports,KOEI  ,Cave  ,,50000.0
5134,Way of the Samurai 3,PS3,58,7.8,2009,Action,Agetec  ,Acquire  ,6.5,520000.0
5135,Jackass the Game,PSP,58,6.7,2007,Action,Red Mile Entertainment  ,Sidhe Interactive  ,5.6,220000.0
5136,Lost Planet 3,X360,58,5.8,2013,Shooter,Capcom  ,Spark Unlimited  ,,120000.0
5137,Hotel Giant 2,PC,58,2.5,2010,Strategy,Nobilis  ,Enlight Software  ,,30000.0
5138,Bee Movie Game,DS,58,8.8,2007,Action,Activision  ,Vicarious Visions  ,6.0,450000.0
5139,The Sims 2,GBA,58,7.9,2005,Simulation,Electronic Arts  ,Maxis  ,,390000.0
5140,Egg Mania: Eggstreme Madness,XB,58,0.0,2002,Puzzle,Kemco  ,HotGen Studios  ,,10000.0
5141,PGA European Tour,N64,58,8.0,2000,Sports,Infogrames  ,Infogrames  ,,10000.0
5142,Drakengard 2,PS2,58,7.0,2006,Role-Playing,Ubisoft  ,Cavia Inc.  ,,130000.0
5143,Ninja Gaiden 3,X360,58,4.4,2012,Action,Tecmo Koei  ,Team Ninja  ,,250000.0
5144,Pet Alien: An Intergalactic Puzzlepalooza,DS,58,0.0,2007,Action,Game Factory  ,Unknown  ,,30000.0
5145,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,58,7.4,2005,Action,Konami  ,Konami  ,,60000.0
5146,Alone in the Dark,X360,58,5.5,2008,Adventure,Atari  ,Eden Studios  ,6.3,490000.0
5147,Pro Evolution Soccer 2008,DS,58,6.3,2008,Sports,Konami  ,Konami  ,,10000.0
5148,Classic NES Series: Metroid,GBA,58,8.3,2004,Adventure,Nintendo  ,Nintendo  ,,430000.0
5149,Classic NES Series: Metroid,GBA,58,8.3,2004,Adventure,Nintendo  ,Nintendo R&D1  ,5.2,70000.0
5150,X2: Wolverine's Revenge,PS2,58,7.2,2003,Action,Activision  ,GenePool  ,5.8,640000.0
5151,Whirl Tour,PS2,58,7.2,2002,Sports,VU Games  ,Papaya Studios  ,,220000.0
5152,ESPN X Games Skateboarding,PS2,58,7.7,2001,Sports,Konami  ,Konami Computer Entertainment Osaka  ,,360000.0
5153,Fullmetal Alchemist: Dual Sympathy,DS,58,6.8,2006,Role-Playing,Destineer  ,Bandai  ,,90000.0
5154,Kao the Kangaroo Round 2,PS2,58,8.3,2006,Platform,Atari  ,Tate Interactive  ,,20000.0
5155,The Fast and the Furious,PSP,58,6.5,2007,Racing,Namco Bandai  ,Eutechnyx  ,,20000.0
5156,Dynasty Warriors 7,X360,58,8.1,2011,Action,Tecmo Koei  ,Omega Force  ,5.9,240000.0
5157,Code Lyoko: Quest for Infinity,Wii,58,7.8,2007,Action,Game Factory  ,Neko Entertainment  ,,100000.0
5158,V-Rally 4,PS4,58,5.7,2018,Racing,Bigben Interactive  ,Kylotonn  ,,10000.0
5159,Assassin's Creed: Altair's Chronicles,DS,58,6.4,2008,Action,Ubisoft  ,Gameloft  ,,270000.0
5160,Assassin's Creed: Altair's Chronicles,DS,58,6.4,2008,Action,Ubisoft  ,Gameloft  ,5.7,50000.0
5161,Samurai Warriors 2,PS2,58,8.7,2006,Action,KOEI  ,Omega Force  ,5.6,610000.0
5162,TMNT,X360,58,6.5,2007,Action,Ubisoft  ,Ubisoft Montreal  ,,580000.0
5163,Dead by Daylight,XOne,58,4.7,2017,Action,505 Games  ,Behaviour Interactive Inc.  ,,120000.0
5164,Senran Kagura 2: Deep Crimson,3DS,58,6.5,2015,Action,Marvelous Entertainment  ,Tamsoft  ,,180000.0
5165,Fishing Master,Wii,58,8.1,2007,Sports,Konami  ,Hudson Soft  ,,310000.0
5166,Iron Phoenix,XB,58,6.5,2005,Fighting,Sega  ,InterServ International  ,,20000.0
