iter	Passed	Remaining
313	14493	31663
314	14532	31603
315	14603	31610
316	14662	31590
317	14716	31561
318	14802	31599
319	14908	31681
320	14956	31636
321	15008	31601
322	15073	31594
323	15225	31767
324	15262	31698
325	15300	31633
326	15352	31597
327	15437	31627
328	15540	31694
329	15571	31614
330	15636	31604
331	15684	31557
332	15720	31487
333	15768	31442
334	15808	31380
335	15910	31442
336	16065	31606
337	16106	31545
338	16206	31600
339	16252	31548
340	16304	31510
341	16344	31446
342	16376	31368
343	16489	31445
344	16604	31523
345	16685	31537
346	16777	31572
347	16824	31522
348	16894	31513
349	16977	31530
350	17042	31510
351	17118	31514
352	17182	31493
353	17276	31527
354	17354	31531
355	17426	31523
356	17490	31501
357	17517	31414
358	17568	31369
359	17619	31324
360	17658	31256
361	17694	31185
362	17725	31104
363	17822	31139
364	17871	31091
365	17916	31035
366	17972	30998
367	18071	31035
368	18114	30975
369	18180	30955
370	18238	30921
371	18270	30844
372	18315	30788
373	18423	30837
374	18484	30806
375	18551	30787
376	18619	30768
377	18705	30779
378	18812	30825
379	18839	30737
380	18876	30667
381	18907	30588
382	18970	30561
383	19149	30718
384	19219	30701
385	19274	30658
386	19346	30644
387	19387	30580
388	19436	30529
389	19518	30529
390	19549	30449
391	19625	30439
392	19648	30347
393	19705	30307
394	19766	30275
395	19816	30225
396	19865	30173
397	19923	30135
398	19981	30098
399	20021	30032
400	20095	30017
401	20145	29967
402	20214	29945
403	20252	29877
404	20319	29852
405	20371	29805
406	20433	29771
407	20488	29729
408	20607	29777
409	20633	29692
410	20701	29667
411	20742	29602
412	20800	29563
413	20833	29488
414	20872	29423
415	20989	29466
416	21018	29385
417	21069	29336
418	21104	29264
419	21136	29188
420	21175	29122
421	21207	29046
422	21231	28960
423	21270	28895
424	21295	28810
425	21326	28736
426	21350	28650
427	21418	28624
428	21527	28652
429	21563	28584
430	21626	28550
431	21656	28474
432	21714	28434
433	21741	28353
434	21791	28303
435	21837	28248
436	21868	28173
437	21950	28165
438	21990	28101
439	22028	28035
440	22116	28034
441	22194	28018
442	22241	27965
443	22342	27978
444	22414	27954
445	22509	27959
446	22569	27921
447	22609	27858
448	22671	27821
449	22739	27792
450	22782	27732
451	22851	27704
452	22932	27691
453	23041	27710
454	23138	27715
455	23179	27652
456	23224	27594
457	23317	27594
458	23399	27580
459	23534	27627
460	23646	27647
461	23737	27642
462	23824	27632
463	23894	27602
464	23950	27555
465	24044	27553
466	24170	27586
467	24201	27511
468	24281	27491
469	24321	27426
470	24349	27348
471	24391	27285
472	24423	27212
473	24464	27147
474	24512	27092
475	24575	27053
476	24600	26972
477	24624	26891
478	24675	26839
479	24706	26765
480	24743	26698
481	24813	26666
482	24842	26591
483	24884	26529
484	24915	26456
485	24962	26401
486	25049	26387
487	25088	26322
488	25119	26249
489	25183	26211
490	25241	26166
491	25365	26190
492	25403	26124
493	25432	26050
494	25475	25989
495	25521	25933
496	25568	25877
497	25624	25830
498	25669	25772
499	25748	25748
500	25823	25719
501	25897	25691
502	25981	25671
503	26089	25675
504	26128	25611
505	26160	25540
506	26216	25492
507	26257	25430
508	26296	25366
509	26398	25363
510	26477	25337
511	26545	25300
512	26587	25239
513	26613	25164
514	26649	25097
515	26702	25046
516	26810	25047
517	26929	25058
518	27007	25030
519	27104	25019
520	27183	24991
521	27272	24973
522	27444	25030
523	27504	24984
524	27556	24932
525	27725	24985
526	27839	24987
527	27901	24942
528	27941	24878
529	28008	24837
530	28075	24797
531	28136	24751
532	28175	24687
533	28293	24691
534	28335	24627
535	28374	24563
536	28399	24486
537	28427	24411
538	28477	24356
539	28516	24291
540	28595	24261
541	28639	24200
542	28673	24132
543	28736	24087
544	28813	24054
545	28873	24008
546	28925	23955
547	29003	23922
548	29082	23891
549	29137	23839
550	29184	23781
551	29241	23731
552	29305	23688
553	29351	23629
554	29399	23572
555	29424	23497
556	29468	23437
557	29526	23388
558	29590	23344
559	29630	23280
560	29764	23291
561	29854	23267
562	29921	23224
563	29961	23162
564	30016	23110
565	30074	23060
566	30181	23048
567	30252	23008
568	30362	22998
569	30465	22982
570	30546	22950
571	30685	22960
572	30767	22928
573	30813	22868
574	30857	22807
575	30888	22737
576	30941	22683
577	30988	22624
578	31058	22583
579	31084	22509
580	31125	22446
581	31188	22400
582	31221	22331
583	31298	22294
584	31343	22235
585	31401	22184
586	31567	22210
587	31641	22170
588	31703	22122
589	31736	22053
590	31788	21998
591	31827	21935
592	31891	21888
593	31938	21830
594	31984	21770
595	32036	21716
596	32090	21662
597	32172	21627
598	32219	21569
599	32251	21500
600	32332	21465
601	32362	21395
602	32412	21339
603	32442	21269
604	32492	21213
605	32561	21170
606	32646	21136
607	32675	21066
608	32716	21005
609	32765	20948
610	32847	20912
611	32940	20883
612	32985	20824
613	33058	20782
614	33129	20739
615	33158	20670
616	33326	20687
617	33401	20646
618	33457	20593
619	33517	20543
620	33549	20475
621	33620	20431
622	33685	20384
623	33766	20346
624	33796	20277
625	33838	20216
626	33870	20149
627	33934	20101
628	34046	20081
629	34108	20031
630	34145	19967
631	34223	19927
632	34301	19887
633	34428	19875
634	34535	19851
635	34623	19815
636	34685	19766
637	34800	19745
638	34903	19718
639	34947	19657
640	34995	19599
641	35063	19552
642	35112	19494
643	35150	19431
644	35193	19369
645	35279	19332
646	35307	19263
647	35356	19206
648	35382	19135
649	35425	19075
650	35464	19012
651	35525	18961
652	35630	18934
653	35687	18880
654	35771	18841
655	35817	18782
656	35872	18728
657	35937	18678
658	36022	18640
659	36062	18577
660	36087	18508
661	36139	18451
662	36210	18405
663	36253	18345
664	36288	18280
665	36321	18215
666	36361	18153
667	36413	18097
668	36464	18041
669	36522	17988
670	36557	17924
671	36589	17859
672	36623	17794
673	36649	17726
674	36685	17663
675	36717	17598
676	36743	17530
677	36796	17475
678	36828	17410
679	36860	17345
680	36907	17288
681	36931	17220
682	36977	17162
683	37034	17109
684	37085	17053
685	37140	16999
686	37203	16950
687	37293	16912
688	37371	16868
689	37424	16813
690	37466	16753
691	37608	16739
692	37676	16690
693	37716	16630
694	37761	16571
695	37787	16504
696	37825	16443
697	37860	16380
698	37989	16358
699	38019	16294
700	38093	16248
701	38208	16219
702	38264	16165
703	38332	16116
704	38375	16057
705	38423	16000
706	38479	15947
707	38508	15882
708	38551	15822
709	38589	15761
710	38618	15697
711	38692	15651
712	38731	15590
713	38772	15530
714	38840	15481
715	38897	15428
716	38990	15389
717	39076	15347
718	39131	15293
719	39170	15233
720	39229	15180
721	39407	15173
722	39477	15124
723	39571	15085
724	39619	15028
725	39651	14964
726	39700	14908
727	39728	14843
728	39791	14792
729	39828	14730
730	39851	14665
731	39907	14610
732	39966	14558
733	40004	14497
734	40046	14438
735	40092	14381
736	40169	14334
737	40194	14269
738	40247	14214
739	40295	14158
740	40336	14098
741	40382	14041
742	40408	13977
743	40458	13921
744	40483	13856
745	40552	13807
746	40580	13744
747	40647	13694
748	40672	13630
749	40715	13571
750	40744	13509
751	40791	13452
752	40830	13393
753	40887	13339
754	40930	13282
755	40954	13217
756	40980	13154
757	41004	13091
758	41090	13047
759	41131	12988
760	41170	12929
761	41225	12876
762	41265	12817
763	41312	12761
764	41357	12704
765	41389	12643
766	41445	12590
767	41519	12542
768	41589	12492
769	41636	12436
770	41677	12378
771	41718	12321
772	41768	12265
773	41817	12210
774	41873	12156
775	41923	12101
776	41972	12046
777	41996	11983
778	42045	11928
779	42084	11870
780	42129	11813
781	42180	11758
782	42238	11705
783	42264	11644
784	42323	11591
785	42358	11532
786	42393	11473
787	42426	11414
788	42464	11356
789	42516	11301
790	42543	11240
791	42599	11187
792	42631	11128
793	42679	11073
794	42722	11016
795	42770	10961
796	42813	10904
797	42850	10846
798	42901	10792
799	42933	10733
800	42996	10682
801	43023	10621
802	43061	10564
803	43085	10503
804	43115	10444
805	43138	10383
806	43172	10324
807	43211	10267
808	43289	10220
809	43336	10165
810	43361	10105
811	43416	10052
812	43438	9991
813	43474	9933
814	43499	9874
815	43529	9815
816	43577	9760
817	43633	9708
818	43687	9655
819	43728	9598
820	43756	9540
821	43830	9491
822	43870	9435
823	43915	9380
824	43976	9328
825	44122	9294
826	44166	9239
827	44212	9184
828	44273	9132
829	44320	9077
830	44383	9026
831	44478	8981
832	44511	8923
833	44545	8866
834	44637	8820
835	44685	8766
836	44714	8707
837	44782	8657
838	44853	8607
839	44890	8550
840	45025	8512
841	45070	8457
842	45098	8399
843	45151	8345
844	45187	8288
845	45231	8233
846	45268	8177
847	45356	8129
848	45466	8086
849	45500	8029
850	45563	7977
851	45600	7921
852	45663	7869
853	45710	7814
854	45773	7762
855	45810	7706
856	45856	7651
857	45905	7597
858	46019	7553
859	46081	7501
860	46114	7444
861	46178	7392
862	46235	7339
863	46295	7287
864	46330	7230
865	46374	7175
866	46412	7119
867	46440	7062
868	46509	7011
869	46551	6955
870	46667	6911
871	46774	6865
872	46800	6808
873	46838	6752
874	46865	6695
875	46896	6638
876	46931	6582
877	46974	6527
878	47026	6473
879	47051	6416
880	47087	6360
881	47130	6305
882	47175	6250
883	47216	6195
884	47244	6139
885	47269	6082
886	47311	6027
887	47337	5970
888	47370	5914
889	47407	5859
890	47435	5803
891	47482	5748
892	47528	5694
893	47601	5644
894	47643	5589
895	47688	5535
896	47719	5479
897	47751	5423
898	47793	5369
899	47839	5315
900	47890	5262
901	47938	5208
902	47969	5152
903	48001	5097
904	48040	5042
905	48074	4987
906	48116	4933
907	48153	4879
908	48180	4823
909	48229	4769
910	48267	4715
911	48307	4661
912	48408	4612
913	48435	4557
914	48504	4505
915	48532	4450
916	48558	4395
917	48608	4341
918	48644	4287
919	48685	4233
920	48722	4179
921	48747	4123
922	48794	4070
923	48866	4019
924	48905	3965
925	48958	3912
926	48987	3857
927	49020	3803
928	49053	3748
929	49076	3693
930	49114	3640
931	49151	3586
932	49177	3531
933	49208	3477
934	49234	3422
935	49285	3369
936	49328	3316
937	49379	3263
938	49431	3211
939	49462	3157
940	49520	3104
941	49586	3053
942	49626	2999
943	49665	2946
944	49710	2893
945	49759	2840
946	49817	2788
947	49858	2734
948	49898	2681
949	49963	2629
950	49988	2575
951	50029	2522
952	50074	2469
953	50140	2417
954	50173	2364
955	50221	2311
956	50256	2258
957	50296	2205
958	50329	2151
959	50388	2099
960	50431	2046
961	50458	1993
962	50489	1939
963	50539	1887
964	50562	1833
965	50596	1780
966	50646	1728
967	50684	1675
968	50721	1622
969	50768	1570
970	50824	1517
971	50854	1464
972	50887	1412
973	50925	1359
974	50971	1306
975	51008	1254
976	51076	1202
977	51106	1149
978	51137	1096
979	51164	1044
980	51201	991
981	51247	939
982	51286	886
983	51323	834
984	51367	782
985	51397	729
986	51448	677
987	51497	625
988	51543	573
989	51592	521
990	51632	468
991	51672	416
992	51696	364
993	51759	312
994	51806	260
995	51832	208
996	51878	156
997	51938	104
998	51982	52
999	52015	0
