fill,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,Global_Sales
505,Turok: Dinosaur Hunter,N64,85.0,8.2,1997,Shooter,Acclaim Entertainment  ,Iguana Entertainment  ,,50000.0
506,Castlevania: Order of Ecclesia,DS,85.0,8.5,2008,Platform,Konami  ,Konami  ,8.2,370000.0
507,Prince of Persia,PS3,85.0,7.4,2008,Adventure,Ubisoft  ,Ubisoft Montreal  ,8.3,1070000.0
508,Sid Meier's Civilization Revolution,PS3,85.0,8.0,2008,Strategy,2K Games  ,Firaxis Games  ,8.4,780000.0
509,ESPN NBA 2K5,XB,85.0,7.8,2004,Sports,Sega  ,Visual Concepts  ,,950000.0
510,Silent Hill 3,PS2,85.0,8.6,2003,Adventure,Konami  ,Team Silent  ,8.4,710000.0
511,Terraria,PSV,85.0,8.0,2013,Action-Adventure,505 Games  ,Engine Software  ,,100000.0
512,Shadow Tactics: Blades of the Shogun,PS4,85.0,8.2,2017,Strategy,Kalypso Media  ,Mimimi Productions  ,,40000.0
513,Super Meat Boy,PS4,85.0,6.9,2016,Platform,Team Meat  ,Team Meat  ,,10000.0
514,DiRT 4,PS4,85.0,7.5,2017,Racing,Deep Silver  ,Codemasters  ,,490000.0
515,Space Invaders Extreme,DS,85.0,7.9,2008,Shooter,Square Enix  ,Taito Corporation  ,8.3,150000.0
516,Tiger Woods PGA Tour 12: The Masters,Wii,85.0,6.6,2011,Sports,EA Sports  ,EA Tiburon  ,,350000.0
517,Radiant Historia: Perfect Chronology,3DS,85.0,8.5,2018,Role-Playing,Atlus  ,Atlus  ,8.1,210000.0
518,Skate,PS3,85.0,8.1,2007,Sports,Electronic Arts  ,EA Black Box  ,,370000.0
519,428: Shibuya Scramble,PS4,85.0,7.6,2018,Visual Novel,Spike Chunsoft  ,Abstraction Games  ,,20000.0
520,FIFA 07 Soccer,XB,85.0,8.1,2006,Sports,EA Sports  ,EA Canada  ,8.1,540000.0
521,Dave Mirra Freestyle BMX 2,GBA,85.0,8.0,2001,Sports,Acclaim Entertainment  ,Full Fat  ,8.0,190000.0
522,NFL Blitz 2000,N64,85.0,7.7,1999,Sports,Midway Games  ,Avalanche Software  ,,580000.0
523,Mario Golf: Advance Tour,GBA,84.0,8.8,2004,Sports,Nintendo  ,Camelot Software Planning  ,,450000.0
524,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,84.0,8.6,2010,Strategy,THQ  ,Relic  ,8.6,100000.0
525,Saints Row: The Third,PC,84.0,8.1,2011,Action,THQ  ,Volition Inc.  ,8.3,380000.0
526,Ni no Kuni II: Revenant Kingdom,PS4,84.0,7.5,2018,Role-Playing,Namco Bandai Games  ,Level 5  ,8.7,890000.0
527,Project CARS 2,XOne,84.0,5.6,2017,Racing,Namco Bandai Games  ,Slightly Mad Studios  ,,200000.0
528,Fallout: New Vegas,PC,84.0,8.8,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.3,1170000.0
529,Valkyria Chronicles Remastered,PS4,84.0,8.1,2016,Role-Playing,Sega  ,Sega  ,,330000.0
530,F1 2018,PS4,84.0,7.8,2018,Racing,Codemasters  ,Codemasters Birmingham  ,,530000.0
531,Peggle: Dual Shot,DS,84.0,7.8,2009,Puzzle,PopCap Games  ,Q Entertainment  ,,120000.0
532,Disgaea: Hour of Darkness,PS2,84.0,8.7,2003,Role-Playing,Atlus  ,Nippon Ichi Software  ,8.8,330000.0
533,Tiger Woods PGA Tour 11,Wii,84.0,7.6,2010,Sports,EA Sports  ,EA Tiburon  ,8.3,540000.0
534,The Movies,PC,84.0,8.2,2005,Simulation,Lionhead Studios  ,Lionhead Studios  ,8.2,40000.0
535,Persona 4 Arena Ultimax,PS3,84.0,5.2,2014,Fighting,Atlus  ,Arc System Works  ,,140000.0
536,Rare Replay,XOne,84.0,8.0,2015,Misc,Microsoft Studios  ,Rare Ltd.  ,,780000.0
537,Max Payne 2: The Fall of Max Payne,XB,84.0,8.3,2003,Shooter,Rockstar Games  ,Remedy Entertainment  ,8.6,640000.0
538,Command & Conquer: Generals,PC,84.0,8.4,2003,Strategy,Electronic Arts  ,EA Pacific  ,8.6,10000.0
539,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,84.0,7.6,2007,Shooter,Ubisoft  ,Red Storm Entertainment / Ubisoft Paris  ,,1030000.0
540,Fatal Frame II: Crimson Butterfly Director's Cut,XB,84.0,8.5,2004,Action,Tecmo  ,Tecmo  ,8.7,50000.0
541,South Park: The Fractured But Whole,XOne,84.0,8.0,2017,Role-Playing,Ubisoft  ,Ubisoft San Francisco  ,,620000.0
542,TimeSplitters: Future Perfect,PS2,84.0,8.9,2005,Shooter,Electronic Arts  ,Free Radical Design  ,,240000.0
543,Planet Coaster,PC,84.0,7.7,2016,Simulation,Frontier Developments  ,Frontier Developments  ,,40000.0
544,Street Fighter X Tekken,PS3,84.0,5.5,2012,Fighting,Capcom  ,Capcom  ,,840000.0
545,High Heat Major League Baseball 2003,PS2,84.0,7.8,2002,Sports,3DO  ,3DO  ,,370000.0
546,Super Street Fighter II: Turbo Revival,GBA,84.0,7.6,2001,Fighting,Capcom  ,Capcom  ,,250000.0
547,BioShock: The Collection,XOne,84.0,8.7,2016,Shooter,2K Games  ,"Blind Squirrel Digital, Inc  ",,480000.0
548,GT Legends,PC,84.0,7.8,2006,Racing,Viva Media  ,SimBin  ,,20000.0
549,Maximo: Ghosts to Glory,PS2,84.0,8.9,2002,Platform,Capcom  ,Capcom  ,8.7,770000.0
550,BlazBlue: Central Fiction,PS4,84.0,7.7,2016,Fighting,Aksys Games  ,Arc System Works  ,,170000.0
551,Fight Night Champion,PS3,84.0,7.2,2011,Fighting,EA Sports  ,EA Canada  ,8.4,1130000.0
552,God of War: Origins Collection,PS3,84.0,8.7,2011,Action,Sony Computer Entertainment  ,Ready at Dawn  ,8.6,570000.0
553,Shin Megami Tensei: Devil Survivor,DS,84.0,4.5,2009,Role-Playing,Atlus  ,Atlus Co.  ,8.4,260000.0
554,Top Spin 4,X360,84.0,8.3,2011,Sports,2K Sports  ,2K Czech  ,8.2,410000.0
555,Top Spin 4,X360,54.0,7.4,2011,Sports,2K Sports  ,2K Czech  ,8.2,410000.0
556,Destiny 2: Forsaken,PC,84.0,6.1,2018,Shooter,Activision  ,Bungie  ,,20000.0
557,Steins;Gate 0,PSV,84.0,8.6,2016,Adventure,PQube  ,5pb. Inc.  ,,150000.0
558,Deus Ex: Invisible War,XB,84.0,7.6,2003,Shooter,Eidos Interactive  ,Ion Storm  ,8.5,330000.0
559,Return to Castle Wolfenstein: Tides of War,XB,84.0,8.2,2003,Shooter,Activision  ,Gray Matter Studios / Nerve Software  ,,670000.0
560,Hitman 2: Silent Assassin,XB,84.0,7.1,2002,Action,Eidos Interactive  ,IO Interactive  ,,1190000.0
561,Knockout Kings 2001,PS,84.0,7.4,2000,Fighting,EA Sports  ,EA Sports  ,,410000.0
562,Shogun: Total War,PC,84.0,8.4,2000,Strategy,Electronic Arts  ,The Creative Assembly  ,8.8,10000.0
563,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,84.0,4.5,2015,Role-Playing,Atlus  ,Atlus  ,8.4,130000.0
564,DiRT,PC,84.0,7.3,2007,Racing,Codemasters  ,Codemasters  ,,20000.0
565,F1 2017,XOne,84.0,7.4,2017,Racing,Deep Silver  ,Codemasters  ,,190000.0
566,Super Street Fighter IV: Arcade Edition,PC,84.0,7.7,2011,Fighting,Capcom  ,Capcom / Dimps Corporation  ,8.5,80000.0
567,NBA 2K7,X360,84.0,7.8,2006,Sports,2K Sports  ,Visual Concepts  ,8.4,600000.0
568,NBA 2K6,XB,84.0,8.1,2005,Action,2K Sports  ,Unknown  ,,360000.0
569,The Elder Scrolls V: Skyrim,NS,84.0,8.4,2017,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.6,1150000.0
570,Trine 2: Director's Cut,WiiU,84.0,7.9,2012,Platform,Frozenbyte  ,Frozenbyte  ,7.8,40000.0
571,The Incredible Hulk: Ultimate Destruction,XB,84.0,8.0,2005,Action,VU Games  ,Radical Entertainment  ,,230000.0
572,Guitar Hero: Metallica,X360,84.0,8.1,2009,Misc,Activision  ,Neversoft Entertainment  ,8.5,800000.0
573,F1 2018,XOne,84.0,8.0,2018,Racing,Codemasters  ,Codemasters Birmingham  ,,170000.0
574,No More Heroes 2: Desperate Struggle,Wii,84.0,8.8,2010,Action,Ubisoft  ,Grasshopper Manufacture  ,8.5,400000.0
575,Battle Chasers: Nightwar,XOne,84.0,7.1,2017,Role-Playing,THQ Nordic  ,Airship Syndicate  ,,40000.0
576,Sid Meier's Civilization Revolution,X360,84.0,8.0,2008,Strategy,2K Games  ,Firaxis Games  ,8.4,830000.0
577,SoulCalibur VI,XOne,84.0,5.2,2018,Fighting,Bandai Namco Games  ,Project Soul  ,,300000.0
578,Spore,PC,84.0,5.7,2008,Strategy,Electronic Arts  ,Maxis  ,7.0,1160000.0
579,Colin McRae Rally 04,XB,84.0,8.2,2004,Action,Codemasters  ,Unknown  ,,100000.0
580,MotoGP,XB,84.0,8.2,2002,Racing,THQ  ,Climax Group  ,,90000.0
581,Fear Effect 2: Retro Helix,PS,84.0,7.2,2001,Action,Eidos Interactive  ,Kronos Digital Entertainment  ,,180000.0
582,Sega GT,DC,84.0,7.9,2000,Racing,Sega  ,TOSE Software  ,7.8,130000.0
583,Midnight Club 3: DUB Edition,XB,84.0,7.4,2005,Racing,Rockstar Games  ,Rockstar San Diego  ,,740000.0
584,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,84.0,7.8,2019,Role-Playing,Nintendo  ,AlphaDream Corporation  ,,10000.0
585,Deus Ex: Mankind Divided,PS4,84.0,7.6,2016,Role-Playing,Square Enix  ,Eidos Montreal  ,,720000.0
586,F1 2012,X360,84.0,6.8,2012,Racing,Codemasters  ,Codemasters Birmingham  ,8.5,490000.0
587,F1 2011,X360,84.0,7.2,2011,Racing,Codemasters  ,Codemasters Birmingham  ,8.5,720000.0
588,Axiom Verge,PS4,84.0,7.8,2015,Action,Thomas Happ Games  ,Thomas Happ Games  ,,40000.0
589,Dishonored: Death of the Outsider,XOne,84.0,6.4,2017,Action,Bethesda Softworks  ,Arkane Studios  ,,140000.0
590,Silent Hill 2: Restless Dreams,XB,84.0,8.7,2001,Action,Konami  ,KCET  ,,280000.0
591,Tony Hawk's Pro Skater 2,N64,84.0,8.8,2001,Sports,Activision  ,Edge of Reality  ,8.5,760000.0
592,Just Cause 2,PC,84.0,7.7,2010,Action,Eidos Interactive  ,Avalanche Studios  ,8.2,120000.0
593,Tom Clancy's Rainbow Six 3: Black Arrow,XB,84.0,7.9,2004,Shooter,Ubisoft  ,Ubisoft Montreal  ,,1130000.0
594,Assassin's Creed IV: Black Flag,PC,84.0,7.9,2013,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,8.5,630000.0
595,SoulCalibur VI,PS4,84.0,6.6,2018,Fighting,Bandai Namco Games  ,Project Soul  ,,710000.0
596,NBA 2K6,PS2,84.0,8.3,2005,Action,2K Sports  ,Unknown  ,,880000.0
597,Skate 2,PS3,84.0,8.0,2009,Sports,Electronic Arts  ,EA Black Box  ,8.2,840000.0
598,Age of Mythology: The Titans,PC,84.0,8.8,2003,Strategy,Microsoft Game Studios  ,Ensemble Studios  ,8.2,60000.0
599,SimCity 4,PC,84.0,8.7,2003,Simulation,Electronic Arts  ,Maxis  ,8.7,280000.0
600,Spider-Man: Mysterio's Menace,GBA,84.0,7.8,2001,Action,Activision  ,Vicarious Visions  ,,610000.0
601,Microsoft Train Simulator,PC,84.0,7.6,2001,Simulation,Microsoft  ,Kuju Entertainment  ,,40000.0
602,Dead or Alive,PS,84.0,8.5,1998,Fighting,Tecmo  ,Team Ninja  ,8.3,280000.0
603,Split/Second,PS3,84.0,8.0,2010,Racing,Disney Interactive Studios  ,Black Rock Studio  ,,730000.0
604,"Snipperclips Plus: Cut It Out, Together!",NS,84.0,8.1,2017,Puzzle,Nintendo  ,SFB Games  ,8.2,120000.0
605,Etrian Odyssey IV: Legends of the Titan,3DS,84.0,8.3,2013,Role-Playing,Atlus  ,Atlus Co.  ,8.2,390000.0
606,DJ Hero,X360,84.0,7.9,2009,Misc,Activision  ,FreeStyleGames  ,8.4,1090000.0
607,Rise of Nations: Rise of Legends,PC,84.0,8.4,2006,Strategy,Microsoft Game Studios  ,Big Huge Games  ,8.3,30000.0
608,Bulletstorm,X360,84.0,7.6,2011,Shooter,Electronic Arts  ,People Can Fly  ,8.5,1020000.0
609,Tony Hawk's American Sk8land,DS,84.0,7.8,2005,Sports,Activision  ,Vicarious Visions  ,8.7,210000.0
610,Xenoblade Chronicles X,WiiU,84.0,9.1,2015,Role-Playing,Nintendo  ,Monolith Soft  ,8.1,840000.0
611,X-Men Legends II: Rise of Apocalypse,XB,84.0,8.5,2005,Role-Playing,Activision  ,Raven Software  ,8.3,440000.0
612,NASCAR: Dirt to Daytona,PS2,84.0,8.8,2002,Racing,Infogrames  ,Monster Games Inc.  ,,580000.0
613,Puyo Pop,GBA,84.0,7.2,2002,Puzzle,THQ  ,Sonic Team  ,,50000.0
614,Rayman Advance,GBA,84.0,7.8,2001,Platform,Ubisoft  ,Digital Eclipse  ,8.4,500000.0
615,The Warriors,PS2,84.0,8.4,2005,Action,Rockstar Games  ,Rockstar Toronto  ,,530000.0
616,Skate 2,X360,84.0,8.1,2009,Sports,Electronic Arts  ,EA Black Box  ,8.2,1090000.0
617,NieR: Automata,PC,84.0,8.6,2017,Role-Playing,Square Enix  ,PlatinumGames  ,,20000.0
618,X-Men Legends II: Rise of Apocalypse,PSP,84.0,8.0,2005,Role-Playing,Activision  ,Vicarious Visions  ,8.5,290000.0
619,Darksiders II,PS3,84.0,7.2,2012,Action-Adventure,THQ  ,Vigil Games  ,8.3,850000.0
620,Indigo Prophecy,XB,84.0,8.1,2005,Adventure,Atari  ,Quantic Dream  ,,100000.0
621,Half-Minute Hero,PSP,84.0,7.9,2009,Role-Playing,Xseed Games  ,Opus Studio  ,8.5,190000.0
622,Psi-Ops: The Mindgate Conspiracy,PS2,84.0,8.5,2004,Shooter,Midway Games  ,Midway Games  ,,290000.0
623,The Lord of the Rings: The Battle for Middle-Earth II,PC,84.0,7.8,2006,Strategy,Electronic Arts  ,EA Los Angeles  ,8.2,20000.0
624,Hitman 2,XOne,84.0,7.6,2018,Action-Adventure,Warner Bros. Interactive Entertainment  ,IO Interactive  ,,220000.0
625,Def Jam: Fight for NY,XB,84.0,8.5,2004,Fighting,Electronic Arts  ,Aki Corp.  ,,540000.0
626,Classic NES Series: The Legend of Zelda,GBA,84.0,8.5,2004,Adventure,Nintendo  ,Nintendo  ,,890000.0
627,Classic NES Series: The Legend of Zelda,GBA,84.0,8.5,2004,Adventure,Nintendo  ,Nintendo EAD  ,8.4,240000.0
628,Battlefield Vietnam,PC,84.0,7.5,2004,Shooter,Electronic Arts  ,Digital Illusions  ,8.5,30000.0
629,Disgaea 2: Cursed Memories,PS2,84.0,7.0,2006,Role-Playing,NIS America  ,Nippon Ichi Software  ,7.9,330000.0
630,Enemy Territory: Quake Wars,PC,84.0,8.3,2007,Shooter,Activision  ,Splash Damage  ,,20000.0
631,Warhawk,PS3,84.0,8.3,2007,Shooter,Sony Computer Entertainment  ,Incognito Entertainment  ,8.4,1060000.0
632,Valkyrie Profile 2: Silmeria,PS2,84.0,8.9,2006,Role-Playing,Square Enix  ,tri-Ace  ,8.4,470000.0
633,MLB 08: The Show,PS2,84.0,7.3,2008,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,,420000.0
634,The Lord of the Rings: The Return of the King,XB,84.0,8.1,2003,Action,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",8.8,1140000.0
635,FIFA 17,PC,84.0,4.2,2016,Sports,Electronic Arts  ,EA Canada  ,,190000.0
636,Trine 2,PC,84.0,8.3,2011,Platform,Frozenbyte  ,Frozenbyte  ,,40000.0
637,Project CARS 2,PC,84.0,7.2,2017,Racing,Namco Bandai Games  ,Slightly Mad Studios  ,,20000.0
638,BioShock: The Collection,PS4,84.0,8.5,2016,Shooter,2K Games  ,"Blind Squirrel Digital, Inc  ",,860000.0
639,Child of Eden,X360,84.0,7.9,2011,Shooter,Ubisoft  ,Q Entertainment  ,8.3,440000.0
640,Hitman,PS4,84.0,7.7,2017,Action,Square Enix  ,IO Interactive  ,,780000.0
641,Full Spectrum Warrior,XB,84.0,8.2,2004,Strategy,THQ  ,Pandemic Studios  ,,730000.0
642,NCAA College Basketball 2K3,XB,84.0,8.4,2002,Sports,Sega  ,Kush Games  ,,140000.0
643,Tom Clancy's Splinter Cell: Blacklist,PS3,84.0,7.8,2013,Action-Adventure,Ubisoft  ,Ubisoft Toronto  ,8.3,980000.0
644,Vanquish,X360,84.0,9.2,2010,Shooter,Sega  ,PlatinumGames  ,8.3,420000.0
645,F1 2010,PC,84.0,7.1,2010,Racing,Codemasters  ,Codemasters Birmingham  ,8.0,50000.0
646,Assassin's Creed Origins,PC,84.0,6.8,2017,Action,Ubisoft  ,Ubisoft Montreal  ,,100000.0
647,Vanquish,PS3,84.0,9.1,2010,Shooter,Sega  ,PlatinumGames  ,8.5,610000.0
648,Tiger Woods PGA Tour 09,X360,84.0,7.7,2008,Sports,EA Sports  ,EA Tiburon  ,,650000.0
649,Shin Megami Tensei IV: Apocalypse,3DS,84.0,5.2,2016,Role-Playing,Atlus  ,Atlus  ,8.1,370000.0
650,F1 2010,X360,84.0,7.6,2010,Racing,Codemasters  ,Codemasters Birmingham  ,8.4,880000.0
651,Puzzle Quest: Challenge of the Warlords,PSP,84.0,7.8,2007,Puzzle,D3 Publisher  ,Vicious Cycle  ,,20000.0
652,Final Fantasy X / X-2 HD Remaster,PS4,84.0,8.4,2015,Role-Playing,Square Enix  ,Square Enix  ,,900000.0
653,NHL 13,PS3,84.0,6.8,2012,Sports,Electronic Arts  ,EA Canada  ,8.3,660000.0
654,Space Invaders Extreme,PSP,84.0,7.1,2008,Shooter,Square Enix  ,"GULTI co.,ltd.  ",8.2,90000.0
655,Psi-Ops: The Mindgate Conspiracy,XB,84.0,7.6,2004,Shooter,Midway Games  ,Midway Games  ,,170000.0
656,The Sims,XB,84.0,6.8,2003,Simulation,Electronic Arts  ,Maxis  ,,420000.0
657,ChuChu Rocket!,GBA,84.0,7.2,2001,Puzzle,Sega  ,Sonic Team  ,8.1,90000.0
658,Bulletstorm,PS3,83.0,7.7,2011,Shooter,Electronic Arts  ,People Can Fly  ,8.4,540000.0
659,Final Fantasy XV,XOne,83.0,7.7,2016,Role-Playing,Square Enix  ,Square Enix  ,,1140000.0
660,Fortnite,NS,83.0,4.9,2018,Shooter,Warner Bros. Interactive Entertainment  ,Epic Games  ,8.5,690000.0
661,Disgaea 1 Complete,PS4,83.0,7.5,2018,Role-Playing,NIS America  ,Nippon Ichi Software  ,,70000.0
662,Pro Evolution Soccer 2018,PS4,83.0,7.3,2017,Sports,Konami Digital Entertainment  ,Konami Digital Entertainment  ,,750000.0
663,Super Puzzle Fighter II Turbo,PS,83.0,8.5,1996,Puzzle,Capcom  ,Capcom  ,,140000.0
664,BlazBlue: Chrono Phantasma,PS3,83.0,8.2,2014,Fighting,Arc System Works  ,Arc System Works  ,,320000.0
665,Dungeons & Dragons: Chronicles of Mystara,PS3,83.0,6.8,2013,Fighting,Capcom  ,Iron Galaxy Studios  ,,20000.0
666,Sly 3: Honor Among Thieves,PS2,83.0,8.9,2005,Platform,Sony Computer Entertainment  ,Sucker Punch  ,,830000.0
667,Hakuoki: Kyoto Winds,PSV,83.0,7.5,2017,Adventure,Idea Factory  ,Otomate  ,,30000.0
668,NHL 2K6,XB,83.0,7.5,2005,Sports,2K Sports  ,Kush Games  ,,210000.0
669,LocoRoco,PSP,83.0,8.8,2006,Platform,Sony Computer Entertainment  ,SCE Japan Studio  ,8.1,390000.0
670,MLB 06: The Show,PSP,83.0,8.2,2006,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.3,350000.0
671,Unreal Championship,XB,83.0,8.2,2002,Shooter,Atari  ,Digital Extremes  ,,740000.0
672,Halo: Combat Evolved,PC,83.0,7.7,2003,Shooter,Microsoft Game Studios  ,Gearbox Software  ,8.6,40000.0
673,Darksiders II,X360,83.0,8.2,2012,Action-Adventure,THQ  ,Vigil Games  ,8.6,790000.0
674,Overcooked! 2,XOne,83.0,6.7,2018,Simulation,Sold Out  ,Ghost Town Games  ,,80000.0
675,Baldur's Gate: Dark Alliance,XB,83.0,8.5,2002,Role-Playing,Interplay  ,Snowblind Studios  ,,200000.0
676,No More Heroes,Wii,83.0,8.5,2008,Action,Ubisoft  ,Grasshopper Manufacture  ,8.2,560000.0
677,Fight Night Round 3,XB,83.0,8.4,2006,Fighting,EA Sports  ,EA Chicago  ,,330000.0
678,Shin Megami Tensei IV,3DS,83.0,6.8,2013,Role-Playing,Atlus  ,Atlus  ,8.3,590000.0
679,Sonic Mania,XOne,83.0,7.5,2017,Platform,Sega  ,PagodaWest Games  ,,130000.0
680,Homeworld 2,PC,83.0,8.4,2003,Strategy,Sierra Entertainment  ,Relic  ,8.1,30000.0
681,Wakeboarding Unleashed Featuring Shaun Murray,PS2,83.0,7.9,2003,Sports,Activision  ,Shaba Games  ,,160000.0
682,Phantasy Star Online Episode I & II,XB,83.0,8.1,2003,Role-Playing,Sega  ,Sonic Team  ,8.2,150000.0
683,Rygar: The Legendary Adventure,PS2,83.0,8.1,2002,Action,Tecmo  ,Tecmo  ,,460000.0
684,The Typing of the Dead,DC,83.0,7.6,2001,Shooter,Sega  ,Smilebit  ,8.6,50000.0
685,Ghost Trick: Phantom Detective,DS,83.0,9.7,2011,Adventure,Capcom  ,Capcom  ,8.2,380000.0
686,Pure,PS3,83.0,7.6,2008,Racing,Disney Interactive Studios  ,Black Rock Studio  ,7.0,890000.0
687,MLB Power Pros,Wii,83.0,8.0,2007,Sports,2K Sports  ,PawaPuro Production  ,8.5,290000.0
688,Persona Q: Shadow of the Labyrinth,3DS,83.0,5.8,2014,Role-Playing,Atlus  ,Atlus  ,8.3,760000.0
689,DiRT,X360,83.0,7.5,2007,Racing,Codemasters  ,Codemasters  ,8.4,870000.0
690,Life is Strange,PC,83.0,8.6,2016,Adventure,Square Enix  ,DONTNOD Entertainment  ,,50000.0
691,The Incredible Hulk: Ultimate Destruction,PS2,83.0,8.6,2005,Action,VU Games  ,Radical Entertainment  ,,540000.0
692,Steins;Gate,PSV,83.0,8.8,2015,Adventure,5pb  ,5pb. Inc.  ,,100000.0
693,Fable: The Lost Chapters,PC,83.0,8.6,2005,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,8.3,70000.0
694,Racing Gears Advance,GBA,83.0,8.2,2005,Racing,"Orbital Media, Inc.  ","Orbital Media, Inc.  ",,60000.0
695,Dead or Alive Ultimate,XB,83.0,8.8,2004,Fighting,Tecmo  ,Team Ninja  ,8.1,500000.0
696,Darkest Dungeon,PS4,83.0,7.8,2018,Role-Playing,Red Hook Studios  ,Red Hook Studios  ,,40000.0
697,Street Fighter X Tekken,X360,83.0,4.5,2012,Fighting,Capcom  ,Capcom  ,,480000.0
698,Deus Ex: Mankind Divided,PC,83.0,6.9,2016,Role-Playing,Square Enix  ,Eidos Montreal  ,,70000.0
699,Bushido Blade,PS,83.0,8.4,1997,Fighting,Sony Computer Entertainment  ,Light Weight  ,8.2,1160000.0
700,NBA 2K10,PS3,83.0,7.8,2009,Sports,2K Sports  ,Visual Concepts  ,8.2,840000.0
701,NBA 2K7,XB,83.0,7.5,2006,Sports,2K Sports  ,Visual Concepts  ,8.4,30000.0
702,Unreal Tournament III,PC,83.0,8.0,2007,Shooter,Midway Games  ,Epic Games  ,8.4,60000.0
703,Puyo Puyo Tetris,PS4,83.0,7.4,2017,Puzzle,Sega  ,Sonic Team  ,,100000.0
704,Genma Onimusha,XB,83.0,8.6,2002,Action,Capcom  ,Capcom  ,,240000.0
705,Space Station Silicon Valley,N64,83.0,8.3,1998,Adventure,Take-Two Interactive  ,DMA Design  ,8.3,150000.0
706,Persona 4 Arena,X360,83.0,4.6,2012,Fighting,Atlus  ,Arc System Works  ,,130000.0
707,The Elder Scrolls Online: Summerset,PC,83.0,6.1,2018,MMO,Bethesda Softworks  ,ZeniMax Online Studios  ,,10000.0
708,Colin McRae Rally 2005,XB,83.0,7.5,2004,Action,Codemasters  ,Unknown  ,,50000.0
709,Tomb Raider: Anniversary,PC,83.0,8.1,2007,Action,Eidos Interactive  ,Crystal Dynamics  ,,30000.0
710,Bangai-O Spirits,DS,83.0,7.8,2008,Shooter,D3 Publisher  ,"Treasure Co., Ltd.  ",8.4,80000.0
711,Call of Duty: Modern Warfare Remastered,PS4,83.0,7.1,2017,Shooter,Activision  ,Infinity Ward  ,,580000.0
712,Need for Speed: Shift,PC,83.0,5.9,2009,Racing,Electronic Arts  ,Slightly Mad Studios  ,8.3,60000.0
713,Pinball Hall of Fame: The Williams Collection,X360,83.0,8.3,2009,Misc,Crave Entertainment  ,FarSight Studios  ,,120000.0
714,NCAA Football 10,X360,83.0,6.7,2009,Sports,EA Sports  ,EA Tiburon  ,8.1,940000.0
715,TimeSplitters: Future Perfect,XB,83.0,8.7,2005,Shooter,Electronic Arts  ,Free Radical Design  ,,160000.0
716,FIFA Soccer 11,PC,83.0,7.6,2010,Sports,EA Sports  ,HB Studios  ,8.4,180000.0
717,Project CARS,PC,83.0,7.2,2015,Racing,Bandai Namco Games  ,Slightly Mad Studios  ,,130000.0
718,Crush,PSP,83.0,8.2,2007,Puzzle,Sega  ,Zoe Mode  ,8.5,80000.0
719,High Heat Major League Baseball 2004,XB,83.0,7.6,2003,Sports,3DO  ,3DO  ,,80000.0
720,Icewind Dale II,PC,83.0,8.3,2002,Role-Playing,Interplay  ,Black Isle Studios  ,,10000.0
721,Age of Empires,PC,83.0,8.7,1997,Strategy,Microsoft  ,Ensemble Studios  ,,10000.0
722,Bleach: The Blade of Fate,DS,83.0,7.4,2007,Fighting,Sega  ,"Treasure Co., Ltd.  ",8.2,450000.0
723,Lumines: Electronic Symphony,PSV,83.0,7.9,2012,Puzzle,Ubisoft  ,Q Entertainment  ,,240000.0
724,Prince of Persia: Warrior Within,XB,83.0,7.8,2004,Adventure,Ubisoft  ,Ubisoft Montreal  ,,800000.0
725,Yoku's Island Express,PS4,83.0,7.6,2018,Action,Villa Gorilla  ,Villa Gorilla  ,9.0,10000.0
726,Yakuza 6: The Song of Life,PS4,83.0,8.4,2018,Adventure,Sega  ,Sega  ,,690000.0
727,Terraria,PC,83.0,8.7,2011,Platform,Re-Logic  ,Re-Logic  ,8.8,140000.0
728,Destiny 2,PC,83.0,4.3,2017,Shooter,Activision  ,Bungie  ,,160000.0
729,MLB 06: The Show,PS2,83.0,8.6,2006,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,,940000.0
730,Picross DS,DS,83.0,8.0,2007,Puzzle,Nintendo  ,Jupiter Multimedia  ,8.4,500000.0
731,Spider-Man 2,XB,83.0,8.4,2004,Action,Activision  ,Treyarch  ,7.7,1120000.0
732,Steins;Gate,PS3,83.0,8.7,2015,Visual Novel,5pb  ,5pb. Inc.  ,,60000.0
733,NHL 13,X360,83.0,6.5,2012,Sports,Electronic Arts  ,EA Canada  ,8.2,680000.0
734,Darksiders,PC,83.0,7.7,2010,Action,THQ  ,Vigil Games  ,8.0,150000.0
735,Street Fighter Alpha 3,GBA,83.0,8.3,2002,Fighting,Capcom  ,Crawfish Interactive  ,,150000.0
736,Octopath Traveler,NS,83.0,8.5,2018,Role-Playing,Nintendo  ,Square Enix  ,8.1,1020000.0
